gene,spearman_r,p_value,n_samples
WNT11,0.3643,0.0005226873182583792,87
CLPX,0.3643,2.529759427168709e-06,158
ENY2,0.3642,2.553749908126828e-06,158
SQSTM1,0.3642,2.5439899790268872e-06,158
UBE2O,0.3642,2.5491917321719415e-06,158
LRR1,0.3641,0.044040243442888954,31
CACFD1,0.364,0.003932754683597011,61
FAM234A,0.3639,4.690858228588785e-06,150
PRPH,0.3639,2.6051598402316407e-06,158
PHRF1,0.3639,2.607104940248536e-06,158
TMEM167B,0.3639,2.595760794480492e-06,158
TMEM175,0.3638,0.00029023059458107816,95
PRMT2,0.3638,0.0014395902296394023,74
RHOT2,0.3636,2.658124140258056e-06,158
AKR1B15,0.3636,0.010233497700437234,49
HAUS2,0.3636,2.6505968115084036e-06,158
FASTKD2,0.3636,2.6475613496985326e-06,158
KDF1,0.3634,5.243350103016808e-06,149
EBAG9,0.3634,2.6836728467391288e-06,158
DRG1,0.3634,2.6971034878942106e-06,158
HOMEZ,0.3634,0.0011617588049506282,77
IKBKE,0.3632,2.736059225805557e-06,158
ERCC6,0.3631,8.961101266583263e-06,142
RUBCN,0.3628,5.043278200998826e-06,150
ATG4A,0.3628,8.471035216065628e-06,143
NBN,0.3627,2.8260928345242066e-06,158
KLHL2,0.3627,0.15242989215413402,17
WDR45,0.3626,2.848230236290698e-06,158
RASGRP1,0.3626,0.08161161940645165,24
MOB3B,0.3625,0.0007027256791502454,84
AGMAT,0.3625,1.6776834755016764e-05,134
BCL11A,0.3625,0.00016832432780679942,103
RELN,0.3623,0.0083056099595883,52
PGM1,0.3623,0.023419787070510706,39
CFLAR,0.3623,0.00010820807967258844,109
SNRPA,0.3622,2.9158619202942125e-06,158
ATP6V0A2,0.362,2.967544456257967e-06,158
USP43,0.362,1.6036209099709075e-05,135
C6orf47,0.3618,2.9932646628498948e-06,158
C2orf69,0.3616,3.0350485516417886e-06,158
TFAP4,0.3614,3.0897403596571877e-06,158
PAXX,0.3612,3.118629903097666e-06,158
MOCS2,0.3612,3.1165234146361397e-06,158
EFR3A,0.3611,3.1419151023499803e-06,158
RCAN1,0.3611,3.148666580948773e-06,158
CTBP2,0.361,3.1701228177329884e-06,158
SIRT3,0.361,3.1592624980268515e-06,158
RGCC,0.361,3.1612886946587786e-06,158
GALNT18,0.3607,0.036091571979593194,34
ATP5PB,0.3606,3.261676206903353e-06,158
SPPL2A,0.3606,3.2473681517322687e-06,158
CWC27,0.3604,3.28856867386195e-06,158
WASL,0.3604,3.3017861453975925e-06,158
UFC1,0.3604,3.303573521759705e-06,158
VILL,0.3602,0.0050786002392364735,59
JMJD1C,0.3602,3.3393699809804695e-06,158
FBXO44,0.3602,0.001499740290693382,75
CHADL,0.3602,0.0005665643514824852,88
ABHD16A,0.3602,3.3301561746035617e-06,158
CRY2,0.3601,0.002981065207833969,66
TNRC6A,0.3601,6.012394942798984e-06,150
HEXD,0.36,9.343529404287024e-06,144
EMSY,0.3599,3.4017677417281345e-06,158
RCBTB2,0.3599,6.070436351697374e-06,150
VMA21,0.3598,3.423899419539866e-06,158
COX17,0.3598,3.426632353194912e-06,158
KRT76,0.3597,3.4535709079617283e-06,158
TIMELESS,0.3597,1.1799541836568936e-05,141
SENP3,0.3596,7.143539662368116e-06,148
NOSIP,0.3595,3.4915476554618143e-06,158
GPN1,0.3593,3.5443877063487e-06,158
ILF2,0.3593,3.5502587071263684e-06,158
PRRC1,0.3592,3.5686122217036525e-06,158
MPLKIP,0.3592,3.5781729127292436e-06,158
CD320,0.3591,0.011284155065056874,49
ENTPD7,0.3591,0.00026206894820321013,99
MED27,0.3591,3.5956708993621144e-06,158
OGDHL,0.359,0.0658914892178606,27
BNIP2,0.359,3.6306375779820448e-06,158
IGHV7-4-1,0.359,1.0653516670263123e-05,143
RABGAP1L,0.3587,3.6881471611784827e-06,158
PI4KA,0.3586,3.7298434583630444e-06,158
OXSR1,0.3585,3.7447590170056853e-06,158
