gene,spearman_r,p_value,n_samples
LUM,0.5527,7.182602996242234e-11,119
DESI1,0.5527,7.133338785760125e-11,119
EMC8,0.5526,7.245988045710301e-11,119
SNX25,0.5526,0.002799139064058008,27
DHRS2,0.5526,7.26603005829489e-11,119
AKTIP,0.5526,7.265225849004316e-11,119
CCP110,0.5525,7.291080428681341e-11,119
SCUBE1,0.5525,0.0001222008976345914,43
CYP4V2,0.5524,0.017442741256184092,18
MUCL1,0.5524,8.907519415886774e-11,118
TWISTNB,0.5524,7.394678391326408e-11,119
MDN1,0.5523,7.455398043877913e-11,119
P4HA2,0.5522,7.539756478615727e-11,119
MELTF,0.5522,7.508561780165647e-11,119
SLBP,0.5521,7.599059714643929e-11,119
TBXAS1,0.5521,7.603208494111873e-11,119
PPIL3,0.552,7.68036615337922e-11,119
MKS1,0.552,1.8695084160763845e-06,65
SMIM29,0.552,2.3531580783716179e-07,76
VCL,0.5519,7.755655500221551e-11,119
SIRT1,0.5519,7.724646810388563e-11,119
C1R,0.5518,7.782270863623373e-11,119
MT1X,0.5518,7.79538247679141e-11,119
SCAMP3,0.5516,7.941118694866184e-11,119
TRIM9,0.5516,1.5847711412068248e-06,66
MRVI1,0.5515,1.305851261969469e-09,104
RAB11FIP4,0.5514,9.03955471089971e-10,106
CBX6,0.5512,5.900848505301938e-09,96
KIAA0753,0.5512,8.267037553593067e-11,119
RBM4,0.5512,8.26176837670996e-11,119
ZNF830,0.5512,8.256786905210145e-11,119
GIMAP4,0.5511,8.33788643672374e-11,119
PPID,0.5511,8.343712587723195e-11,119
VAT1L,0.5511,2.3750916200710504e-06,64
CX3CL1,0.5511,0.000887155830826667,33
CDR2L,0.5511,8.302434776567554e-11,119
DHFR,0.551,8.387379513851822e-11,119
TIMP1,0.551,8.428460532979232e-11,119
GLRX,0.551,8.409451679127496e-11,119
FCGR1A,0.5509,3.731389695260067e-10,111
BDH2,0.5509,8.459848230478184e-11,119
MBOAT1,0.5508,1.3668189743273102e-06,67
LYVE1,0.5508,8.543559181722345e-11,119
SKA3,0.5507,3.146368620895966e-10,112
GPRC5B,0.5507,0.00015754872871953117,42
PCSK5,0.5505,0.0013322222900543242,31
LTC4S,0.5505,0.03346443330092276,15
FAM136A,0.5504,8.942773325502119e-11,119
ZNF821,0.5503,0.0006145586766287566,35
SLC27A4,0.5502,9.111341306561691e-11,119
HMCES,0.55,9.237258293286334e-11,119
WBP11,0.5499,9.295711837191364e-11,119
ABI3,0.5498,9.452337397678177e-11,119
HLA-DMB,0.5498,1.272803847317111e-07,80
PLD1,0.5497,9.520842395488391e-11,119
PPP5C,0.5496,9.572876570972971e-11,119
KDM3A,0.5496,9.618438050173472e-11,119
NFX1,0.5496,9.611594837007515e-11,119
NRDC,0.5496,9.575515241577642e-11,119
CABLES1,0.5495,9.698533281034856e-11,119
EEF1G,0.5495,9.716282541980603e-11,119
NOP9,0.5494,9.743034456637718e-11,119
ERP27,0.5494,9.603575782603133e-06,57
RTKN,0.5494,9.74317835514936e-11,119
YTHDC2,0.5493,9.871351385995386e-11,119
VPS35L,0.5493,9.855279515205206e-11,119
IGSF21,0.5493,1.69900970372594e-05,54
SLC5A3,0.5493,3.607829580277611e-05,50
DNAJC17,0.5492,9.949058444762696e-11,119
ARCN1,0.549,1.0192322139592138e-10,119
PYCR1,0.549,1.0200589328067005e-10,119
FHL5,0.5489,3.698749579466496e-10,112
ZFYVE1,0.5487,1.0473068255237687e-10,119
DHRS13,0.5487,1.0411788984500324e-10,119
VWF,0.5487,1.0410710806293194e-10,119
BAZ1A,0.5487,1.0396502957867599e-10,119
HDAC5,0.5486,1.053482156505469e-10,119
SLC46A1,0.5486,7.312202830876891e-07,71
CEACAM1,0.5485,3.8262754586838157e-10,112
PRCP,0.5485,1.0647300273946484e-10,119
IGKV1-5,0.5483,1.0796764342096045e-10,119
KPNA1,0.5482,1.0950728132993098e-10,119
CDR2,0.5482,1.0991988107402916e-10,119
CCAR1,0.5482,1.0979615358058245e-10,119
DOLPP1,0.5482,4.545428429886581e-05,49
EEPD1,0.5482,1.092881821436669e-10,119
IFI35,0.5481,1.1093267925576042e-10,119
COL10A1,0.5479,4.036312249587514e-10,112
ZNF740,0.5479,1.1304999134002327e-10,119
FLVCR1,0.5477,2.7876878860166987e-08,89
DENND6A,0.5477,1.1445869514991921e-10,119
ARL15,0.5477,1.1501719734727894e-10,119
PCDHB3,0.5477,0.001177360162934728,32
GCDH,0.5476,1.157026124417171e-10,119
SERHL2,0.5473,0.0008080734092470379,34
FAM83H,0.5471,1.2179380700149004e-10,119
YY1AP1,0.5471,1.2078757185425393e-10,119
ACVR1,0.5471,1.8584133350716145e-09,104
DNAJC10,0.5471,1.2109773869356243e-10,119
NIPSNAP1,0.547,1.2271381257878718e-10,119
SINHCAF,0.547,1.221316643067194e-10,119
ADPGK,0.5469,1.2329448609472956e-10,119
TXNRD3,0.5468,1.2413047055581852e-10,119
