gene,spearman_r,p_value,n_samples
PXK,0.3865,0.03489636774254326,30
ELANE,0.3865,0.034869316131108025,30
COG5,0.3863,0.034984373623942314,30
MTMR10,0.3863,0.03496236641353961,30
RNF139,0.3862,0.05656854635871754,25
QSOX1,0.3862,0.03500638465586308,30
IAH1,0.3862,0.035054347520888283,30
NPY,0.3861,0.042430116610010664,28
CHRAC1,0.3861,0.03509844844657709,30
SNX11,0.3859,0.038676644152221835,29
PPIG,0.3858,0.035234924470295644,30
RABGAP1L,0.3857,0.035305355295791124,30
VMA21,0.3857,0.04692149651902103,27
PLIN2,0.3856,0.03534964472356889,30
NECTIN2,0.3853,0.03551328844581937,30
AKAP8,0.3853,0.035491062607754184,30
PIGBOS1,0.3851,0.03560650597413779,30
TAB3,0.385,0.03565105218533971,30
CD81,0.3848,0.035766888850411065,30
TNKS,0.3848,0.04319102908022602,28
SNX1,0.3848,0.03575315468149271,30
C1orf198,0.3848,0.035766888850411065,30
SDHAF1,0.3847,0.04752863595471349,27
ERRFI1,0.3846,0.17450875077509553,14
WDR82,0.3846,0.03588302862563102,30
OGFOD2,0.3846,0.04760949163249713,27
HIPK3,0.3846,0.21702022575997731,12
FAM160B2,0.3845,0.03590539824350318,30
NACC2,0.3844,0.047720056008191826,27
PPP4R2,0.3843,0.03599947206704511,30
IGLV1-47,0.3842,0.036066728618334105,30
FREM1,0.3842,0.10435774849730087,19
ZMAT3,0.3841,0.07038835811575794,23
TBC1D10A,0.3841,0.036120797501399536,30
AIP,0.3841,0.03614328493294772,30
GNPDA2,0.384,0.0361657761191729,30
VDAC2,0.384,0.03616114470912725,30
ATP13A1,0.384,0.03616114470912725,30
SLC25A25,0.3839,0.04806768399583535,27
BBS2,0.3839,0.03621076974303706,30
CNTRL,0.3839,0.03623327217436989,30
CEPT1,0.3838,0.03628299706239982,30
DDX51,0.3837,0.03635062995409805,30
NDUFS2,0.3837,0.03635062995409805,30
ARHGAP35,0.3837,0.03635062995409805,30
PDCL,0.3836,0.036395737225411985,30
TLK2,0.3836,0.03637318172417259,30
ZNF462,0.3836,0.03637318172417259,30
ANKRD52,0.3836,0.03637318172417259,30
PAAF1,0.3834,0.03651349216228933,30
ATG2B,0.3834,0.03649572865160512,30
ANG,0.3833,0.03653609701151286,30
COX11,0.3833,0.03654098875215237,30
RNF169,0.3831,0.03663649678653422,30
CDK7,0.383,0.03670454088762373,30
TPI1,0.383,0.036727229680533074,30
EIF3E,0.3829,0.03674992218110955,30
H1-3,0.3829,0.03674992218110955,30
OR10G3,0.3828,0.15901459966253959,15
FCSK,0.3827,0.03684586013496341,30
PSMD12,0.3827,0.03684586013496341,30
RNASEH2C,0.3826,0.036942018420429365,30
NOL8,0.3826,0.03691924178114217,30
FARSB,0.3825,0.03696479875468499,30
IGLV3-25,0.3824,0.037010370495424265,30
MAFF,0.3823,0.06526739472836152,24
ZNF148,0.3822,0.037106875944881164,30
TECPR1,0.3821,0.03720360272626111,30
TIMP1,0.382,0.03722647843071714,30
DNAH11,0.3818,0.2465595757789701,11
FANCG,0.3818,0.2762553333854362,10
HDAC4,0.3817,0.037374765436889924,30
EIF5,0.3815,0.037495115309970184,30
SLC9A1,0.3815,0.03748958479705702,30
QPCT,0.3815,0.03748958479705702,30
ARF1,0.3814,0.03754112405338355,30
CFI,0.3814,0.03758714741521018,30
ANAPC11,0.3812,0.11857180648058414,18
ZC3H7A,0.3812,0.03768493327021213,30
RPL11,0.3812,0.0376618773973693,30
CD58,0.3811,0.049828217424989094,27
MED14,0.381,0.037806044716896775,30
USP36,0.381,0.037782942788892784,30
DCBLD2,0.381,0.04549531946167789,28
ITM2B,0.381,0.037806044716896775,30
PHRF1,0.3809,0.03783489851981787,30
CCDC120,0.3808,0.11898433684768547,18
CMC1,0.3808,0.0378811763986778,30
PNKP,0.3807,0.03795062045716898,30
CHID1,0.3806,0.037979634527587874,30
PCYT1A,0.3805,0.03806669053065529,30
FBL,0.3803,0.03814801686419777,30
DAB2IP,0.3803,0.03814801686419777,30
C20orf27,0.3802,0.03819450110893912,30
ZNF512B,0.3799,0.03836964095357914,30
SMAD2,0.3798,0.038422439348223474,30
COX20,0.3796,0.0385455194670194,30
TARBP2,0.3796,0.0385689304843266,30
MFN1,0.3795,0.038592345090662,30
PLA2G7,0.3794,0.1472271338628926,16
POLR3D,0.3794,0.03863918505754501,30
MTSS2,0.3793,0.03869237338923358,30
NDST1,0.3792,0.061538109613897066,25
GIT1,0.379,0.03888666618607546,30
ADH5,0.3789,0.038910184278079886,30
WDR5,0.3787,0.03903444749706005,30
TAF5L,0.3787,0.03905801556277572,30
KIF16B,0.3786,0.03908820670561443,30
ZFC3H1,0.3786,0.03908820670561443,30
HBG1,0.3784,0.14843346094273932,16
FBXL19,0.3783,0.22532675339286715,12
PDGFC,0.3783,0.0392839293284611,30
PPP3CA,0.378,0.039456567642977905,30
ATP6V1C1,0.3779,0.039510938215226075,30
CD63,0.3778,0.03954159830760353,30
CCNK,0.3775,0.039708153892522385,30
CIR1,0.3775,0.039739046268990684,30
AGPAT3,0.3775,0.039708153892522385,30
EFNB1,0.3774,0.03978673038660868,30
SYNJ1,0.3774,0.03976288657738079,30
TBL1XR1,0.3771,0.03993712737937427,30
ZC3HAV1L,0.3771,0.03993712737937427,30
PDCD5,0.377,0.04001612147384524,30
PRSS8,0.3769,0.04006399933572465,30
DENND10,0.3769,0.04004005866494099,30
RAP1GDS1,0.3769,0.04004005866494099,30
RAB2A,0.3768,0.04014322278910363,30
GPNMB,0.3767,0.040167206723764816,30
GSS,0.3766,0.04024662019024147,30
THUMPD1,0.3765,0.04029467815164426,30
PNPLA6,0.3764,0.04037432191891226,30
ENKD1,0.3764,0.0580513055293274,26
MIF,0.3762,0.0404706389229528,30
HNRNPA2B1,0.3762,0.040478230604516115,30
IRS2,0.3761,0.053161416424623895,27
AP4M1,0.3759,0.053331077872550925,27
RNLS,0.3759,0.04446547992897175,29
PLGRKT,0.3759,0.04063069924842278,30
ATP6AP1,0.3758,0.040679038324245916,30
UTP15,0.3758,0.04070321301507993,30
ZNF853,0.3757,0.07045361689375704,24
FAHD1,0.3757,0.040783590731010615,30
PCNP,0.3756,0.040832030502744324,30
CCDC138,0.3756,0.09339561440541211,21
COPB2,0.3756,0.04083986572255025,30
RABIF,0.3755,0.040888378863303036,30
RECQL5,0.3753,0.04096910129238073,30
TRAPPC10,0.3753,0.04096910129238073,30
SOX13,0.3753,0.04096117423307663,30
CCDC43,0.3749,0.041220442696362804,30
ETFB,0.3747,0.04132615899842806,30
CFD,0.3745,0.04143211304329105,30
TRIP4,0.3745,0.041456566310976876,30
MRPL48,0.3744,0.041513811634726824,30
TMUB2,0.3742,0.07856750413975543,23
SNAP23,0.3742,0.04164473613831962,30
RASGRF2,0.3741,0.20787843685586369,13
MRPL10,0.3741,0.04171836867066803,30
IL18,0.374,0.04174291957102907,30
ZNF395,0.3739,0.07187007376805953,24
KLF4,0.3739,0.07187007376805953,24
PPCDC,0.3737,0.041956849864196476,30
STT3B,0.3734,0.04211355010188656,30
HBG2,0.3732,0.0871299142594669,22
LYPLA1,0.3732,0.042196470652575514,30
CDK5RAP2,0.3731,0.04229542323064239,30
ADAM10,0.373,0.04232909868377937,30
RAB21,0.3729,0.042387596011299836,30
NUP35,0.3729,0.04237866297733325,30
MRPL51,0.3729,0.04237866297733325,30
LARP6,0.3729,0.04240345009240975,30
UTP23,0.3728,0.0664219932815013,25
SUV39H2,0.3727,0.06076286084652587,26
ARF5,0.3727,0.0425117187056226,30
SASS6,0.3726,0.07993407599274785,23
LMAN2,0.3725,0.04265423471945589,30
AK1,0.3725,0.042645108056743104,30
WDR62,0.3725,0.14083572189262192,17
