gene,tumor_r,normal_r,delta_r
RPAP3,0.5894,0.4579,0.13150000000000006
PARD6G,0.2933,0.1619,0.13140000000000002
AASDH,-0.2284,-0.3598,0.13140000000000002
UQCC1,0.5381,0.4068,0.13130000000000003
DERPC,0.2684,0.1371,0.13130000000000003
LRRFIP2,0.5508,0.4197,0.13109999999999994
MYNN,0.3315,0.2005,0.131
SEPTIN6,0.6154,0.4844,0.13099999999999995
PDCD2,0.3451,0.2142,0.13090000000000002
OXLD1,0.0987,-0.0322,0.1309
CFAP52,0.7594,0.6286,0.13079999999999992
PI16,0.3619,0.2312,0.1307
IGHG2,0.271,0.1404,0.13060000000000002
IRAK4,0.5731,0.4426,0.13050000000000006
SSBP4,0.3293,0.1988,0.13049999999999998
POFUT1,0.4995,0.3691,0.13040000000000002
DYNC1I2,0.186,0.0556,0.13040000000000002
CBX2,0.8178,0.6874,0.13039999999999996
WDR6,0.212,0.0817,0.1303
ORM1,0.1721,0.0418,0.1303
SNIP1,0.4962,0.3659,0.13029999999999997
GALM,0.8067,0.6764,0.13029999999999997
LAP3,0.7046,0.5743,0.13029999999999997
ACOX1,0.5459,0.4159,0.13000000000000006
FAM168B,0.2408,0.1108,0.13
KCTD20,0.0755,-0.0545,0.13
ZBTB7A,0.5515,0.4216,0.12990000000000002
LZIC,0.3552,0.2254,0.12980000000000003
NUMBL,0.3822,0.2525,0.12969999999999998
KDM4A,0.6706,0.5409,0.12969999999999993
SLIT3,0.697,0.5674,0.12959999999999994
EYA2,0.8808,0.7513,0.12950000000000006
E2F5,0.6171,0.4876,0.1295
HBM,0.1294,0.0,0.1294
ECHDC1,0.5481,0.4188,0.12930000000000003
ATG12,0.1536,0.0243,0.1293
PFKP,0.7598,0.6306,0.12919999999999998
DSTYK,0.4175,0.2883,0.12919999999999998
CYP4F3,0.6186,0.4895,0.12910000000000005
STK32C,0.5278,0.3987,0.12910000000000005
THOP1,0.539,0.41,0.12900000000000006
TOMM20,0.0562,-0.0728,0.129
ZSCAN32,-0.0218,-0.1507,0.12890000000000001
ZNF704,0.6213,0.4924,0.12889999999999996
SOX17,0.679,0.5502,0.12880000000000003
ITSN2,0.8113,0.6825,0.12880000000000003
BST1,0.5371,0.4084,0.12870000000000004
SECISBP2,0.2112,0.0826,0.1286
HMBOX1,0.3565,0.2279,0.1286
COMMD4,0.1641,0.0356,0.1285
YDJC,0.2279,0.0995,0.1284
RNPS1,0.178,0.0499,0.1281
ATP6V1H,0.2714,0.1433,0.12809999999999996
PITPNA,0.6255,0.4974,0.12809999999999994
FOXA1,0.6997,0.5717,0.128
CUL5,0.0904,-0.0376,0.128
HHIPL1,0.5473,0.4195,0.12780000000000002
CDK13,0.3231,0.1953,0.1278
BBX,0.4041,0.2764,0.12770000000000004
DYRK1A,0.1355,0.0078,0.1277
SPATA20,0.6562,0.5286,0.12760000000000005
TMEM165,0.6543,0.5267,0.12760000000000005
TTI1,0.4728,0.3452,0.1276
ATG4C,0.2954,0.1678,0.1276
OTUD7B,0.695,0.5674,0.12759999999999994
IDH3G,0.1511,0.0236,0.1275
PPP5C,0.4588,0.3313,0.1275
PDE9A,0.6604,0.533,0.12739999999999996
HTATIP2,0.7759,0.6486,0.12730000000000008
SNX4,0.1633,0.036,0.1273
HTRA2,0.1654,0.0381,0.1273
ZNF180,0.1494,0.0221,0.1273
HSPA12A,0.6997,0.5725,0.12719999999999998
BBOX1,0.6628,0.5356,0.12719999999999998
TNIP1,0.3634,0.2363,0.1271
PEAR1,0.3496,0.2226,0.12700000000000003
FBP2,0.1112,-0.0158,0.127
PCSK9,0.6581,0.5311,0.127
CCL20,0.6601,0.5331,0.127
HIF1AN,0.1681,0.0412,0.1269
FA2H,0.4667,0.3398,0.1269
GDF15,0.721,0.5941,0.1269
CACUL1,0.5148,0.3879,0.1269
FANCF,0.6234,0.4965,0.12689999999999996
MTR,0.5283,0.4015,0.12679999999999997
DDI2,0.6378,0.5111,0.12670000000000003
RGS3,0.3385,0.2118,0.12670000000000003
STARD3NL,0.2644,0.1377,0.12670000000000003
LATS1,0.1962,0.0695,0.1267
DHX34,0.6196,0.493,0.12660000000000005
SNAPIN,0.263,0.1364,0.12660000000000002
NHSL1,0.6001,0.4735,0.1266
ALG2,0.6111,0.4845,0.1266
PRKD1,0.7636,0.637,0.12659999999999993
NTAN1,0.341,0.2145,0.12650000000000003
MAFG,0.5538,0.4273,0.12649999999999995
FSD1L,0.725,0.5985,0.12649999999999995
CXCL10,0.6641,0.5377,0.12640000000000007
BBIP1,0.3325,0.2061,0.1264
CHP1,0.1903,0.0639,0.1264
NAXD,0.1872,0.0608,0.1264
NDUFAF3,0.2412,0.1148,0.1264
PTK6,0.7966,0.6703,0.12629999999999997
KLF3,0.5146,0.3883,0.12629999999999997
MAMLD1,0.0444,-0.0818,0.1262
NHP2,0.0354,-0.0908,0.1262
SLC35F5,0.3174,0.1913,0.12610000000000002
LOXL2,0.8278,0.7017,0.1261
SRR,0.1618,0.0357,0.1261
SRSF2,-0.0044,-0.1304,0.126
CEBPZOS,0.2437,0.1177,0.126
DOK7,0.5941,0.4681,0.12599999999999995
CMPK2,0.8047,0.6788,0.1259
HPS3,0.1969,0.071,0.1259
DOCK9,0.8135,0.6876,0.1259
SRCAP,0.0661,-0.0597,0.12580000000000002
QSOX1,0.512,0.3862,0.12580000000000002
REXO1,0.3188,0.193,0.12579999999999997
CCDC32,0.5306,0.4049,0.12569999999999998
ZNF219,0.545,0.4194,0.12560000000000004
PLA2G15,0.5522,0.4266,0.12560000000000004
UEVLD,0.6252,0.4996,0.1256
ZCCHC3,0.4294,0.3038,0.1256
ELP5,0.1069,-0.0187,0.1256
NEK7,0.5421,0.4166,0.1255
NMRK1,0.5241,0.3986,0.1255
DNM1L,0.3135,0.1881,0.1254
TECPR1,0.5075,0.3821,0.12539999999999996
CDK5RAP2,0.4984,0.3731,0.12530000000000002
CASP1,0.6518,0.5266,0.1252000000000001
PPIL6,0.7901,0.6651,0.125
VARS2,0.5348,0.41,0.12480000000000008
CD99,0.7345,0.6097,0.12480000000000002
GNAI3,0.1956,0.0708,0.1248
MTX3,0.4634,0.3389,0.1245
LRIF1,0.6074,0.483,0.12440000000000007
RASSF6,0.7853,0.6609,0.12439999999999996
CXCL1,0.7936,0.6693,0.12429999999999997
PITHD1,0.17,0.0458,0.1242
EEF2K,0.688,0.5638,0.12419999999999998
RFXAP,0.2864,0.1623,0.12409999999999999
WIPF3,0.6253,0.5013,0.124
CAPSL,0.772,0.6481,0.12390000000000001
RNF181,0.4091,0.2853,0.12380000000000002
TRERF1,0.3014,0.1776,0.1238
KPNA4,0.2461,0.1224,0.12370000000000002
ZBTB8A,0.1887,0.065,0.1237
CDK16,0.6232,0.4995,0.12369999999999998
PRODH,0.8809,0.7574,0.12350000000000005
FZD7,0.8144,0.6909,0.12350000000000005
DOCK8,0.8691,0.7457,0.12339999999999995
FAM8A1,0.1377,0.0145,0.12319999999999999
F12,-0.1116,-0.2347,0.12309999999999999
OGFR,0.5994,0.4764,0.12300000000000005
CNOT2,0.3506,0.2276,0.12300000000000003
NFKB2,0.7491,0.6261,0.123
CADPS2,0.7163,0.5933,0.123
PIK3CD,0.7061,0.5831,0.123
C17orf97,0.8177,0.6948,0.12290000000000001
ZNF823,-0.0939,-0.2168,0.1229
SH3GLB1,0.5449,0.4221,0.12280000000000008
ILRUN,0.3204,0.1976,0.12280000000000002
TSC22D2,0.2862,0.1636,0.12260000000000001
RPS23,0.0383,-0.0843,0.1226
YTHDC2,0.6324,0.5098,0.12259999999999993
NCAPG2,0.6887,0.5661,0.12259999999999993
ECI1,0.5497,0.4272,0.12249999999999994
TGM2,0.7465,0.6242,0.12230000000000008
PALLD,0.5993,0.4771,0.12220000000000003
HSCB,0.4262,0.304,0.12220000000000003
TAOK2,0.2551,0.1329,0.1222
CPXM1,0.7925,0.6703,0.12219999999999998
GTPBP8,0.3068,0.1847,0.12210000000000001
ZNF414,0.2249,0.1028,0.12209999999999999
PARD3B,0.5732,0.4513,0.12190000000000006
AGTPBP1,0.3764,0.2545,0.12190000000000001
CEP41,0.6989,0.577,0.12190000000000001
PDLIM5,0.5161,0.3943,0.12180000000000002
GYS1,0.6053,0.4837,0.12159999999999993
PLD2,0.3613,0.2398,0.1215
MAP7,0.793,0.6716,0.12140000000000006
FAM135A,0.2445,0.1231,0.1214
KCNJ11,-0.1407,-0.262,0.12130000000000002
ENO2,0.4681,0.3468,0.12130000000000002
POLH,0.1772,0.0559,0.12129999999999999
APLP2,0.5636,0.4423,0.12129999999999996
PPP1R3D,0.5125,0.3912,0.12129999999999996
MKRN1,0.6252,0.504,0.12119999999999997
NOMO2,0.0954,-0.0256,0.121
MED15,0.121,0.0,0.121
NYNRIN,0.5919,0.471,0.12090000000000001
RAC1,-0.1306,-0.2515,0.12090000000000001
EHD4,0.3276,0.2067,0.12090000000000001
TBC1D10B,0.0881,-0.0327,0.12079999999999999
DNAJC3,0.5577,0.4369,0.12079999999999996
RNF2,0.5158,0.3951,0.12070000000000003
KLHDC10,0.2898,0.1691,0.1207
KANSL1,0.2537,0.1331,0.12059999999999998
RNF13,0.1544,0.0339,0.12050000000000001
HNRNPH3,0.3437,0.2232,0.1205
UNC13D,0.5839,0.4634,0.1205
PHACTR2,0.3489,0.2286,0.12029999999999999
MTIF3,0.3672,0.2472,0.12000000000000002
ECT2,0.8259,0.706,0.1199
GLTP,0.7507,0.6311,0.11960000000000004
NDEL1,0.3792,0.2597,0.1195
POC1B,0.6215,0.5021,0.11940000000000006
CD2,0.4785,0.3591,0.1194
ZNF609,0.5815,0.4621,0.1194
FKBP5,0.7875,0.6681,0.11939999999999995
C11orf95,0.2607,0.1414,0.11929999999999999
HEXA,0.4831,0.3638,0.11929999999999996
ANKRD52,0.5028,0.3836,0.11920000000000003
KCMF1,0.4078,0.2886,0.11919999999999997
POLR2M,0.2761,0.1571,0.11900000000000002
NDUFC2,0.2065,0.0875,0.119
ZNRF2,0.5917,0.4728,0.1189
GRPEL1,0.5938,0.475,0.11880000000000002
ANXA4,0.7657,0.6472,0.11850000000000005
CAMK2D,0.4725,0.354,0.1185
MACC1,0.6262,0.5077,0.11849999999999994
INPP5K,0.4873,0.3689,0.1184
TAF6,0.1911,0.0728,0.11829999999999999
DHX58,0.5121,0.3939,0.11820000000000003
C1orf226,0.4436,0.3254,0.11819999999999997
ITIH1,-0.1367,-0.2548,0.11810000000000004
NDUFS4,-0.0522,-0.1703,0.11810000000000001
BCDIN3D,0.4719,0.3538,0.11809999999999998
CBLB,0.6748,0.5567,0.11809999999999998
CUL2,0.5527,0.4346,0.11809999999999998
TUBE1,0.2821,0.1641,0.11800000000000002
MUC13,0.8451,0.7271,0.118
QPCT,0.4995,0.3815,0.118
RILPL1,0.3612,0.2433,0.11790000000000003
PECR,0.7863,0.6684,0.1179
PRSS8,0.4948,0.3769,0.1179
FYCO1,0.6477,0.5299,0.11780000000000002
ACOX2,0.483,0.3652,0.11779999999999996
PPFIBP2,0.8676,0.7499,0.11770000000000003
ZDHHC16,0.4478,0.3301,0.11769999999999997
AIMP1,0.3374,0.2197,0.11769999999999997
COG8,0.2656,0.148,0.11760000000000001
C5orf24,0.1047,-0.0129,0.1176
MYCBP2,0.4541,0.3365,0.11759999999999998
HDGFL3,0.5464,0.4288,0.11759999999999998
IP6K2,0.0492,-0.0683,0.1175
CAPN1,0.373,0.2556,0.1174
GAREM1,0.4596,0.3422,0.1174
ACTN4,0.4411,0.3237,0.1174
NFX1,0.4773,0.36,0.11730000000000002
CP,0.5703,0.453,0.11730000000000002
PIKFYVE,0.5746,0.4573,0.11730000000000002
ACTN1,0.6759,0.5587,0.11719999999999997
IGHV2-70,0.4039,0.2867,0.11719999999999997
PDIA4,0.6356,0.5186,0.1170000000000001
TATDN3,0.259,0.142,0.11700000000000002
TSTA3,0.5611,0.4442,0.11690000000000006
PRKCB,0.7698,0.6529,0.1169
HRG,0.0453,-0.0716,0.1169
PHKG2,0.1831,0.0663,0.11680000000000001
LYRM2,0.2225,0.1057,0.1168
CD5L,-0.2183,-0.335,0.11670000000000003
ARL4C,0.5594,0.4428,0.11659999999999998
WWC1,0.5087,0.3922,0.11650000000000005
HS1BP3,0.5767,0.4602,0.11649999999999999
CROCC2,0.787,0.6706,0.11640000000000006
BAG4,0.4425,0.3262,0.11630000000000001
NR2C2AP,0.4603,0.344,0.11630000000000001
CHCHD7,0.3001,0.1838,0.11629999999999999
NVL,0.7136,0.5973,0.11629999999999996
CREBZF,0.032,-0.0842,0.1162
OSBPL1A,0.6128,0.4967,0.11610000000000004
NGLY1,0.4336,0.3175,0.11609999999999998
MSR1,0.5638,0.4477,0.11609999999999998
DBNDD1,0.2603,0.1442,0.11609999999999998
B4GALT2,-0.0931,-0.2091,0.116
NBEAL1,0.7059,0.5899,0.11599999999999999
PCSK5,0.6492,0.5332,0.11599999999999999
UGDH,0.8136,0.6978,0.11580000000000001
AAMDC,0.4437,0.328,0.11569999999999997
C14orf119,0.1577,0.0421,0.11560000000000001
MTHFS,0.198,0.0825,0.1155
KBTBD11,0.7126,0.5972,0.11540000000000006
MIER3,0.5049,0.3897,0.11520000000000002
BRD8,0.2567,0.1415,0.1152
TRMT44,0.204,0.0888,0.11519999999999998
UBXN8,0.4614,0.3462,0.11519999999999997
BSDC1,0.4448,0.3296,0.11519999999999997
RECQL5,0.4904,0.3753,0.11509999999999998
MT1E,0.7593,0.6443,0.11499999999999999
CDC42EP1,0.457,0.3421,0.1149
TPRKB,-0.0175,-0.1324,0.11489999999999999
GCLM,0.7276,0.6128,0.11480000000000001
ZNF428,0.1466,0.0318,0.11480000000000001
PASK,0.4723,0.3576,0.11470000000000002
PSMD9,0.2992,0.1845,0.11470000000000002
IGHV4-28,0.2626,0.1479,0.1147
FAS,0.6673,0.5527,0.11460000000000004
ADAMTS1,0.7259,0.6113,0.11460000000000004
AGL,0.2896,0.175,0.11460000000000004
AK4,0.841,0.7264,0.11459999999999992
METTL3,0.3048,0.1903,0.11450000000000002
ZNF587,0.3264,0.212,0.11440000000000003
CRACD,0.7674,0.653,0.11439999999999995
C11orf52,0.67,0.5557,0.11430000000000007
NFATC3,0.3432,0.229,0.1142
ZSCAN10,0.1829,0.0688,0.11410000000000001
KIF2A,0.5282,0.4141,0.11409999999999998
ANKRD66,0.2448,0.1307,0.11409999999999998
EIF2AK1,0.3332,0.2193,0.1139
BTBD2,0.2524,0.1385,0.1139
FLOT2,0.4056,0.2918,0.11380000000000001
PIK3IP1,0.47,0.3562,0.11379999999999996
GSTA3,0.8895,0.7758,0.11369999999999991
LACTB2,0.6357,0.5221,0.11360000000000003
IGHV3-38,0.1712,0.0576,0.11359999999999999
BCAS3,0.5531,0.4397,0.11340000000000006
ALDH2,0.7495,0.6361,0.11340000000000006
TLE5,0.4107,0.2973,0.1134
ADA,0.7821,0.6688,0.11330000000000007
ISYNA1,0.6434,0.5301,0.11329999999999996
GCHFR,0.7911,0.6779,0.11320000000000008
FBXO3,0.3033,0.1901,0.11320000000000002
OXR1,0.5306,0.4175,0.11309999999999998
VBP1,0.2194,0.1064,0.11300000000000002
HOXB5,0.5242,0.4112,0.11299999999999999
FLAD1,0.5731,0.4602,0.11290000000000006
ITM2B,0.4939,0.381,0.1129
CHMP2B,0.3761,0.2633,0.11280000000000001
GNPTG,0.0868,-0.026,0.1128
DCAF1,0.3693,0.2566,0.11270000000000002
FCGR3A,0.4475,0.3349,0.11260000000000003
IQSEC1,0.1867,0.0741,0.1126
RPL9,0.1226,0.01,0.1126
PBLD,0.7295,0.617,0.11250000000000004
SEC24D,0.7012,0.5888,0.11240000000000006
DDX60L,0.5682,0.4558,0.11240000000000006
FAM76B,0.3124,0.2,0.1124
CHMP1A,0.3926,0.2803,0.11230000000000001
SYNJ2,0.6786,0.5663,0.11229999999999996
STC2,0.513,0.4008,0.11220000000000002
SPAST,0.3776,0.2655,0.11209999999999998
PPP2R1A,0.0437,-0.0683,0.112
STXBP3,0.1432,0.0312,0.11199999999999999
CTSL,0.4639,0.3519,0.11199999999999999
BDP1,-0.1368,-0.2484,0.1116
DEGS1,0.4156,0.3041,0.11150000000000004
NPRL2,-0.0684,-0.1798,0.11139999999999999
MYL3,0.4641,0.3528,0.11130000000000001
ERCC8,0.1288,0.0176,0.1112
HGS,-0.175,-0.2861,0.11110000000000003
IGLV2-11,0.1746,0.0635,0.1111
FAM83E,0.7359,0.6248,0.11109999999999998
CCDC85C,0.2939,0.1829,0.11099999999999999
H1-5,0.3887,0.2777,0.11099999999999999
PPL,0.8676,0.7567,0.1109
AKAP6,0.2997,0.1889,0.11080000000000001
GAN,0.5372,0.4265,0.11070000000000002
PDXK,0.6409,0.5302,0.11070000000000002
EIF2B4,0.1759,0.0652,0.1107
PCDHGC3,0.2774,0.1667,0.11069999999999999
USP35,0.3091,0.1984,0.11069999999999999
APCS,-0.0428,-0.1534,0.1106
C9,0.1636,0.0531,0.11049999999999999
STAMBPL1,0.4622,0.3517,0.11049999999999999
S100A10,0.714,0.6036,0.11039999999999994
CLIC6,0.8119,0.7015,0.11039999999999994
FBXO9,0.2077,0.0975,0.11019999999999999
HDLBP,0.3571,0.247,0.11009999999999998
IFI16,0.8473,0.7373,0.1100000000000001
ANXA2,0.82,0.71,0.10999999999999999
CBX5,0.6843,0.5743,0.10999999999999999
DIDO1,0.415,0.305,0.10999999999999999
WNT7A,0.7313,0.6214,0.1099
PELI1,0.3526,0.2428,0.10980000000000004
TULP3,0.404,0.2942,0.10980000000000001
SUPV3L1,0.3475,0.2377,0.10979999999999998
VPS33B,0.142,0.0323,0.10969999999999999
CAD,0.8109,0.7012,0.10969999999999991
POLR2E,-0.0392,-0.1488,0.10959999999999999
RFLNB,0.4512,0.3418,0.1094
ZMIZ1,0.4252,0.3158,0.1094
HDHD2,0.0818,-0.0276,0.1094
SCRIB,0.7146,0.6053,0.10930000000000006
SLC44A4,0.7857,0.6764,0.10929999999999995
PRXL2B,0.5054,0.3961,0.10929999999999995
AQP5,0.8944,0.7851,0.10929999999999995
RPRD2,0.7819,0.6727,0.10920000000000007
ZFP64,0.3693,0.2601,0.10920000000000002
RPL22,0.0703,-0.0389,0.10919999999999999
SUPT3H,0.3376,0.2285,0.1091
MTSS2,0.4884,0.3793,0.10909999999999997
RAI1,0.5692,0.4603,0.10890000000000005
MEGF6,0.6998,0.5909,0.1089
C1QB,0.4045,0.2957,0.10880000000000001
VAT1,0.6236,0.5149,0.10870000000000002
PSD4,0.3218,0.2131,0.10869999999999996
GNG7,0.6959,0.5872,0.10869999999999991
MYSM1,0.1312,0.0227,0.10850000000000001
PPID,0.5127,0.4043,0.10840000000000005
MMP15,0.5805,0.4721,0.1084
BCS1L,0.2824,0.174,0.1084
FOXO3,0.533,0.4247,0.10830000000000001
CDV3,0.5878,0.4795,0.10830000000000001
RHBDD2,0.6311,0.5228,0.10829999999999995
EFHD1,0.876,0.7677,0.10829999999999995
ACTA1,-0.0084,-0.1166,0.10819999999999999
FTO,0.5868,0.4786,0.10819999999999996
ANTXR2,0.632,0.5239,0.10809999999999997
HEXD,0.1298,0.0218,0.108
TRIM68,0.6595,0.5515,0.10799999999999998
SPEN,0.3783,0.2704,0.10790000000000005
METTL21A,0.1814,0.0735,0.10790000000000001
TNFRSF11B,0.0041,-0.1038,0.10790000000000001
TRIM3,0.731,0.6231,0.1079
EIF2D,0.5944,0.4866,0.10780000000000006
TAB2,0.317,0.2092,0.1078
IGBP1,0.2787,0.1709,0.1078
FAM193A,0.4176,0.3098,0.1078
APEX1,0.1702,0.0624,0.10779999999999999
ABHD4,0.3303,0.2225,0.10779999999999998
ATG13,0.4579,0.3501,0.10779999999999995
CARM1,0.6771,0.5694,0.10770000000000002
MED13L,0.5095,0.4018,0.10769999999999996
PPP2R1B,0.5887,0.4811,0.10759999999999997
KCTD6,0.3798,0.2723,0.10750000000000004
EIF2B2,0.3173,0.2099,0.10740000000000002
ATG2B,0.4908,0.3834,0.1074
AP1G2,0.555,0.4478,0.10720000000000007
PITRM1,0.7184,0.6112,0.10720000000000007
VPS13B,0.1561,0.049,0.10709999999999999
RPS6KA4,0.2658,0.1587,0.10709999999999997
KBTBD7,0.3839,0.2769,0.10700000000000004
MINPP1,0.5106,0.4036,0.10700000000000004
GDAP2,0.3367,0.2297,0.10700000000000001
OXSM,0.4593,0.3524,0.1069
ARHGAP4,0.8451,0.7383,0.1068
ENKD1,0.4832,0.3764,0.1068
HMGB1,0.2395,0.1327,0.10679999999999998
AKR1A1,0.1341,0.0274,0.10669999999999999
DHX38,0.4656,0.359,0.10660000000000003
SENP7,0.2926,0.186,0.10660000000000003
EMP3,0.4157,0.3091,0.10660000000000003
COL7A1,0.5637,0.4572,0.10649999999999998
GSDMD,0.573,0.4665,0.10649999999999993
BICD1,0.6637,0.5572,0.10649999999999993
RBM15,0.3369,0.2306,0.10629999999999998
GPR108,0.2054,0.0992,0.1062
TSNAX,0.2498,0.1436,0.10619999999999999
RAB11FIP5,0.6799,0.5737,0.10619999999999996
OXCT1,0.729,0.6228,0.10619999999999996
ACADVL,0.4363,0.3302,0.10610000000000003
TRAPPC3,0.0918,-0.0142,0.10600000000000001
KLHL13,0.8215,0.7155,0.10599999999999998
TPD52L1,0.7979,0.692,0.1059000000000001
ZNF638,0.3717,0.2658,0.1059
ECHS1,0.5288,0.423,0.10580000000000006
KYAT3,0.4239,0.3181,0.1058
FGR,0.6821,0.5763,0.1058
CEACAM7,0.7986,0.6928,0.1058
RAPGEF2,0.1692,0.0634,0.10579999999999999
COMMD6,-0.0326,-0.1382,0.1056
GARS1,0.6189,0.5135,0.10540000000000005
DEPTOR,0.8735,0.7682,0.10530000000000006
SFMBT1,0.2584,0.1531,0.1053
WRN,0.6008,0.4955,0.1053
OLA1,0.5861,0.4808,0.10529999999999995
WDR70,0.4384,0.3332,0.10520000000000002
HOMEZ,0.2917,0.1866,0.10510000000000003
SLC25A12,0.3114,0.2063,0.1051
CYTH1,0.2815,0.1765,0.10499999999999998
AIFM1,0.6143,0.5093,0.10499999999999998
PARP4,0.526,0.4211,0.10490000000000005
ZNF706,0.4712,0.3663,0.1049
TMEM19,0.4773,0.3724,0.1049
NEK4,0.1756,0.0708,0.1048
CKS2,0.4291,0.3243,0.1048
CTNNA1,0.302,0.1972,0.1048
IGLV3-16,-0.0808,-0.1856,0.10479999999999999
FAAP100,0.2163,0.1115,0.10479999999999999
IGLL5,0.443,0.3384,0.10460000000000003
DNAJA1,0.5983,0.4937,0.10460000000000003
KIAA1211L,0.8376,0.733,0.10460000000000003
BBS1,0.343,0.2384,0.10460000000000003
NKRF,0.7065,0.6019,0.10460000000000003
RNF41,0.3206,0.216,0.1046
CFHR1,0.1271,0.0225,0.1046
SSH1,0.1727,0.0681,0.1046
PARVA,0.5576,0.453,0.10459999999999997
S100A1,0.8442,0.7396,0.10459999999999992
AMOTL1,0.4969,0.3925,0.10439999999999999
ERO1B,0.6888,0.5844,0.10439999999999994
CDR2,0.6202,0.5158,0.10439999999999994
HS6ST1,0.5967,0.4924,0.1043
MTERF1,0.1185,0.0143,0.10419999999999999
BIN1,0.613,0.5088,0.10419999999999996
ARHGEF10,0.75,0.6458,0.10419999999999996
GTF2H3,-0.074,-0.1781,0.10410000000000001
RAP1GDS1,0.481,0.3769,0.10409999999999997
GCNT3,0.8738,0.7697,0.10409999999999997
RPP25,0.596,0.4919,0.10409999999999997
DENND3,0.7053,0.6014,0.10389999999999999
FGD1,0.3359,0.232,0.10389999999999996
ZNF653,0.1826,0.0788,0.10380000000000002
ANKRD11,0.154,0.0503,0.1037
SFSWAP,0.473,0.3693,0.10369999999999996
SF1,0.6058,0.5022,0.10360000000000003
METTL26,0.3192,0.2156,0.10359999999999997
SMTN,0.6234,0.5198,0.10359999999999991
LPIN3,0.5744,0.4709,0.10350000000000004
TWF2,0.473,0.3696,0.10339999999999999
EHD3,0.3834,0.28,0.10339999999999999
ARFGAP1,0.3844,0.281,0.10339999999999999
NDP,0.765,0.6617,0.10330000000000006
SMAD5,0.3512,0.2479,0.1033
GDA,0.8773,0.774,0.10329999999999995
AGT,0.0714,-0.0318,0.10320000000000001
ITIH4,-0.073,-0.1762,0.1032
IGKV1D-13,0.1159,0.0127,0.1032
OGFOD3,0.3495,0.2463,0.10319999999999999
GOLPH3L,0.7936,0.6904,0.10319999999999996
FAM91A1,0.5255,0.4223,0.10319999999999996
GRHPR,0.2188,0.1159,0.10289999999999999
GGCT,0.5152,0.4123,0.10289999999999999
DNAJC24,0.051,-0.0519,0.10289999999999999
NUP43,0.2114,0.1086,0.1028
WWP2,0.6913,0.5886,0.10270000000000001
CPSF1,0.2682,0.1655,0.10269999999999999
RPS6KA3,0.7275,0.6249,0.10260000000000002
ISG20,0.7762,0.6737,0.10250000000000004
CENPV,0.6899,0.5874,0.10249999999999992
CHAMP1,0.4917,0.3893,0.10240000000000005
ZFYVE26,0.3472,0.2448,0.10240000000000002
FAM3B,0.574,0.4716,0.10239999999999994
PLCH1,0.7667,0.6644,0.10230000000000006
UBOX5,0.4551,0.3528,0.1023
LYPLA1,0.4755,0.3732,0.1023
TUBA1C,0.2478,0.1455,0.1023
MAN2B1,0.4009,0.2986,0.1023
MKRN2,0.3128,0.2108,0.10200000000000004
SPR,0.6646,0.5626,0.10199999999999998
POLE2,0.4072,0.3053,0.10189999999999999
MKLN1,0.2163,0.1144,0.10189999999999999
GOLPH3,0.6183,0.5165,0.1018
NAXE,0.3065,0.2047,0.1018
CYC1,0.2983,0.1965,0.1018
IRF9,0.7493,0.6476,0.10170000000000001
SH3BP1,0.3644,0.2628,0.10160000000000002
HLA-DRB5,0.6297,0.5281,0.10160000000000002
KIAA0100,0.2821,0.1805,0.10160000000000002
GON4L,0.3019,0.2004,0.1015
BCL10,0.2209,0.1195,0.10140000000000002
PSMC3,0.2585,0.1571,0.10140000000000002
ZNF121,0.4538,0.3524,0.10139999999999999
BOD1L1,0.4107,0.3093,0.10139999999999999
MZT1,-0.1119,-0.2132,0.1013
CDKN2AIPNL,0.2161,0.1148,0.10129999999999999
PHF11,0.5415,0.4403,0.10119999999999996
MMP25,0.2176,0.1165,0.10109999999999998
TNRC18,0.2777,0.1767,0.101
POLR2I,0.026,-0.075,0.10099999999999999
EPC1,0.4222,0.3213,0.10090000000000005
ZNF777,0.0613,-0.0396,0.1009
ZNF292,0.3836,0.2827,0.10089999999999999
DDO,0.5046,0.4038,0.10080000000000006
TNS3,0.655,0.5542,0.1008
RBP5,0.6248,0.524,0.1008
ACAD9,0.3701,0.2694,0.10070000000000001
THSD7A,0.6717,0.5711,0.10059999999999991
PPOX,0.6083,0.5077,0.10059999999999991
PAWR,0.3224,0.2219,0.10050000000000003
FAT2,0.2639,0.1636,0.10030000000000003
TBCK,-0.0775,-0.1778,0.10030000000000001
SNX33,0.2699,0.1698,0.10009999999999997
NUDT9,0.565,0.465,0.09999999999999992
PAIP2,0.2666,0.1667,0.09990000000000002
HLCS,0.7314,0.6316,0.0998
HLA-DRB1,0.5376,0.4379,0.09969999999999996
CPNE1,0.5594,0.4598,0.09960000000000002
NAPEPLD,0.6742,0.5747,0.09950000000000003
PRRC2A,0.5216,0.4221,0.09949999999999998
ACP3,0.816,0.7165,0.09949999999999992
PIBF1,0.4544,0.355,0.09940000000000004
UBQLN4,0.699,0.5996,0.09939999999999993
PKP2,0.8058,0.7065,0.09929999999999994
KLF6,0.0989,0.0,0.0989
GNLY,0.3474,0.2485,0.09889999999999999
KIAA1109,0.2312,0.1324,0.0988
UFM1,0.3349,0.2361,0.09879999999999997
IL19,0.7605,0.6618,0.0986999999999999
SOCS2,0.6135,0.515,0.09850000000000003
VPS28,0.1453,0.0468,0.0985
