gene,tumor_r,normal_r,delta_r
ZCCHC24,0.8974,0.9065,-0.009099999999999997
APOC4,0.0201,0.0292,-0.0091
SLC39A14,0.5148,0.524,-0.009199999999999986
PAPOLA,0.7005,0.7097,-0.009199999999999986
USP14,0.6258,0.6351,-0.009299999999999975
BANF1,-0.0131,-0.0038,-0.009300000000000001
C1RL,0.3036,0.3129,-0.00930000000000003
ANKRD27,0.4877,0.4971,-0.009399999999999964
FAT1,0.787,0.7964,-0.009399999999999964
ITGA2B,0.2298,0.2392,-0.009399999999999992
NCF2,0.8742,0.8836,-0.009400000000000075
AIF1,0.8642,0.8736,-0.009400000000000075
IFI44,0.5903,0.5998,-0.009499999999999953
RBM47,0.8304,0.8399,-0.009499999999999953
UNC5B,0.4552,0.4647,-0.009500000000000008
WT1,0.6261,0.6356,-0.009500000000000064
BASP1,0.8436,0.8532,-0.009599999999999942
KRT14,0.4606,0.4702,-0.009599999999999997
CDK14,0.6271,0.6367,-0.009600000000000053
DTX3,0.5347,0.5443,-0.009600000000000053
SNTA1,0.408,0.4176,-0.009600000000000053
NRP2,0.8043,0.814,-0.009699999999999931
GRAP2,0.8395,0.8492,-0.009699999999999931
P3H3,0.7791,0.7888,-0.009699999999999931
PATL1,0.6171,0.6268,-0.009700000000000042
CTSF,0.8632,0.8729,-0.009700000000000042
CD38,0.8215,0.8312,-0.009700000000000042
P4HA1,0.5775,0.5872,-0.009700000000000042
CTNNA2,0.8982,0.9079,-0.009700000000000042
CMBL,0.7054,0.7152,-0.00979999999999992
MMP11,0.7818,0.7916,-0.00979999999999992
PPP1CB,0.1767,0.1865,-0.009800000000000003
CPSF2,0.1994,0.2092,-0.009800000000000003
HIVEP3,0.241,0.2508,-0.009800000000000031
ZEB2,0.8175,0.8273,-0.009800000000000031
AUTS2,0.4479,0.4578,-0.009899999999999964
GNA11,0.2418,0.2517,-0.009899999999999992
MPHOSPH8,0.2739,0.2838,-0.00990000000000002
ADARB1,0.5807,0.5907,-0.010000000000000009
FAM110B,0.635,0.645,-0.010000000000000009
FECH,0.3414,0.3515,-0.010099999999999998
PTPN13,0.8343,0.8444,-0.010099999999999998
TNC,0.7062,0.7163,-0.010099999999999998
RPS6KA5,0.8536,0.8638,-0.010199999999999987
TYMS,0.8295,0.8398,-0.010299999999999976
DPP9,0.273,0.2833,-0.010299999999999976
FCGBP,0.7244,0.7347,-0.010299999999999976
TACC1,0.9007,0.911,-0.010300000000000087
GP1BA,0.1294,0.1398,-0.01040000000000002
LGALSL,0.7234,0.7339,-0.010499999999999954
H1-4,-0.0699,-0.0594,-0.010500000000000002
MTG1,0.4785,0.489,-0.01050000000000001
TMEM41B,0.5037,0.5144,-0.010699999999999932
SEMA4C,0.5139,0.5246,-0.010699999999999932
GABARAPL2,0.2161,0.2268,-0.010700000000000015
MBD4,0.573,0.5837,-0.010700000000000043
SYNPO2,0.8309,0.8416,-0.010700000000000043
SIX5,0.1568,0.1676,-0.010800000000000004
PTPN11,0.208,0.2188,-0.010800000000000004
NES,0.8481,0.859,-0.01090000000000002
ATAD3B,0.6424,0.6533,-0.01090000000000002
PSMA5,0.2548,0.2658,-0.010999999999999954
HNF1A,0.5569,0.5679,-0.01100000000000001
ADGRF5,0.7339,0.7449,-0.01100000000000001
UPP1,0.7827,0.7937,-0.01100000000000001
DPP3,0.5948,0.6058,-0.01100000000000001
HTRA3,0.6503,0.6614,-0.011099999999999999
ZBTB44,0.2733,0.2844,-0.011099999999999999
MRC1,0.7223,0.7335,-0.011199999999999988
ARL6IP6,0.3478,0.359,-0.011199999999999988
FRZB,0.7018,0.713,-0.011199999999999988
SCRN1,0.6706,0.6818,-0.011199999999999988
LCOR,0.5675,0.5787,-0.011199999999999988
KANK2,0.7962,0.8074,-0.011199999999999988
NDUFB7,-0.0085,0.0027,-0.011200000000000002
MCL1,0.2181,0.2293,-0.011200000000000015
CCN1,0.5264,0.5377,-0.011299999999999977
FKBP10,0.9149,0.9262,-0.011299999999999977
NUDT12,0.7561,0.7674,-0.011299999999999977
DDX52,0.4618,0.4731,-0.011300000000000032
PITPNC1,0.8202,0.8316,-0.011399999999999966
PSMB10,0.6596,0.671,-0.011400000000000077
DNM1,0.7359,0.7474,-0.011499999999999955
NCAPD2,0.8544,0.8659,-0.011499999999999955
KRT17,0.827,0.8385,-0.011500000000000066
PUM1,0.6173,0.6289,-0.011600000000000055
GAPDH,0.1071,0.1188,-0.011700000000000002
SH2D4A,0.9073,0.919,-0.011700000000000044
SULF1,0.8107,0.8226,-0.011900000000000022
CASZ1,0.7811,0.793,-0.011900000000000022
NR2F6,0.638,0.6499,-0.011900000000000022
TCF25,0.6366,0.6486,-0.0119999999999999
TMEM222,0.339,0.351,-0.011999999999999955
ANKRD54,0.162,0.174,-0.011999999999999983
PRIMPOL,0.097,0.109,-0.011999999999999997
UCK2,0.8255,0.8375,-0.01200000000000001
ENKUR,0.7698,0.7818,-0.01200000000000001
CNOT7,0.3544,0.3664,-0.01200000000000001
CHST6,0.8581,0.8701,-0.01200000000000001
DPYSL2,0.8203,0.8324,-0.0121
NRP1,0.7859,0.798,-0.0121
CA9,0.641,0.6531,-0.0121
AACS,0.8357,0.8478,-0.0121
LRRFIP1,0.6601,0.6722,-0.0121
DOCK10,0.8312,0.8434,-0.012199999999999989
NAALADL2,0.6327,0.645,-0.012299999999999978
SEPTIN1,0.8397,0.852,-0.012299999999999978
DLX5,0.8871,0.8994,-0.012299999999999978
RBBP4,0.3248,0.3372,-0.012400000000000022
RCC2,0.6701,0.6826,-0.012499999999999956
ZYX,0.5767,0.5892,-0.012499999999999956
ZBBX,-0.1168,-0.1043,-0.012499999999999997
SAP30L,0.2968,0.3093,-0.012500000000000011
MELTF,0.3793,0.3919,-0.0126
NME6,-0.0273,-0.0147,-0.012600000000000002
TWF1,0.5954,0.6081,-0.012699999999999934
IGLV1-47,0.3715,0.3842,-0.012699999999999989
PIGX,0.2371,0.2498,-0.012699999999999989
ID4,0.1669,0.1796,-0.012700000000000017
HGSNAT,0.1591,0.1718,-0.012700000000000017
LCP2,0.8467,0.8594,-0.012700000000000045
IFT81,0.6703,0.683,-0.012700000000000045
PRKCE,0.5774,0.5902,-0.012799999999999923
CENPC,0.25,0.2628,-0.012799999999999978
RTN4RL2,0.4014,0.4142,-0.012800000000000034
LEF1,0.9126,0.9254,-0.012800000000000034
CTSV,0.8278,0.8407,-0.012900000000000023
UCHL1,0.7739,0.7869,-0.013000000000000012
SMAP2,0.5598,0.5728,-0.013000000000000012
CUEDC1,0.7444,0.7574,-0.013000000000000012
SEZ6L2,0.6164,0.6294,-0.013000000000000012
NOC3L,0.4511,0.4642,-0.0131
MYZAP,0.6494,0.6625,-0.0131
PSPC1,0.4988,0.512,-0.01319999999999999
IGHG3,0.3278,0.341,-0.013200000000000045
ARMC9,0.7437,0.757,-0.013299999999999979
MAPK10,0.6373,0.6506,-0.013299999999999979
CWH43,0.8349,0.8482,-0.013299999999999979
SCPEP1,0.7298,0.7431,-0.013299999999999979
LDAH,0.8781,0.8914,-0.013299999999999979
JAK2,0.4221,0.4354,-0.013300000000000034
GBP7,0.3751,0.3884,-0.013300000000000034
PC,0.8134,0.8268,-0.013399999999999967
CADM1,0.7052,0.7187,-0.013499999999999956
ARMCX3,0.5643,0.5778,-0.013499999999999956
CHTF18,0.8294,0.8429,-0.013499999999999956
GSTM3,0.8873,0.9008,-0.013500000000000068
ZSCAN30,-0.1651,-0.1515,-0.013600000000000001
MGAT5,0.604,0.6176,-0.013600000000000056
SNAPC1,0.2506,0.2643,-0.01369999999999999
WHRN,0.0318,0.0455,-0.013699999999999997
C2orf49,0.2012,0.215,-0.013800000000000007
CYBRD1,0.5589,0.5727,-0.013800000000000034
FSTL1,0.5767,0.5905,-0.013800000000000034
WASF3,0.4149,0.4287,-0.013800000000000034
TBL1XR1,0.3632,0.3771,-0.013899999999999968
NEO1,0.4883,0.5023,-0.013999999999999957
HINT3,0.5751,0.5891,-0.014000000000000012
ADAM9,0.5712,0.5852,-0.014000000000000012
IGHV4-34,0.485,0.4991,-0.014100000000000001
ARHGEF18,-0.1338,-0.1197,-0.014100000000000001
TAX1BP3,0.296,0.3101,-0.014100000000000001
AHNAK2,0.8265,0.8407,-0.01419999999999999
IRAK3,0.6859,0.7001,-0.01419999999999999
CD34,0.7357,0.7499,-0.01419999999999999
GRSF1,0.4944,0.5086,-0.014200000000000046
AIG1,0.4248,0.4391,-0.01429999999999998
MORC2,0.5918,0.6061,-0.01429999999999998
MRPL52,0.34,0.3543,-0.01429999999999998
CYB5R4,0.5886,0.6029,-0.01429999999999998
ACAD11,0.2584,0.2728,-0.014399999999999968
HSPA12B,0.7446,0.759,-0.014399999999999968
ARG1,0.0081,0.0225,-0.0144
KTI12,-0.034,-0.0196,-0.014400000000000003
ACTRT1,0.2621,0.2765,-0.014400000000000024
HLA-DQB1,0.7711,0.7857,-0.014599999999999946
COPS7B,0.3474,0.362,-0.014600000000000002
RAD51AP1,0.4354,0.45,-0.014600000000000002
CYP2J2,0.7532,0.7678,-0.014600000000000057
LRPAP1,0.4313,0.446,-0.01469999999999999
STARD3,0.4481,0.4628,-0.01469999999999999
GABARAP,0.2751,0.2899,-0.01479999999999998
DDX21,0.6485,0.6633,-0.014800000000000035
ITGAL,0.7227,0.7375,-0.014800000000000035
NHS,0.6639,0.6788,-0.014899999999999913
TMEM119,0.6558,0.6707,-0.014899999999999913
PMF1,-0.0975,-0.0826,-0.014899999999999997
WDFY1,0.232,0.2469,-0.014899999999999997
TTC21B,0.4143,0.4292,-0.014900000000000024
SPTBN2,0.8578,0.8727,-0.014900000000000024
R3HDM1,0.4274,0.4423,-0.014900000000000024
ITGA5,0.6686,0.6836,-0.015000000000000013
UBE4B,0.3969,0.4119,-0.015000000000000013
BCAM,0.8278,0.8429,-0.015100000000000002
HLA-E,0.5838,0.5989,-0.015100000000000002
TFPI2,0.647,0.6622,-0.015199999999999991
COA5,0.1714,0.1866,-0.015199999999999991
NRBF2,0.5157,0.5309,-0.015199999999999991
DPH2,0.5909,0.6061,-0.015199999999999991
CCNL1,0.2831,0.2983,-0.015199999999999991
LIMCH1,0.8245,0.8397,-0.015199999999999991
HOXD9,0.5832,0.5985,-0.01529999999999998
SNRNP27,0.4105,0.4258,-0.015300000000000036
GGT7,0.7007,0.7161,-0.01539999999999997
COG7,0.4651,0.4806,-0.015500000000000014
PKLR,0.0448,0.0604,-0.015600000000000003
CYFIP1,0.1417,0.1573,-0.015600000000000003
HSPA2,0.8487,0.8644,-0.015699999999999936
RFX7,0.3288,0.3445,-0.015699999999999992
SAYSD1,0.1408,0.1565,-0.015699999999999992
HNRNPF,0.5166,0.5323,-0.015700000000000047
MAOA,0.7212,0.7369,-0.015700000000000047
FRYL,0.5143,0.53,-0.015700000000000047
S100A6,0.687,0.7028,-0.015799999999999925
RNF146,0.3954,0.4112,-0.015800000000000036
ALDH1L1,0.8618,0.8776,-0.015800000000000036
PDIA2,0.7778,0.7937,-0.015899999999999914
TMEM154,0.8386,0.8545,-0.015900000000000025
TMEM126B,0.1741,0.1901,-0.015999999999999986
GJA1,0.7411,0.7571,-0.016000000000000014
IDO1,0.8585,0.8745,-0.016000000000000014
MEX3C,0.2711,0.2871,-0.016000000000000014
ZNF592,0.498,0.5141,-0.016100000000000003
MMP7,0.8443,0.8604,-0.016100000000000003
GOPC,0.3461,0.3623,-0.016199999999999992
TXLNB,0.7288,0.745,-0.016199999999999992
DNLZ,0.2669,0.2831,-0.016199999999999992
GORASP2,0.2544,0.2706,-0.016199999999999992
SETX,0.2598,0.2761,-0.016300000000000037
AGPAT4,0.6184,0.6347,-0.016300000000000092
COMT,0.5625,0.5789,-0.01639999999999997
RUFY1,0.3826,0.399,-0.016400000000000026
TM9SF2,0.292,0.3084,-0.016400000000000026
HIKESHI,0.1831,0.1996,-0.016499999999999987
PCGF5,0.4842,0.5007,-0.016500000000000015
SHCBP1,0.4431,0.4596,-0.016500000000000015
CCDC91,0.3256,0.3421,-0.016500000000000015
FILIP1L,0.8744,0.8909,-0.01650000000000007
MNDA,0.7052,0.7218,-0.016599999999999948
S100P,0.7621,0.7787,-0.016599999999999948
TSGA10,0.76,0.7766,-0.016599999999999948
AZU1,0.0328,0.0494,-0.016599999999999997
CFD,0.3579,0.3745,-0.016600000000000004
FASTKD1,0.351,0.3676,-0.016600000000000004
OGN,0.6681,0.6848,-0.016699999999999937
POLR1B,0.5007,0.5175,-0.016799999999999926
IFITM3,0.5684,0.5852,-0.016800000000000037
FGFR1OP2,0.0837,0.1006,-0.0169
KDM6A,0.2902,0.3072,-0.01699999999999996
PEG10,0.8913,0.9083,-0.017000000000000015
NEDD4L,0.8263,0.8433,-0.017000000000000015
NOS3,0.739,0.756,-0.017000000000000015
BAIAP2L2,0.7313,0.7483,-0.017000000000000015
ZKSCAN8,0.3114,0.3285,-0.017100000000000004
USP24,0.6433,0.6605,-0.017199999999999993
CEACAM1,0.7639,0.7813,-0.01739999999999997
RBPMS2,0.5947,0.6121,-0.01739999999999997
PHYH,0.8532,0.8706,-0.017400000000000082
DAPP1,0.7738,0.7913,-0.01749999999999996
RPGRIP1L,0.5485,0.566,-0.01749999999999996
PARM1,0.5494,0.5669,-0.01749999999999996
PTPN6,0.7845,0.802,-0.01750000000000007
THY1,0.696,0.7135,-0.01750000000000007
SLPI,0.7535,0.771,-0.01750000000000007
GLYATL2,0.9398,0.9573,-0.01750000000000007
ARL6IP4,-0.0323,-0.0147,-0.017600000000000005
MON1B,0.294,0.3116,-0.017600000000000005
UMAD1,0.3235,0.3411,-0.017600000000000005
KIFBP,0.5977,0.6154,-0.017699999999999938
ATP5MG,0.0467,0.0644,-0.0177
IGHV3OR16-9,0.0823,0.1,-0.017700000000000007
TACSTD2,0.8078,0.8255,-0.01770000000000005
NLN,0.7138,0.7316,-0.017800000000000038
TRIM28,0.4383,0.4562,-0.01789999999999997
ERP29,0.4138,0.4317,-0.01789999999999997
FANCD2,0.8516,0.8695,-0.017900000000000027
TOP2A,0.8468,0.8647,-0.017900000000000027
DOK2,0.7045,0.7224,-0.017900000000000027
TOP3A,0.4833,0.5013,-0.01799999999999996
OLFML2A,0.6182,0.6362,-0.018000000000000016
PARP9,0.8056,0.8237,-0.018100000000000005
CDK7,0.3649,0.383,-0.018100000000000005
ETNK2,0.3273,0.3455,-0.018199999999999994
DOCK7,0.2019,0.2201,-0.018199999999999994
PDLIM3,0.8246,0.8429,-0.018299999999999983
HMOX1,0.736,0.7543,-0.018299999999999983
CHUK,0.4067,0.425,-0.018299999999999983
ZBTB11,0.2465,0.2648,-0.018299999999999983
MRPL12,0.2333,0.2516,-0.018299999999999983
TLR2,0.6152,0.6336,-0.018400000000000083
MYO5B,0.842,0.8604,-0.018400000000000083
CD55,0.7451,0.7636,-0.01849999999999996
WDR24,-0.1353,-0.1168,-0.018500000000000003
AGPAT1,0.2772,0.2957,-0.018500000000000016
MYO1D,0.672,0.6907,-0.01869999999999994
BCL11B,-0.054,-0.0353,-0.0187
ACTR3B,0.5874,0.6062,-0.018799999999999928
SSX2IP,0.4181,0.4369,-0.018799999999999983
PPP2R5E,0.26,0.2788,-0.018799999999999983
ANPEP,0.8318,0.8506,-0.01880000000000004
GCA,0.2837,0.3026,-0.018899999999999972
TXNRD3,0.4363,0.4552,-0.018899999999999972
RAD17,0.1796,0.1985,-0.0189
SRPX,0.5669,0.5858,-0.018900000000000028
DLG3,0.6936,0.7126,-0.019000000000000017
KPNA1,0.5037,0.5227,-0.019000000000000017
IL33,0.7831,0.8021,-0.019000000000000017
TFB2M,0.5531,0.5722,-0.019100000000000006
TBC1D9,0.4238,0.4429,-0.019100000000000006
OTUD6B,0.3505,0.3696,-0.019100000000000006
LAMA1,0.8545,0.8736,-0.019100000000000006
ARHGAP23,0.5186,0.5378,-0.019199999999999995
PYGL,0.508,0.5272,-0.019199999999999995
DMBT1,0.6608,0.6801,-0.019299999999999984
NCALD,0.8474,0.8668,-0.019399999999999973
ZNF688,0.2674,0.2868,-0.019399999999999973
GDPD3,0.4734,0.4928,-0.01940000000000003
PREX1,0.8779,0.8974,-0.019499999999999962
HIBCH,0.6356,0.6551,-0.019499999999999962
ABL2,0.2405,0.26,-0.019500000000000017
TMEM51,0.4269,0.4465,-0.019600000000000006
GRAMD1B,0.6097,0.6294,-0.01969999999999994
FCGR1A,0.6809,0.7006,-0.01970000000000005
ZNF148,0.3624,0.3822,-0.019799999999999984
GCNT1,0.8487,0.8685,-0.01980000000000004
GPSM1,0.5366,0.5565,-0.01990000000000003
ZNF646,0.0307,0.0507,-0.02
KRT6A,0.7303,0.7503,-0.020000000000000018
IGLV1-51,0.3135,0.3335,-0.020000000000000018
RAB12,0.6465,0.6665,-0.020000000000000018
RASSF8,0.5818,0.6018,-0.020000000000000018
XPO5,0.7391,0.7591,-0.020000000000000018
PROSER1,0.5352,0.5553,-0.020100000000000007
NUDT16,0.3326,0.3527,-0.020100000000000007
RPS9,0.2633,0.2835,-0.020199999999999996
SKAP1,0.2857,0.3059,-0.020199999999999996
CDCP1,0.7091,0.7293,-0.020199999999999996
NSRP1,0.2935,0.3137,-0.020199999999999996
PRKAR2B,0.7687,0.789,-0.020299999999999985
SIKE1,0.1299,0.1502,-0.020300000000000012
AHCYL1,0.4855,0.5058,-0.02030000000000004
CPSF7,0.4639,0.4842,-0.02030000000000004
SERGEF,0.6554,0.6758,-0.020399999999999974
BICDL2,0.5845,0.6049,-0.020399999999999974
PYCR1,0.802,0.8225,-0.020499999999999963
POLD1,0.7533,0.7738,-0.020500000000000074
SYNJ1,0.3568,0.3774,-0.020600000000000007
DDX11,0.3005,0.3211,-0.020600000000000007
NUP35,0.3523,0.3729,-0.020600000000000007
TPP2,0.5195,0.5401,-0.020600000000000063
MAP2K3,0.6309,0.6516,-0.02069999999999994
GRK5,0.4365,0.4572,-0.020699999999999996
TBC1D4,0.8662,0.8869,-0.02070000000000005
SHROOM2,0.7234,0.7442,-0.02079999999999993
MTA1,0.3739,0.3947,-0.020799999999999985
SYTL4,0.8569,0.8777,-0.02080000000000004
JARID2,0.328,0.3489,-0.020899999999999974
VDAC3,0.2868,0.3077,-0.020899999999999974
FKBP4,0.702,0.7229,-0.02090000000000003
COLGALT1,0.7316,0.7526,-0.02100000000000002
CFAP36,0.7148,0.7358,-0.02100000000000002
SFXN5,0.5344,0.5555,-0.021100000000000008
RPS6KB2,0.3935,0.4146,-0.021100000000000008
IL1R1,0.7826,0.8037,-0.021100000000000008
MRVI1,0.8256,0.8468,-0.021199999999999997
SEMA3E,0.6942,0.7154,-0.021199999999999997
CSTF2T,0.2642,0.2855,-0.021299999999999986
HSPB11,0.2969,0.3182,-0.021299999999999986
ANK2,0.7223,0.7437,-0.021399999999999975
FADS3,0.508,0.5294,-0.021399999999999975
NRCAM,0.8635,0.8852,-0.02169999999999994
CWC22,0.275,0.2967,-0.021699999999999997
FBF1,0.0738,0.0956,-0.0218
UBLCP1,0.2006,0.2225,-0.021900000000000003
MINDY4,0.7218,0.7437,-0.02190000000000003
G6PD,0.5277,0.5496,-0.02190000000000003
THRA,0.5297,0.5516,-0.02190000000000003
NDUFA5,0.0143,0.0363,-0.022
FAM171A1,0.4938,0.5158,-0.02200000000000002
BAIAP2L1,0.8862,0.9083,-0.02210000000000001
PPM1G,0.6757,0.6978,-0.02210000000000001
C18orf25,0.317,0.3392,-0.022199999999999998
SMPDL3B,0.6014,0.6236,-0.022199999999999998
KDM2B,0.2054,0.2276,-0.022199999999999998
SIDT2,0.0751,0.0973,-0.022199999999999998
MAP3K11,0.4023,0.4246,-0.022299999999999986
ACTR2,0.0356,0.0579,-0.0223
FUNDC1,0.1231,0.1454,-0.0223
SVIL,0.7975,0.8199,-0.022399999999999975
CCT8,0.3732,0.3956,-0.02240000000000003
CAB39L,0.6868,0.7092,-0.022400000000000087
VIL1,0.8022,0.8247,-0.022499999999999964
RABGAP1,0.633,0.6555,-0.022499999999999964
STAM2,0.3208,0.3433,-0.02250000000000002
CEP44,0.2677,0.2902,-0.02250000000000002
GGA2,0.6465,0.669,-0.022500000000000075
VPS4A,0.4212,0.4438,-0.022599999999999953
SULT1C2,0.8165,0.8391,-0.022599999999999953
CCDC7,0.1243,0.1469,-0.02260000000000001
PHKA2,0.2323,0.255,-0.022699999999999998
VWA1,0.2056,0.2283,-0.022699999999999998
STON1,0.9027,0.9254,-0.022700000000000053
ABCA7,0.1888,0.2116,-0.022800000000000015
ATF2,0.2976,0.3204,-0.022800000000000042
NDRG2,0.5718,0.5947,-0.02290000000000003
GART,0.6489,0.6719,-0.02300000000000002
TBCD,0.2934,0.3164,-0.02300000000000002
XPNPEP3,0.6254,0.6484,-0.02300000000000002
MEPCE,0.5286,0.5516,-0.02300000000000002
KDM5B,0.737,0.76,-0.02300000000000002
COMP,0.7479,0.7709,-0.02300000000000002
ELAVL1,0.2968,0.3199,-0.02310000000000001
FERMT1,0.9007,0.9238,-0.02310000000000001
APTX,0.4639,0.487,-0.02310000000000001
BDH2,0.6216,0.6448,-0.0232
ANKRD22,0.761,0.7842,-0.0232
CCN5,0.2715,0.2947,-0.0232
ST7,0.084,0.1072,-0.0232
OSBPL6,0.7317,0.7549,-0.0232
TPR,0.3329,0.3561,-0.023200000000000054
DNAJC9,0.6672,0.6905,-0.023299999999999987
CBLL1,0.1726,0.1959,-0.023299999999999987
ZNF391,0.4796,0.5029,-0.023299999999999987
CLC,0.4798,0.5031,-0.023299999999999987
CLK3,0.2885,0.3118,-0.023300000000000043
RFK,0.7406,0.764,-0.023399999999999976
ZMYND11,0.4045,0.4279,-0.023399999999999976
GYPC,0.2173,0.2407,-0.023400000000000004
AOC1,0.8679,0.8914,-0.023499999999999965
CA12,0.8408,0.8643,-0.023499999999999965
PRR15,0.8625,0.886,-0.023499999999999965
PEX16,0.2312,0.2547,-0.023499999999999993
LAS1L,0.0947,0.1182,-0.023499999999999993
CCDC43,0.3514,0.3749,-0.02350000000000002
SLIT2,0.7428,0.7664,-0.023599999999999954
ADGRL1,0.2509,0.2745,-0.02360000000000001
SRSF3,0.1969,0.2205,-0.02360000000000001
PIH1D1,0.1671,0.1907,-0.02360000000000001
KANK4,0.8905,0.9141,-0.023600000000000065
CSNK2A1,0.2582,0.2819,-0.0237
ANKS6,0.0673,0.091,-0.0237
SCOC,0.2382,0.2619,-0.023700000000000027
WWTR1,0.7507,0.7745,-0.023799999999999932
MRPL50,0.2003,0.2241,-0.023799999999999988
C1GALT1C1,0.3869,0.4107,-0.023799999999999988
NFKBIA,-0.0774,-0.0536,-0.023799999999999995
SLC25A46,0.3006,0.3244,-0.023800000000000043
NDUFAF2,0.4885,0.5124,-0.023899999999999977
IGKV2D-29,0.2337,0.2577,-0.023999999999999994
HNRNPU,0.1042,0.1282,-0.024000000000000007
NAA16,0.3887,0.4127,-0.02400000000000002
GATAD2A,0.6094,0.6335,-0.0240999999999999
THUMPD2,0.1544,0.1785,-0.024099999999999983
ACBD7,0.8496,0.8737,-0.02410000000000001
CGREF1,0.8516,0.8757,-0.02410000000000001
RARS2,0.2741,0.2982,-0.02410000000000001
PARP14,0.7945,0.8186,-0.02410000000000001
SYDE1,0.7515,0.7756,-0.02410000000000001
LZTS1,0.1388,0.163,-0.0242
SERPINB3,0.7519,0.7761,-0.0242
PTGR2,0.5739,0.5982,-0.02429999999999999
VPS53,0.2837,0.308,-0.02429999999999999
SSBP3,0.5755,0.5998,-0.02429999999999999
SPOCK2,0.8109,0.8352,-0.0243000000000001
POP1,0.5035,0.5278,-0.0243000000000001
PWP1,0.327,0.3514,-0.024399999999999977
AC004706.3,0.167,0.1914,-0.024399999999999977
NARS2,0.419,0.4434,-0.024400000000000033
MAP1A,0.914,0.9386,-0.024599999999999955
CCNB1,0.8271,0.8517,-0.024600000000000066
ADIRF,0.8237,0.8483,-0.024600000000000066
ABRAXAS2,0.322,0.3467,-0.0247
MORC3,0.4013,0.426,-0.0247
ATP13A3,0.4962,0.5209,-0.024700000000000055
WDR33,0.5042,0.5289,-0.024700000000000055
DTNA,0.587,0.6117,-0.024700000000000055
CCT3,0.3395,0.3643,-0.02479999999999999
IGHV3-72,0.1717,0.1965,-0.024800000000000016
USP22,0.4763,0.5012,-0.024899999999999978
CAPN5,0.8388,0.8637,-0.024900000000000033
PTPRE,0.7485,0.7735,-0.02499999999999991
VPS72,0.2938,0.3188,-0.024999999999999967
NR2C1,0.2739,0.2989,-0.025000000000000022
SPATA33,0.4476,0.4726,-0.025000000000000022
PRKAB2,0.5044,0.5295,-0.02510000000000001
FBXW2,0.0286,0.0538,-0.0252
BCKDK,0.3956,0.4208,-0.0252
DHRS7B,0.5393,0.5645,-0.0252
GSE1,0.4612,0.4864,-0.0252
UTP11,0.2488,0.274,-0.025200000000000028
EIF2AK2,0.555,0.5803,-0.02529999999999999
RSU1,0.1663,0.1916,-0.02529999999999999
HSPB6,0.6571,0.6824,-0.02529999999999999
TARS2,0.6041,0.6294,-0.02529999999999999
EMILIN1,0.796,0.8213,-0.02529999999999999
GEMIN8,0.209,0.2343,-0.025300000000000017
ATP2B1,0.4034,0.4287,-0.025300000000000045
PCTP,0.8245,0.8499,-0.025399999999999978
USP54,0.6703,0.6957,-0.025399999999999978
LYN,0.6381,0.6635,-0.025399999999999978
BUB1B,0.8096,0.835,-0.025399999999999978
PAMR1,0.7557,0.7811,-0.025399999999999978
KAT6B,0.4103,0.4357,-0.025399999999999978
RCC1,0.4984,0.5238,-0.025400000000000034
SPARCL1,0.8504,0.8759,-0.025499999999999967
SNRNP200,0.4605,0.486,-0.025499999999999967
COPS7A,0.0462,0.0717,-0.025500000000000002
SERPING1,0.4558,0.4813,-0.025500000000000023
WDR76,0.6888,0.7143,-0.025500000000000078
MAPKAPK2,0.2675,0.2931,-0.02560000000000001
JAG1,0.7453,0.7709,-0.025600000000000067
CHAC2,0.6124,0.6381,-0.025699999999999945
MYO10,0.7184,0.7442,-0.025799999999999934
SMARCA2,0.6952,0.721,-0.025799999999999934
RANBP2,0.3856,0.4114,-0.02579999999999999
SYF2,0.1905,0.2163,-0.02579999999999999
TMED3,0.5636,0.5894,-0.025800000000000045
PDCD11,0.6205,0.6464,-0.025899999999999923
GTF3C2,0.4957,0.5216,-0.02589999999999998
WARS2,0.4412,0.4672,-0.026000000000000023
SCGB1D2,0.7337,0.7597,-0.026000000000000023
DHX40,0.4075,0.4336,-0.026100000000000012
RBM45,0.2762,0.3023,-0.026100000000000012
INPPL1,0.6822,0.7084,-0.0262
SPAG1,0.9065,0.9327,-0.0262
GYPA,0.1553,0.1815,-0.0262
LGR5,0.8068,0.8331,-0.02629999999999999
HAUS6,0.6506,0.6769,-0.02629999999999999
VANGL1,0.5057,0.5321,-0.02639999999999998
DUOX1,0.6247,0.6511,-0.02639999999999998
EIF2AK4,0.599,0.6254,-0.02639999999999998
PAPSS1,0.7689,0.7953,-0.02639999999999998
SCAMP2,0.3626,0.389,-0.026400000000000035
RRP36,0.5798,0.6063,-0.026499999999999968
NFIX,0.5026,0.5291,-0.026499999999999968
ARID1A,0.3299,0.3564,-0.026499999999999968
COQ8B,0.4612,0.4878,-0.026600000000000013
EGLN1,0.6385,0.6651,-0.026600000000000068
AASDHPPT,0.476,0.5026,-0.026600000000000068
THBS2,0.7922,0.8189,-0.026699999999999946
DEFB1,0.7312,0.7579,-0.026700000000000057
LYST,0.5922,0.6189,-0.026700000000000057
PPP2R5D,0.5338,0.5607,-0.026899999999999924
DNAJC10,0.8366,0.8635,-0.026900000000000035
DAB2,0.8767,0.9037,-0.026999999999999913
IGHV3-15,0.4205,0.4475,-0.027000000000000024
ACSF2,0.8386,0.8656,-0.027000000000000024
SEPTIN4,0.6108,0.6378,-0.027000000000000024
