gene,tumor_r,normal_r,delta_r
LILRB5,0.7245,0.7212,0.0033000000000000806
PARL,0.791,0.7877,0.0033000000000000806
PPT1,0.4017,0.3984,0.003300000000000025
SRSF11,0.2882,0.2849,0.003300000000000025
TOB2,0.1959,0.1926,0.0032999999999999974
PGAP3,-0.1617,-0.165,0.0032999999999999974
TMEM14C,0.1709,0.1676,0.0032999999999999974
ZHX3,0.6863,0.683,0.0032999999999999696
RPS6KB2,0.5589,0.5556,0.0032999999999999696
CCDC80,0.5966,0.5933,0.0032999999999999696
BAG2,0.85,0.8467,0.0032999999999999696
CD48,0.9074,0.9041,0.0032999999999999696
TBC1D9B,0.4502,0.4469,0.0032999999999999696
DDX28,0.5959,0.5926,0.0032999999999999696
MIPOL1,0.2668,0.2635,0.0032999999999999696
LRATD2,0.7686,0.7653,0.0032999999999999696
EIF1B,0.4317,0.4284,0.0032999999999999696
TRIM54,-0.4515,-0.4548,0.0032999999999999696
HDAC10,0.5071,0.5038,0.0032999999999999696
GPRIN1,0.5978,0.5945,0.0032999999999999696
ANPEP,0.7766,0.7733,0.0032999999999999696
PCNA,0.7117,0.7084,0.0032999999999999696
MELTF,0.9039,0.9007,0.0032000000000000917
EPB41L1,0.7174,0.7142,0.0032000000000000917
STOML2,0.7597,0.7565,0.0032000000000000917
DSC3,0.9088,0.9056,0.0032000000000000917
HLTF,0.8444,0.8412,0.0032000000000000917
DMAC2,0.3315,0.3283,0.003200000000000036
CIAO3,0.3773,0.3741,0.003200000000000036
DDRGK1,0.0683,0.0651,0.0031999999999999945
STK11IP,0.1118,0.1086,0.0031999999999999945
ANXA8,0.9309,0.9277,0.0031999999999999806
TBX3,0.7977,0.7945,0.0031999999999999806
PLPP2,0.8188,0.8156,0.0031999999999999806
HDHD5,0.7569,0.7537,0.0031999999999999806
PRIM1,0.836,0.8328,0.0031999999999999806
KIAA0930,0.6157,0.6125,0.0031999999999999806
RABIF,0.4345,0.4313,0.0031999999999999806
PPP6R2,0.5084,0.5052,0.0031999999999999806
CREB5,0.8718,0.8686,0.0031999999999999806
IK,0.3101,0.3069,0.0031999999999999806
GPRIN3,0.8586,0.8554,0.0031999999999999806
MRPL15,0.3615,0.3583,0.0031999999999999806
TTI1,0.6217,0.6185,0.0031999999999999806
LGI2,0.6736,0.6704,0.0031999999999999806
CUX1,0.3088,0.3057,0.0030999999999999917
RNF5,0.4038,0.4007,0.0030999999999999917
TMEM87B,0.5071,0.504,0.0030999999999999917
NADK2,0.6642,0.6611,0.0030999999999999917
PDZD8,0.5914,0.5883,0.0030999999999999917
TWF1,0.4919,0.4888,0.0030999999999999917
SPECC1L,0.2908,0.2877,0.0030999999999999917
IFIT3,0.9497,0.9466,0.0030999999999999917
QTRT1,0.7093,0.7062,0.0030999999999999917
CACNA2D1,0.9101,0.907,0.0030999999999999917
NRM,0.4319,0.4288,0.0030999999999999917
XK,0.1802,0.1771,0.0030999999999999917
MMP3,0.8384,0.8353,0.0030999999999999917
HDAC3,0.1036,0.1005,0.0030999999999999917
KIAA0408,0.6001,0.597,0.0030999999999999917
CSF1R,0.759,0.7559,0.0030999999999999917
AKTIP,0.5849,0.5818,0.0030999999999999917
RAB36,0.5873,0.5842,0.0030999999999999917
UCHL3,0.5861,0.583,0.0030999999999999917
LUC7L2,0.4364,0.4333,0.0030999999999999917
SPRY4,0.7124,0.7093,0.0030999999999999917
EPB41L4B,0.7599,0.7568,0.0030999999999999917
PITPNC1,0.7948,0.7917,0.0030999999999999917
ANKRD27,0.7766,0.7735,0.0030999999999999917
SMYD5,0.5808,0.5777,0.0030999999999999917
ABAT,0.887,0.8839,0.0030999999999999917
MTTP,0.2969,0.2938,0.0030999999999999917
KIFC1,0.889,0.8859,0.0030999999999999917
PILRA,0.6402,0.6371,0.0030999999999999917
KRT14,0.8684,0.8654,0.0030000000000000027
SYNC,0.6696,0.6666,0.0030000000000000027
BRWD1,0.4166,0.4136,0.0030000000000000027
FAF2,0.6792,0.6762,0.0030000000000000027
MAP7D2,0.8368,0.8338,0.0030000000000000027
GALE,0.8928,0.8898,0.0030000000000000027
IGF1R,0.8895,0.8865,0.0030000000000000027
RFFL,0.5127,0.5097,0.0030000000000000027
TGFB2,0.8478,0.8448,0.0030000000000000027
FMNL2,0.8375,0.8345,0.0030000000000000027
SPEF2,0.3413,0.3383,0.0030000000000000027
ZDHHC1,0.3293,0.3263,0.0030000000000000027
ZNF474,0.7714,0.7684,0.0030000000000000027
TMC5,0.9125,0.9095,0.0030000000000000027
COX7B,0.2947,0.2917,0.0030000000000000027
CRABP2,0.9131,0.9101,0.0030000000000000027
KIAA1522,0.7392,0.7362,0.0030000000000000027
ASMTL,0.7947,0.7917,0.0030000000000000027
ZNF830,0.7137,0.7107,0.0030000000000000027
ZBED1,0.4971,0.4941,0.0030000000000000027
CHMP1B,0.5943,0.5913,0.0030000000000000027
CC2D1A,0.7162,0.7132,0.0030000000000000027
FOSL1,0.7283,0.7253,0.0030000000000000027
DPCD,0.8023,0.7993,0.0030000000000000027
CAPRIN1,0.7073,0.7043,0.0030000000000000027
RPS20,0.2165,0.2135,0.0030000000000000027
AK7,0.5137,0.5107,0.0030000000000000027
AP2A2,0.4101,0.4071,0.0030000000000000027
YARS1,0.7504,0.7474,0.0030000000000000027
KIAA1328,0.0694,0.0664,0.0030000000000000027
MMP7,0.7435,0.7405,0.0030000000000000027
WDR3,0.5405,0.5375,0.0030000000000000027
IL33,0.8737,0.8707,0.0030000000000000027
A2ML1,0.9375,0.9345,0.0030000000000000027
GLE1,0.5297,0.5267,0.0030000000000000027
LAD1,0.8634,0.8604,0.0029999999999998916
TTC39C,0.7965,0.7936,0.0029000000000000137
TMEM17,0.8075,0.8046,0.0029000000000000137
IRF7,0.7762,0.7733,0.0029000000000000137
SCEL,0.808,0.8051,0.0029000000000000137
RAB11FIP1,0.8468,0.8439,0.0029000000000000137
DHX36,0.8862,0.8833,0.0029000000000000137
NELFB,0.4172,0.4143,0.0029000000000000137
TPST1,0.6857,0.6828,0.0029000000000000137
HMGCL,0.6339,0.631,0.0029000000000000137
ARHGAP32,0.8076,0.8047,0.0029000000000000137
MARCKSL1,0.9052,0.9023,0.0029000000000000137
SLC1A5,0.8096,0.8067,0.0029000000000000137
SMIM1,0.5472,0.5443,0.0029000000000000137
FITM2,0.4418,0.4389,0.0029000000000000137
ZAP70,0.924,0.9211,0.0029000000000000137
C2CD2L,0.5839,0.581,0.0029000000000000137
PPP1R8,0.4672,0.4643,0.0029000000000000137
B3GALNT1,0.6279,0.625,0.0029000000000000137
TELO2,0.3404,0.3375,0.002899999999999958
GPN1,0.2956,0.2927,0.002899999999999958
LRRC46,0.3737,0.3708,0.002899999999999958
CXCL17,0.823,0.8201,0.0028999999999999027
DAPP1,0.8492,0.8463,0.0028999999999999027
PRTFDC1,0.8694,0.8665,0.0028999999999999027
UBE2Z,0.7484,0.7455,0.0028999999999999027
MRTO4,0.6633,0.6605,0.0028000000000000247
CDPF1,0.4328,0.43,0.0028000000000000247
MOB3B,0.6833,0.6805,0.0028000000000000247
LRRC47,0.5817,0.5789,0.0028000000000000247
LCOR,0.5198,0.517,0.0028000000000000247
ALPK1,0.5234,0.5206,0.0028000000000000247
SLC2A10,0.8558,0.853,0.0028000000000000247
CD28,0.8685,0.8657,0.0028000000000000247
INPPL1,0.6793,0.6765,0.0028000000000000247
GPT2,0.6893,0.6865,0.0028000000000000247
KLRG2,0.9156,0.9128,0.0028000000000000247
PPP1R37,0.7693,0.7665,0.0028000000000000247
GORAB,0.6146,0.6118,0.0028000000000000247
ETS1,0.8104,0.8076,0.0028000000000000247
IRF8,0.9202,0.9174,0.0028000000000000247
KLF5,0.8747,0.8719,0.0028000000000000247
GGCT,0.6671,0.6643,0.0028000000000000247
F12,-0.2261,-0.2289,0.002799999999999997
COMMD3,0.1353,0.1325,0.002799999999999997
MEF2A,0.5094,0.5066,0.0027999999999999137
YES1,0.8179,0.8151,0.0027999999999999137
UHRF1,0.8328,0.8301,0.0027000000000000357
PPIF,0.8167,0.814,0.0027000000000000357
NXPH4,0.7932,0.7905,0.0027000000000000357
RAB34,0.7156,0.7129,0.0027000000000000357
C1orf198,0.7168,0.7141,0.0027000000000000357
RGS3,0.6145,0.6118,0.0027000000000000357
HLA-DPA1,0.7526,0.7499,0.0027000000000000357
RNASEL,0.7356,0.7329,0.0027000000000000357
CHCHD6,0.6157,0.613,0.0027000000000000357
GTF3A,0.5663,0.5636,0.0027000000000000357
PPP2R3C,0.1317,0.129,0.002700000000000008
RARA,0.484,0.4813,0.00269999999999998
IFT22,0.4833,0.4806,0.00269999999999998
KLF2,0.3363,0.3336,0.00269999999999998
PEX7,0.374,0.3713,0.00269999999999998
MOCS3,0.4699,0.4672,0.00269999999999998
C11orf16,0.4246,0.4219,0.00269999999999998
RCHY1,0.4619,0.4592,0.00269999999999998
CRY2,0.2702,0.2675,0.00269999999999998
NUDT5,0.8118,0.8091,0.0026999999999999247
ARHGAP23,0.7161,0.7134,0.0026999999999999247
IGFBP6,0.6929,0.6902,0.0026999999999999247
MSH6,0.8886,0.8859,0.0026999999999999247
GALNT12,0.6726,0.6699,0.0026999999999999247
UBASH3A,0.5277,0.525,0.0026999999999999247
CRYBB1,0.6427,0.6401,0.0026000000000000467
PIR,0.9424,0.9398,0.0026000000000000467
DIS3L2,0.547,0.5444,0.0026000000000000467
KAT7,0.6669,0.6643,0.0026000000000000467
ZNF597,0.6461,0.6435,0.0026000000000000467
THEMIS,0.9122,0.9096,0.0026000000000000467
DHRS11,0.7859,0.7833,0.0026000000000000467
GFOD1,0.7959,0.7933,0.0026000000000000467
KRT23,0.9,0.8974,0.0026000000000000467
NOVA1,0.7477,0.7451,0.0026000000000000467
RBM14,0.522,0.5194,0.0026000000000000467
CLEC2B,0.8478,0.8452,0.0026000000000000467
SNTB1,0.8203,0.8177,0.0026000000000000467
TBC1D23,0.5802,0.5776,0.0026000000000000467
AHSA1,0.8265,0.8239,0.0026000000000000467
ATP6V1H,0.1942,0.1916,0.002600000000000019
HMGN4,0.0474,0.0448,0.002599999999999998
TERF1,0.4254,0.4228,0.002599999999999991
PTBP1,0.5009,0.4983,0.002599999999999991
SERPINA5,0.2878,0.2852,0.002599999999999991
ECT2,0.8631,0.8605,0.0025999999999999357
NARS1,0.7622,0.7596,0.0025999999999999357
UCHL1,0.9489,0.9463,0.0025999999999999357
GOT2,0.7189,0.7163,0.0025999999999999357
MIPEP,0.5981,0.5955,0.0025999999999999357
PHRF1,0.5094,0.5068,0.0025999999999999357
OCIAD2,0.8126,0.81,0.0025999999999999357
FDFT1,0.8996,0.897,0.0025999999999999357
TRPM4,0.7928,0.7902,0.0025999999999999357
HAPLN1,0.5419,0.5394,0.0025000000000000577
DPYSL3,0.8314,0.8289,0.0025000000000000577
SPRYD7,0.6591,0.6566,0.0025000000000000577
TRAPPC10,0.6148,0.6123,0.0025000000000000577
HIF1AN,0.5348,0.5323,0.0025000000000000577
IRX3,0.684,0.6815,0.0025000000000000577
CNTN1,0.9331,0.9306,0.0025000000000000577
MARK1,0.8868,0.8843,0.0025000000000000577
ING2,0.4033,0.4008,0.0025000000000000022
GTF2H2C,0.3014,0.2989,0.0025000000000000022
DNAJC25,0.4843,0.4818,0.0025000000000000022
ADAMTSL5,0.3074,0.3049,0.0025000000000000022
RASSF3,0.3841,0.3816,0.0025000000000000022
CPLANE1,-0.161,-0.1635,0.0025000000000000022
SNX11,0.3758,0.3733,0.0025000000000000022
TMEM143,0.2102,0.2077,0.0025000000000000022
NEGR1,0.4224,0.4199,0.0025000000000000022
SRM,0.4055,0.403,0.0025000000000000022
ETFA,0.1969,0.1944,0.0025000000000000022
A1BG,-0.0111,-0.0136,0.0024999999999999988
ABHD14B,0.5667,0.5642,0.0024999999999999467
RBM3,0.6342,0.6317,0.0024999999999999467
SBNO1,0.8571,0.8546,0.0024999999999999467
IGF2BP3,0.9358,0.9333,0.0024999999999999467
KRT78,0.7693,0.7668,0.0024999999999999467
NUP50,0.8055,0.803,0.0024999999999999467
KAZN,0.7772,0.7747,0.0024999999999999467
EPS8,0.9254,0.9229,0.0024999999999999467
ZFAND3,0.5325,0.53,0.0024999999999999467
TMEM168,0.5366,0.5341,0.0024999999999999467
PRR36,0.7028,0.7003,0.0024999999999999467
LYSMD2,0.7422,0.7397,0.0024999999999999467
PKMYT1,0.6131,0.6106,0.0024999999999999467
CDC42BPG,0.7393,0.7368,0.0024999999999999467
GYG2,0.8102,0.8078,0.0024000000000000687
RNF169,0.6439,0.6415,0.0024000000000000687
LEF1,0.8735,0.8711,0.0024000000000000687
AK4,0.7104,0.708,0.0024000000000000687
DIDO1,0.5702,0.5678,0.0024000000000000687
SLC2A9,0.524,0.5216,0.0024000000000000687
IL27RA,0.5046,0.5022,0.0024000000000000687
HYPK,0.1564,0.154,0.0024000000000000132
MAGOH,0.3406,0.3382,0.0024000000000000132
ZNF106,0.3245,0.3221,0.0024000000000000132
SCAF4,0.6753,0.6729,0.0023999999999999577
DDX3Y,0.9601,0.9577,0.0023999999999999577
NDNF,0.7551,0.7527,0.0023999999999999577
SPRR2F,0.7642,0.7618,0.0023999999999999577
GAS7,0.8804,0.878,0.0023999999999999577
POGLUT2,0.8609,0.8585,0.0023999999999999577
PEA15,0.6361,0.6337,0.0023999999999999577
S100A11,0.8296,0.8272,0.0023999999999999577
BMPER,0.347,0.3446,0.0023999999999999577
SKP2,0.8057,0.8033,0.0023999999999999577
IFT172,0.3621,0.3597,0.0023999999999999577
SLC9A3R1,0.9286,0.9262,0.0023999999999999577
ACTA2,0.7495,0.7472,0.0023000000000000798
C3orf38,0.5602,0.5579,0.0023000000000000798
FAIM,0.6862,0.6839,0.0023000000000000798
GZMA,0.8826,0.8803,0.0023000000000000798
TRIO,0.9291,0.9268,0.0023000000000000798
RPLP0,0.2691,0.2668,0.0023000000000000242
EXOC5,0.2473,0.245,0.0022999999999999965
LEPROT,0.2061,0.2038,0.0022999999999999965
C20orf194,0.2945,0.2922,0.0022999999999999687
TBC1D13,0.294,0.2917,0.0022999999999999687
IGHV3-72,0.5656,0.5633,0.0022999999999999687
USP43,0.7711,0.7688,0.0022999999999999687
PLD2,0.6859,0.6836,0.0022999999999999687
LAMA2,0.4567,0.4544,0.0022999999999999687
FST,0.8994,0.8971,0.0022999999999999687
OGFOD2,0.4063,0.404,0.0022999999999999687
FAM110C,0.9268,0.9245,0.0022999999999999687
WWTR1,0.7796,0.7773,0.0022999999999999687
CD2,0.9073,0.905,0.0022999999999999687
CTSE,0.9065,0.9042,0.0022999999999999687
ALDH1A2,0.8117,0.8094,0.0022999999999999687
GFM2,0.5055,0.5032,0.0022999999999999687
RENBP,0.8108,0.8085,0.0022999999999999687
SLC34A2,0.9002,0.8979,0.0022999999999999687
MTMR1,0.7969,0.7947,0.0022000000000000908
TIPRL,0.5188,0.5166,0.0022000000000000908
RNASEH2B,0.5973,0.5951,0.0022000000000000908
HEBP1,0.5389,0.5367,0.0022000000000000908
FRMD8,0.3007,0.2985,0.0022000000000000353
SNAPC1,0.3194,0.3172,0.0022000000000000353
C16orf58,0.3895,0.3873,0.0022000000000000353
BLOC1S1,0.0979,0.0957,0.0022000000000000075
ITGA4,0.8631,0.8609,0.0021999999999999797
ZEB2,0.8873,0.8851,0.0021999999999999797
STK33,0.8055,0.8033,0.0021999999999999797
DUSP14,0.7044,0.7022,0.0021999999999999797
MAL2,0.5108,0.5086,0.0021999999999999797
FEN1,0.8219,0.8197,0.0021999999999999797
SELENOW,0.6843,0.6821,0.0021999999999999797
POU2AF1,0.8112,0.809,0.0021999999999999797
NRAS,0.3702,0.368,0.0021999999999999797
FRYL,0.7881,0.7859,0.0021999999999999797
ADA,0.8336,0.8314,0.0021999999999999797
LRP1,0.7306,0.7284,0.0021999999999999797
NUF2,0.7498,0.7476,0.0021999999999999797
PRKCQ,0.9116,0.9094,0.0021999999999999797
TRIP6,0.7835,0.7813,0.0021999999999999797
TWNK,0.5569,0.5547,0.0021999999999999797
RASSF4,0.7596,0.7575,0.002100000000000102
NUP107,0.6215,0.6194,0.002100000000000102
FBXO7,0.1869,0.1848,0.0021000000000000185
RPL26,0.0854,0.0833,0.0021000000000000046
GYPA,0.0452,0.0431,0.0020999999999999977
ASCC2,0.2838,0.2817,0.0020999999999999908
DNAJC21,0.4543,0.4522,0.0020999999999999908
PDCD4,0.6549,0.6528,0.0020999999999999908
CCNY,0.547,0.5449,0.0020999999999999908
PTPRB,0.7659,0.7638,0.0020999999999999908
COMT,0.7628,0.7607,0.0020999999999999908
GTPBP6,0.6071,0.605,0.0020999999999999908
RSPRY1,0.6131,0.611,0.0020999999999999908
NUP85,0.6107,0.6086,0.0020999999999999908
KRCC1,0.6233,0.6212,0.0020999999999999908
ATL3,0.7221,0.72,0.0020999999999999908
B4GALNT1,0.8981,0.896,0.0020999999999999908
FLT1,0.5986,0.5965,0.0020999999999999908
MAP2,0.9203,0.9182,0.0020999999999999908
CXCL9,0.7782,0.7761,0.0020999999999999908
PLAA,0.8225,0.8204,0.0020999999999999908
GAB1,0.8412,0.8391,0.0020999999999999908
CCL5,0.8399,0.8378,0.0020999999999999908
XPO1,0.6917,0.6896,0.0020999999999999908
MEOX2,0.844,0.8419,0.0020999999999999908
EHF,0.888,0.8859,0.0020999999999999908
ANTXR1,0.8615,0.8594,0.0020999999999999908
MRVI1,0.8601,0.858,0.0020999999999999908
ST13,0.6795,0.6774,0.0020999999999999908
DHX57,0.8875,0.8854,0.0020999999999999908
TBC1D2B,0.888,0.8859,0.0020999999999999908
ADSS1,0.8611,0.859,0.0020999999999999908
TTC17,0.2064,0.2044,0.0020000000000000018
IGKV4-1,0.6663,0.6643,0.0020000000000000018
LMBRD2,0.7883,0.7863,0.0020000000000000018
APBA2,0.7847,0.7827,0.0020000000000000018
CHMP2A,0.6772,0.6752,0.0020000000000000018
CD33,0.5809,0.5789,0.0020000000000000018
NDUFA4L2,0.9364,0.9344,0.0020000000000000018
PAK2,0.7982,0.7962,0.0020000000000000018
SMAD4,0.804,0.802,0.0020000000000000018
GET3,0.5057,0.5037,0.0020000000000000018
LRIG3,0.8447,0.8427,0.0020000000000000018
WDR36,0.3388,0.3368,0.0020000000000000018
NEBL,0.6256,0.6236,0.0020000000000000018
MBTPS1,0.4686,0.4666,0.0020000000000000018
REEP5,0.4342,0.4322,0.0020000000000000018
PIK3CB,0.6229,0.6209,0.0020000000000000018
SEC22A,0.7156,0.7136,0.0020000000000000018
SEC14L4,0.475,0.473,0.0020000000000000018
BTBD1,0.3035,0.3015,0.0020000000000000018
POLR2H,0.7546,0.7526,0.0020000000000000018
CRY1,0.1281,0.1261,0.0020000000000000018
PPA1,0.7365,0.7345,0.0020000000000000018
NSUN4,0.5323,0.5303,0.0020000000000000018
FES,0.6062,0.6042,0.0020000000000000018
BDH2,0.7725,0.7705,0.0020000000000000018
MIB2,0.4933,0.4913,0.0020000000000000018
INPP5E,0.3914,0.3895,0.0019000000000000128
PTGS1,0.8048,0.8029,0.0019000000000000128
MTMR12,0.6788,0.6769,0.0019000000000000128
LOXL1,0.5996,0.5977,0.0019000000000000128
GMPR2,0.5953,0.5934,0.0019000000000000128
PCMTD2,0.5053,0.5034,0.0019000000000000128
PPM1K,0.6683,0.6664,0.0019000000000000128
PHLDB3,0.7261,0.7242,0.0019000000000000128
UTP6,0.7122,0.7103,0.0019000000000000128
PPP1R14C,0.9451,0.9432,0.0019000000000000128
NCOA1,0.6088,0.6069,0.0019000000000000128
ATP5F1A,0.4929,0.491,0.0019000000000000128
PLA2G2A,0.6139,0.612,0.0019000000000000128
DNAJB12,0.7381,0.7362,0.0019000000000000128
CMC1,0.484,0.4821,0.0019000000000000128
EID1,-0.1037,-0.1056,0.001899999999999999
ELFN1,0.1154,0.1135,0.001899999999999999
HLA-DOA,0.4498,0.4479,0.0018999999999999573
SIX5,0.349,0.3471,0.0018999999999999573
CPM,0.8704,0.8685,0.0018999999999999018
SLC4A1AP,0.6601,0.6583,0.0018000000000000238
FAM111B,0.8043,0.8025,0.0018000000000000238
SERPINI1,0.8416,0.8398,0.0018000000000000238
TARS3,0.676,0.6742,0.0018000000000000238
GBP6,0.9614,0.9596,0.0018000000000000238
CDV3,0.6482,0.6464,0.0018000000000000238
NEMF,0.6407,0.6389,0.0018000000000000238
PALMD,0.8639,0.8621,0.0018000000000000238
CD5L,0.3185,0.3167,0.0018000000000000238
GNA13,0.4777,0.4759,0.0018000000000000238
TIMP3,0.5837,0.5819,0.0018000000000000238
GALNT1,0.7537,0.7519,0.0018000000000000238
SORCS2,0.8348,0.833,0.0018000000000000238
GZF1,0.4963,0.4945,0.0018000000000000238
FBXL12,0.2476,0.2458,0.001799999999999996
MT-ATP6,0.2492,0.2474,0.001799999999999996
POMGNT2,0.4533,0.4515,0.0017999999999999683
ZBTB38,0.5286,0.5268,0.0017999999999999128
PDXDC1,0.6173,0.6155,0.0017999999999999128
SFTPD,0.8462,0.8444,0.0017999999999999128
ARHGEF17,0.6828,0.681,0.0017999999999999128
GTF2I,0.7468,0.7451,0.0017000000000000348
MID1,0.8406,0.8389,0.0017000000000000348
HOMER2,0.8397,0.838,0.0017000000000000348
MCRIP1,0.6644,0.6627,0.0017000000000000348
BOD1L1,0.5621,0.5604,0.0017000000000000348
MPST,0.6701,0.6684,0.0017000000000000348
HIP1R,0.8456,0.8439,0.0017000000000000348
KDR,0.5875,0.5858,0.0017000000000000348
CAPG,0.7225,0.7208,0.0017000000000000348
RGS2,0.7077,0.706,0.0017000000000000348
APOBEC3F,0.7027,0.701,0.0017000000000000348
SLC4A4,0.7389,0.7372,0.0017000000000000348
DDHD1,0.7445,0.7428,0.0017000000000000348
PRODH,0.869,0.8673,0.0017000000000000348
SELENON,0.5269,0.5252,0.0017000000000000348
PPM1H,0.9179,0.9162,0.0017000000000000348
PSMD6,0.393,0.3913,0.0017000000000000348
SCIN,0.8726,0.8709,0.0017000000000000348
HHEX,0.5786,0.5769,0.0017000000000000348
TMED2,0.22,0.2183,0.001700000000000007
CCDC173,0.079,0.0773,0.001700000000000007
CIC,0.0699,0.0682,0.001700000000000007
OXSM,0.2339,0.2322,0.001700000000000007
CFAP61,0.1103,0.1086,0.0016999999999999932
HINT3,0.5246,0.5229,0.0016999999999999238
SNAP29,0.6648,0.6631,0.0016999999999999238
ABCB10,0.6313,0.6296,0.0016999999999999238
RRP36,0.5021,0.5005,0.0016000000000000458
TMX1,0.6397,0.6381,0.0016000000000000458
RNF19A,0.5805,0.5789,0.0016000000000000458
MVK,0.8385,0.8369,0.0016000000000000458
CD6,0.8454,0.8438,0.0016000000000000458
SLC7A11,0.8446,0.843,0.0016000000000000458
RAMP2,0.5391,0.5375,0.0016000000000000458
ZNF460,0.5542,0.5526,0.0016000000000000458
EDIL3,0.7074,0.7058,0.0016000000000000458
SPAG9,0.7186,0.717,0.0016000000000000458
PAPSS1,0.5313,0.5297,0.0016000000000000458
CA12,0.9466,0.945,0.0016000000000000458
CEP104,0.0709,0.0693,0.0016000000000000042
TFPT,-0.0458,-0.0474,0.0015999999999999973
ABI1,-0.0574,-0.059,0.0015999999999999973
TUSC3,0.3821,0.3805,0.0015999999999999903
CLK4,0.1798,0.1782,0.0015999999999999903
ATP5F1B,0.2903,0.2887,0.0015999999999999903
MARF1,0.4157,0.4141,0.0015999999999999903
PGAM2,0.0754,0.0738,0.0015999999999999903
TBP,0.4592,0.4576,0.0015999999999999903
RSPO4,0.3071,0.3055,0.0015999999999999903
ZNF330,0.4535,0.4519,0.0015999999999999903
LBP,0.2329,0.2313,0.0015999999999999903
METTL2B,0.4253,0.4237,0.0015999999999999903
DENND1A,0.5911,0.5895,0.0015999999999999348
ARFIP1,0.5206,0.519,0.0015999999999999348
MERTK,0.6768,0.6752,0.0015999999999999348
GBP2,0.8805,0.8789,0.0015999999999999348
RAB32,0.58,0.5784,0.0015999999999999348
COL7A1,0.7,0.6984,0.0015999999999999348
TNKS1BP1,0.8371,0.8355,0.0015999999999999348
FABP5,0.8978,0.8963,0.0015000000000000568
SLC25A1,0.7246,0.7231,0.0015000000000000568
FAM120C,0.8546,0.8531,0.0015000000000000568
UBLCP1,0.6168,0.6153,0.0015000000000000568
FABP6,0.8403,0.8388,0.0015000000000000568
PIK3CD,0.786,0.7845,0.0015000000000000568
SEH1L,0.5168,0.5153,0.0015000000000000568
CREG1,0.5963,0.5948,0.0015000000000000568
RCN3,0.8848,0.8833,0.0015000000000000568
MLLT6,0.668,0.6665,0.0015000000000000568
NCAM1,0.8164,0.8149,0.0015000000000000568
ANXA8L1,0.9253,0.9238,0.0015000000000000568
PGAP4,0.889,0.8875,0.0015000000000000568
ATG16L2,0.3919,0.3904,0.0015000000000000013
CXorf21,0.4136,0.4121,0.0015000000000000013
TASOR2,0.4984,0.4969,0.0015000000000000013
CLDN7,-0.2363,-0.2378,0.0015000000000000013
USF2,0.3266,0.3251,0.0015000000000000013
CCS,0.3554,0.3539,0.0015000000000000013
TMPRSS11A,0.8128,0.8113,0.0014999999999999458
OAS3,0.9345,0.933,0.0014999999999999458
FAM91A1,0.5618,0.5603,0.0014999999999999458
PTGES,0.9303,0.9289,0.0014000000000000679
SPIDR,0.6548,0.6534,0.0014000000000000679
SLC47A2,0.8607,0.8593,0.0014000000000000679
PRR16,0.6248,0.6234,0.0014000000000000679
ADAM9,0.8658,0.8644,0.0014000000000000679
NOS1,0.7033,0.7019,0.0014000000000000679
ROPN1L,0.7186,0.7172,0.0014000000000000679
CCDC58,0.7517,0.7503,0.0014000000000000679
ADK,0.6399,0.6385,0.0014000000000000679
MME,0.8436,0.8422,0.0014000000000000679
PLD3,0.7848,0.7834,0.0014000000000000679
GPR183,0.4804,0.479,0.0014000000000000123
ZBTB47,0.4747,0.4733,0.0014000000000000123
RPL29,0.2295,0.2281,0.0014000000000000123
CRIPT,0.4995,0.4981,0.0014000000000000123
NDUFA11,0.0946,0.0932,0.0013999999999999985
NDUFB7,0.0977,0.0963,0.0013999999999999985
ZFYVE21,0.6734,0.672,0.0013999999999999568
LYPD3,0.9299,0.9285,0.0013999999999999568
IGHA1,0.8349,0.8335,0.0013999999999999568
ZBTB24,0.5669,0.5655,0.0013999999999999568
SLC7A5,0.8744,0.873,0.0013999999999999568
LIMK1,0.5927,0.5913,0.0013999999999999568
SLC12A8,0.5899,0.5885,0.0013999999999999568
TMEM100,0.4568,0.4554,0.0013999999999999568
JAM3,0.7573,0.7559,0.0013999999999999568
RIOX2,0.6092,0.6078,0.0013999999999999568
NEK8,0.5123,0.5109,0.0013999999999999568
JPT2,0.8628,0.8614,0.0013999999999999568
IGLV1-47,0.6965,0.6951,0.0013999999999999568
APBB2,0.8169,0.8155,0.0013999999999999568
ARAF,0.6214,0.62,0.0013999999999999568
F2RL1,0.7157,0.7143,0.0013999999999999568
LACTB2,0.6916,0.6902,0.0013999999999999568
PPP1R3B,0.3923,0.3909,0.0013999999999999568
MDH2,0.7427,0.7414,0.0013000000000000789
ARHGEF26,0.9139,0.9126,0.0013000000000000789
EIF5A2,0.7104,0.7091,0.0013000000000000789
IKZF1,0.9241,0.9228,0.0013000000000000789
OAS2,0.9423,0.941,0.0013000000000000789
ZFP14,0.4213,0.42,0.0013000000000000234
SLC39A9,0.2581,0.2568,0.0013000000000000234
EPX,0.0887,0.0874,0.0012999999999999956
CBR4,0.1547,0.1534,0.0012999999999999956
PYROXD1,0.4996,0.4983,0.0012999999999999678
SPEG,0.3711,0.3698,0.0012999999999999678
RFTN1,0.8538,0.8525,0.0012999999999999678
PROSER2,0.9188,0.9175,0.0012999999999999678
PAPSS2,0.9324,0.9311,0.0012999999999999678
HSPA8,0.4936,0.4923,0.0012999999999999678
