gene,tumor_r,normal_r,delta_r
KLHL40,-0.0845,-0.4804,0.3959
MUC6,0.2714,-0.049,0.32039999999999996
ZNF423,0.076,-0.2437,0.3197
E2F5,-0.0797,-0.3705,0.2908
SYPL2,0.1036,-0.1678,0.2714
COX6A2,0.1829,-0.0707,0.2536
RASGEF1B,0.5107,0.2692,0.24150000000000005
FAM214B,-0.0714,-0.2879,0.21649999999999997
PTGER4,0.2075,0.0118,0.19569999999999999
MYPN,-0.0965,-0.2802,0.1837
GTF2H2,0.2639,0.0932,0.17070000000000002
TEAD2,0.1496,-0.0186,0.16820000000000002
PRSS12,0.4893,0.3297,0.15960000000000002
GAPDHS,0.1395,-0.0195,0.159
SMPX,-0.2221,-0.3809,0.15880000000000002
ICAM4,-0.0932,-0.2421,0.1489
ADPRHL1,0.1384,-0.0093,0.1477
FBXO44,-0.0286,-0.1758,0.1472
APCDD1,0.12,-0.0265,0.1465
BHLHE41,0.3679,0.222,0.1459
SLC18A2,0.33,0.1914,0.13860000000000003
MTHFD2L,0.1619,0.0238,0.1381
ERC2,-0.0714,-0.2088,0.13740000000000002
CAPN6,0.4631,0.3281,0.135
SHH,0.0464,-0.0879,0.1343
DNAJC27,0.0783,-0.0552,0.1335
TCF7,0.4183,0.2896,0.12869999999999998
SPATA7,0.1823,0.055,0.1273
PDLIM3,0.1576,0.0304,0.12719999999999998
RNF19B,0.0569,-0.0699,0.1268
EPN1,0.1287,0.0028,0.1259
STAC3,0.0348,-0.0901,0.1249
TRIM72,0.3324,0.2076,0.12479999999999997
SRL,0.2452,0.1207,0.1245
KRT79,0.3569,0.2339,0.123
NOBOX,0.5439,0.4226,0.12130000000000007
SNN,0.3786,0.2582,0.12040000000000001
C6orf136,-0.1857,-0.3055,0.11979999999999999
SNRPB,0.0978,-0.0217,0.1195
ZKSCAN3,0.3514,0.2343,0.11709999999999998
CADM2,0.1321,0.0165,0.1156
ENPP5,0.2922,0.1801,0.1121
SLC29A2,0.4917,0.3808,0.1109
SLITRK4,0.1219,0.0114,0.11049999999999999
PBX3,0.0751,-0.0351,0.11019999999999999
PABPC1L,-0.3235,-0.4336,0.11009999999999998
CPT1C,0.2063,0.0966,0.1097
MEIS2,0.6461,0.5369,0.10919999999999996
MYBPH,0.003,-0.106,0.109
TNFRSF10B,0.6208,0.5128,0.10799999999999998
URI1,0.4105,0.3033,0.10719999999999996
RANBP17,0.3073,0.2006,0.10670000000000002
FAM124A,0.0722,-0.0343,0.1065
ZBTB44,0.126,0.0203,0.1057
DOLK,0.2996,0.1947,0.10489999999999997
CREB3L2,0.2106,0.1074,0.10320000000000001
CLCN3,0.3393,0.2363,0.10299999999999998
BHMT,0.538,0.4356,0.10240000000000005
ZSCAN29,0.328,0.2261,0.10190000000000002
ARSK,0.3925,0.2909,0.10160000000000002
SH3GLB1,-0.3821,-0.4835,0.10139999999999999
ITM2A,0.2393,0.1385,0.1008
RSC1A1,0.1917,0.0911,0.10060000000000001
LIN28B,0.5273,0.4268,0.10049999999999998
MYB,0.5107,0.411,0.09970000000000007
ST3GAL5,0.4732,0.3744,0.0988
DLG4,0.1579,0.0598,0.09810000000000002
RNF217,0.5045,0.4072,0.09729999999999994
MSX2,0.8214,0.7253,0.09610000000000007
C4orf54,-0.0144,-0.1103,0.0959
PCDH8,-0.1835,-0.2786,0.09510000000000002
NOTUM,0.1501,0.055,0.09510000000000002
STAG3,0.2628,0.1678,0.09499999999999997
MAGIX,0.3509,0.2559,0.09499999999999997
PRRX1,0.5708,0.4763,0.09449999999999997
MIDN,0.3705,0.2762,0.0943
RHOT1,-0.202,-0.296,0.09399999999999997
PMP2,-0.1281,-0.2209,0.09280000000000002
PPM1E,0.4466,0.3544,0.0922
COL22A1,0.5451,0.4532,0.09190000000000004
ZNF501,0.307,0.2157,0.09129999999999999
CD70,0.8481,0.7574,0.0907
FGFRL1,0.2176,0.1276,0.09
TTC30B,0.158,0.0685,0.0895
TEDC2,0.342,0.2532,0.08880000000000005
ACTR2,-0.0014,-0.0899,0.0885
TSPAN2,0.6385,0.5504,0.08809999999999996
DGCR6,0.4647,0.3769,0.08779999999999999
TPM3,-0.0821,-0.1697,0.08759999999999998
ZNF25,0.257,0.1704,0.08660000000000001
ZNF536,0.2286,0.1424,0.0862
SKI,-0.0092,-0.0953,0.0861
IGKV2D-30,0.3413,0.2555,0.08579999999999999
CTDP1,0.4138,0.3281,0.0857
TET2,0.0138,-0.0711,0.0849
MCTP1,0.6942,0.6094,0.08479999999999999
HCAR3,0.4355,0.3521,0.08339999999999997
ZNF823,0.2306,0.1474,0.0832
LGI3,-0.0107,-0.0934,0.0827
LILRA5,0.3191,0.2365,0.0826
COL9A3,0.2309,0.1483,0.0826
ZNF391,0.517,0.4347,0.08230000000000004
UBE2L5,-0.0111,-0.0928,0.0817
CLDN6,0.4151,0.3336,0.08150000000000002
CPLX1,0.6815,0.6002,0.08130000000000004
GPATCH2L,0.059,-0.0223,0.0813
ZCCHC4,0.3762,0.295,0.0812
CPA4,0.5176,0.4366,0.08099999999999996
CCSER2,0.034,-0.0462,0.0802
SWSAP1,0.1291,0.0492,0.0799
NIPA1,0.241,0.1611,0.0799
SERPINE2,0.5377,0.4579,0.07979999999999998
ADHFE1,0.2312,0.1518,0.0794
RASSF8,0.5307,0.4516,0.07909999999999995
KIAA1958,0.1427,0.0637,0.07899999999999999
SLC6A8,0.6575,0.5786,0.07889999999999997
MAP3K21,0.1975,0.1187,0.07880000000000001
PLAAT4,0.3971,0.3183,0.07879999999999998
HTD2,0.2912,0.2129,0.07830000000000001
DDIT4,0.5978,0.5196,0.07820000000000005
CREBZF,0.1121,0.0342,0.0779
FICD,-0.0258,-0.1032,0.0774
ST8SIA4,0.4598,0.3828,0.07700000000000001
FAM167A,0.4833,0.4071,0.07619999999999999
TNFRSF11B,-0.0182,-0.094,0.0758
POLD4,0.3945,0.3189,0.0756
RBPMS,0.464,0.3886,0.07540000000000002
ARPC2,0.2693,0.1939,0.0754
SYTL5,0.37,0.2957,0.07429999999999998
BTBD19,0.3758,0.3016,0.07420000000000004
STARD9,-0.025,-0.0992,0.07419999999999999
ARHGEF39,0.6893,0.6154,0.07390000000000008
ECM1,0.5444,0.4706,0.07379999999999998
ABCA9,0.2738,0.2003,0.07349999999999998
JRK,0.5213,0.448,0.07329999999999998
MAPT,0.4842,0.411,0.07320000000000004
ZSWIM9,0.2628,0.1899,0.07289999999999996
HSF2,0.5971,0.5243,0.07279999999999998
MAGEF1,0.2091,0.1364,0.07270000000000001
CCDC84,0.2464,0.1741,0.0723
POC1A,0.2193,0.147,0.0723
BMP7,0.5176,0.4454,0.07219999999999993
SCNN1A,0.2608,0.1888,0.07199999999999998
ADAM22,0.2071,0.1356,0.07150000000000001
ZBTB34,0.2647,0.1933,0.07139999999999999
LIF,0.6239,0.5527,0.07120000000000004
MYO6,0.4237,0.3525,0.07120000000000004
C9orf116,0.5393,0.4681,0.07119999999999999
PRSS1,0.4265,0.3554,0.0711
PIP5K1B,0.5341,0.4631,0.07100000000000001
TBKBP1,0.1988,0.1279,0.07089999999999999
TRMO,0.2953,0.225,0.0703
SERPINA7,-0.0951,-0.1654,0.07029999999999999
CAPN7,0.2988,0.2287,0.07010000000000002
DENND5B,0.3699,0.3001,0.06980000000000003
C11orf95,0.4853,0.4156,0.06969999999999998
DENND4C,0.3111,0.2416,0.06949999999999998
ZNF267,-0.1267,-0.196,0.0693
DNAH7,0.1623,0.0931,0.0692
AKAP14,0.3648,0.2957,0.0691
ADRA1D,-0.0483,-0.1171,0.0688
ZNF250,0.5787,0.5099,0.06879999999999997
FAT3,0.3291,0.2605,0.0686
GAGE1,0.6779,0.6095,0.0683999999999999
SEPTIN2,0.2425,0.1742,0.0683
NUAK2,0.5985,0.5304,0.06810000000000005
UBD,0.582,0.514,0.06799999999999995
SLC30A4,0.3237,0.2559,0.06779999999999997
ZSCAN5A,0.6132,0.5455,0.06769999999999998
FAM222B,-0.1936,-0.2611,0.0675
MRGBP,0.4767,0.4092,0.0675
SLC2A4,0.5038,0.4363,0.0675
LDHC,0.7071,0.6396,0.0675
PLA2G4E,0.7071,0.6396,0.0675
ANKHD1-EIF4EBP3,0.2983,0.2309,0.06740000000000002
STX16,0.1214,0.0542,0.0672
ATXN7L2,0.4576,0.3906,0.067
COLEC10,0.0737,0.0068,0.0669
TCF7L2,0.3111,0.2442,0.06689999999999999
BLOC1S4,0.1243,0.0574,0.06689999999999999
MGAT3,0.3487,0.2819,0.06680000000000003
APPL1,0.1354,0.0693,0.06609999999999999
MAGEC2,0.4757,0.4096,0.06609999999999999
ACTN2,0.2269,0.1608,0.06609999999999999
SLC46A1,0.3619,0.2958,0.06609999999999999
PARP3,0.6265,0.5604,0.06609999999999994
ZNF317,0.404,0.338,0.066
CNTRL,0.4525,0.3867,0.06580000000000003
ZNF134,0.2326,0.1669,0.06570000000000001
C12orf60,0.7519,0.6863,0.06559999999999999
CTNND2,0.1904,0.1249,0.06550000000000002
DPP7,0.2674,0.202,0.06540000000000001
PAGR1,0.2674,0.2022,0.06520000000000004
DONSON,-0.3791,-0.4441,0.065
ZNF511,0.3194,0.2544,0.065
FOXP2,0.5814,0.5165,0.06490000000000007
NEFH,0.2927,0.228,0.06470000000000001
CEND1,0.604,0.5397,0.06430000000000002
PGAP6,0.1934,0.1291,0.0643
RNF6,0.1783,0.1141,0.0642
TCEANC2,0.3665,0.3023,0.06419999999999998
PLXNB3,0.4325,0.3683,0.06419999999999998
NOD1,0.1726,0.1085,0.0641
PABPC4,0.0901,0.0261,0.064
ZNF16,0.6677,0.6037,0.06399999999999995
COQ10B,0.1685,0.1046,0.06390000000000001
PPP1R15B,0.1943,0.1305,0.0638
ZNF513,0.3416,0.2779,0.06370000000000003
ZNF524,0.1146,0.0509,0.06369999999999999
MIGA1,0.2518,0.1882,0.06360000000000002
PSMG3,0.2834,0.2198,0.06359999999999999
ACTR3,-0.0474,-0.1109,0.0635
ARSI,0.3255,0.2621,0.06340000000000001
PCDH10,0.0588,-0.0046,0.0634
LDB1,0.4187,0.3555,0.06320000000000003
CHST2,0.5559,0.4928,0.06309999999999993
VGF,0.5464,0.4835,0.06290000000000001
MRPL11,0.3716,0.3087,0.06290000000000001
SLC25A35,0.3584,0.2956,0.06280000000000002
WRAP73,0.3795,0.3169,0.06259999999999999
C1orf109,0.2103,0.1477,0.06259999999999999
TEF,0.436,0.3735,0.0625
ZNF354C,0.7292,0.6667,0.0625
TMEM184B,0.3791,0.3166,0.0625
C6orf15,0.5633,0.5009,0.06240000000000001
TRMT44,0.2725,0.2101,0.06240000000000001
TIGD1,0.2563,0.1941,0.06219999999999998
AR,0.4844,0.4223,0.06209999999999999
CSGALNACT1,0.5453,0.4832,0.06209999999999999
ATP6AP2,0.2546,0.1926,0.062
NEMP2,0.4518,0.3898,0.062
C11orf97,0.6475,0.5856,0.061899999999999955
BTN1A1,-0.2286,-0.2901,0.06150000000000003
KLHL5,0.5124,0.4509,0.061499999999999944
PLEKHH3,0.3845,0.3231,0.06140000000000001
ASXL1,0.4611,0.3999,0.06120000000000003
KATNA1,0.3331,0.272,0.06109999999999999
FAM92A,0.3063,0.2453,0.061000000000000026
OGDHL,0.5435,0.4828,0.060699999999999976
KMT5A,-0.0329,-0.0935,0.0606
CASP14,0.6217,0.5611,0.06059999999999999
CES3,0.2274,0.1668,0.06059999999999999
KRBA1,0.1616,0.1013,0.06029999999999999
NLRP4,0.3586,0.2983,0.060299999999999965
HPDL,0.6779,0.6178,0.06009999999999993
NINJ1,0.4304,0.3704,0.06
NFKBIL1,0.2934,0.2334,0.06
GAR1,0.2737,0.2138,0.05990000000000001
DNAJC24,0.1736,0.1137,0.05990000000000001
BACH1,0.5096,0.45,0.05960000000000004
PCDHB12,-0.0964,-0.156,0.0596
AC093323.1,0.4894,0.4298,0.059599999999999986
CHI3L2,0.7455,0.6862,0.05930000000000002
FSD1L,0.1514,0.0921,0.059300000000000005
PEAK3,0.2161,0.1568,0.05929999999999999
RAPGEF1,0.5062,0.4469,0.059299999999999964
CDKN1A,0.4226,0.3633,0.059299999999999964
SLC45A4,0.5503,0.4911,0.05920000000000003
ST3GAL4,0.2666,0.2074,0.0592
ATP1B2,0.2784,0.2192,0.059199999999999975
RWDD3,0.3126,0.2536,0.059
DPYSL5,0.7418,0.6829,0.05890000000000006
C6orf89,0.2729,0.214,0.05889999999999998
ITIH4,-0.2267,-0.2854,0.058699999999999974
MRPS9,0.4393,0.3807,0.05860000000000004
EXOC7,-0.1094,-0.168,0.05860000000000001
ZNF589,0.6485,0.5899,0.058599999999999985
DCAF1,0.455,0.3965,0.058499999999999996
EMP3,0.6213,0.5629,0.05840000000000001
FETUB,0.0627,0.0044,0.058300000000000005
ZDBF2,0.4016,0.3434,0.05820000000000003
PUF60,0.3638,0.3056,0.05820000000000003
ELOC,0.239,0.1809,0.058099999999999985
SPNS1,0.2849,0.2268,0.058099999999999985
ACOT2,0.4426,0.3846,0.057999999999999996
FZR1,0.2598,0.2018,0.05799999999999997
CEP83,0.247,0.1891,0.05790000000000001
KCNH1,-0.2125,-0.2704,0.05789999999999998
CPT1B,-0.0647,-0.1225,0.057800000000000004
CRYZL1,0.387,0.3293,0.05770000000000003
TBRG1,-0.0769,-0.1346,0.0577
TNFSF9,0.6786,0.6209,0.057699999999999974
ECHDC2,0.0893,0.0318,0.0575
ZG16B,0.5866,0.5291,0.057499999999999996
FCMR,0.4177,0.3602,0.057499999999999996
MCOLN3,0.4135,0.356,0.057499999999999996
MND1,0.3056,0.2481,0.057499999999999996
C2orf88,0.1268,0.0695,0.05729999999999999
CFHR2,-0.0517,-0.1089,0.057199999999999994
FAM174B,0.2821,0.225,0.05710000000000001
AP5B1,0.1814,0.1244,0.05700000000000001
PROSER3,0.2774,0.2204,0.05699999999999997
TIGD4,0.035,-0.0219,0.056900000000000006
UBE2D4,0.2471,0.1903,0.05679999999999999
CAMP,0.2651,0.2084,0.0567
MAGEA3,0.8136,0.7569,0.05669999999999997
TMOD3,0.2939,0.2373,0.056599999999999984
SLC35C1,0.4149,0.3583,0.056599999999999984
JAGN1,0.334,0.2775,0.056499999999999995
ZNF829,0.6792,0.6227,0.056499999999999995
NIPA2,0.0894,0.0329,0.056499999999999995
ZBTB39,0.7185,0.6621,0.056400000000000006
RPS6KA6,0.2121,0.1557,0.056400000000000006
MRPL39,0.2979,0.2415,0.056400000000000006
STARD4,0.3418,0.2854,0.056400000000000006
RAPGEF4,0.0841,0.0277,0.05639999999999999
EXD3,0.3528,0.2965,0.05630000000000002
NSUN3,0.4812,0.4249,0.05630000000000002
TPRG1,0.56,0.5038,0.05620000000000003
PBX2,0.206,0.1498,0.0562
SEPTIN7,0.3154,0.2594,0.055999999999999994
INKA1,0.3398,0.2838,0.055999999999999994
GPR137B,0.3096,0.2537,0.055900000000000005
INO80E,0.2094,0.1538,0.05560000000000001
PCGF1,0.0413,-0.0143,0.055600000000000004
SH2B3,0.4631,0.4077,0.055400000000000005
CNKSR3,0.3637,0.3083,0.055400000000000005
NSUN7,0.1059,0.0506,0.055299999999999995
LAPTM4A,0.0074,-0.0478,0.0552
MRPL46,0.3862,0.3312,0.05499999999999999
RITA1,0.2497,0.1948,0.054900000000000004
VPS51,0.3241,0.2692,0.054900000000000004
SSRP1,0.5244,0.4695,0.054900000000000004
GAS2L3,0.3497,0.2948,0.054900000000000004
MAZ,0.3557,0.3008,0.054900000000000004
DLX5,0.7713,0.7164,0.05489999999999995
SEC14L1,0.444,0.3893,0.054700000000000026
POLR3G,0.5651,0.5105,0.05460000000000009
HELB,0.4993,0.4447,0.05460000000000004
MRPL54,0.1242,0.0696,0.05460000000000001
FAM171A2,0.6529,0.5983,0.05459999999999998
MMP12,0.573,0.5184,0.05459999999999998
ZFYVE16,0.485,0.4304,0.05459999999999998
ERN1,0.312,0.2575,0.05449999999999999
RNF123,0.123,0.0686,0.054400000000000004
GUK1,0.5595,0.5051,0.054400000000000004
GRAMD1C,0.3438,0.2894,0.054400000000000004
GNPDA2,0.2968,0.2425,0.054300000000000015
STK17A,0.5716,0.5174,0.054200000000000026
SLC2A6,0.4545,0.4003,0.054200000000000026
TREM2,0.2687,0.2145,0.0542
SEC16A,0.1246,0.0704,0.0542
LAMA3,0.5984,0.5443,0.05410000000000004
AMN1,0.5086,0.4545,0.05410000000000004
TMC8,0.2553,0.2012,0.05410000000000004
ADGRL4,0.3818,0.3277,0.05409999999999998
ADH4,0.054,0.0,0.054
SIDT1,0.4924,0.4384,0.05399999999999999
HLA-A,0.2455,0.1916,0.0539
TCF25,0.4939,0.44,0.0539
TMBIM1,0.6029,0.549,0.05389999999999995
PDE12,0.4596,0.4058,0.053800000000000014
NEIL2,0.3314,0.2776,0.05379999999999996
SPINK1,0.2577,0.204,0.0537
ZNF467,0.5411,0.4875,0.053600000000000037
HEXB,0.5638,0.5102,0.05359999999999998
OIP5,0.5509,0.4974,0.053499999999999936
SCN10A,-0.2859,-0.3391,0.053200000000000025
CAPZA1,0.3558,0.3028,0.05299999999999999
ZDHHC23,0.6827,0.6298,0.05289999999999995
MED23,0.4006,0.3479,0.052700000000000025
VPS33B,0.4021,0.3495,0.052600000000000036
CREB3L4,-0.2155,-0.2681,0.05260000000000001
ZFHX4,0.0107,-0.0419,0.0526
DPYS,0.3615,0.3089,0.05259999999999998
CLEC4E,0.544,0.4915,0.05250000000000005
TBC1D32,0.4129,0.3604,0.05249999999999999
FBXO17,0.7081,0.6556,0.05249999999999999
RING1,0.3685,0.3161,0.0524
EEF1AKMT2,0.4096,0.3573,0.05230000000000001
SNAPIN,0.0947,0.0425,0.0522
DRAP1,0.1503,0.0981,0.05219999999999998
HAX1,0.3766,0.3244,0.05219999999999997
CPSF4,0.3695,0.3173,0.05219999999999997
SF3B2,0.3228,0.2707,0.05209999999999998
KRTCAP2,0.1058,0.0538,0.052000000000000005
ATRIP,0.4339,0.3819,0.05199999999999999
UROD,0.5112,0.4594,0.05180000000000001
CNOT11,0.4127,0.3609,0.05180000000000001
CLEC7A,0.8556,0.8039,0.05170000000000008
HMBS,0.4556,0.4039,0.051700000000000024
SKAP2,0.228,0.1763,0.051699999999999996
TMCO6,0.3263,0.2746,0.05169999999999997
TLR1,0.5588,0.5072,0.05159999999999998
RTRAF,0.1695,0.118,0.05150000000000002
FMO2,0.4458,0.3943,0.05149999999999999
ELK3,0.5131,0.4616,0.05149999999999999
NFIA,0.2496,0.1982,0.0514
EZHIP,0.1094,0.058,0.051399999999999994
GATD1,0.131,0.0797,0.05130000000000001
MYH13,-0.0454,-0.0967,0.05129999999999999
SCAP,0.3693,0.3181,0.05120000000000002
ZMYM5,0.1695,0.1183,0.05120000000000001
ANGEL1,0.1261,0.0749,0.051199999999999996
SGSM2,0.4081,0.357,0.051100000000000034
SLC30A7,0.2836,0.2326,0.05100000000000002
WDR7,0.3414,0.2904,0.05099999999999999
CMKLR1,0.6583,0.6074,0.050899999999999945
TRDN,-0.2354,-0.2861,0.05070000000000002
NMNAT3,0.2737,0.223,0.050699999999999995
ZBTB25,0.236,0.1853,0.050699999999999995
MORN2,0.3913,0.3406,0.05069999999999997
FKBP1A,0.3829,0.3323,0.050600000000000034
GNAI2,0.5397,0.4891,0.05059999999999998
CAPN3,0.1552,0.1047,0.0505
HSPG2,0.4129,0.3624,0.05049999999999999
INAVA,0.5785,0.528,0.05049999999999999
TTC22,0.5199,0.4695,0.050400000000000056
CTDSP1,0.1773,0.1269,0.0504
LYRM4,0.4239,0.3735,0.0504
PHF8,0.4576,0.4073,0.05030000000000001
YIPF6,0.158,0.1077,0.0503
JRKL,0.1399,0.0897,0.050199999999999995
MT-CYB,0.015,-0.0351,0.0501
CPS1,0.7033,0.6533,0.050000000000000044
BCAT1,0.5742,0.5242,0.050000000000000044
IRF2,0.2796,0.2296,0.05000000000000002
CLIP1,0.0786,0.0286,0.05
ECM2,0.5092,0.4592,0.04999999999999999
PLCD3,0.4896,0.4397,0.0499
PIK3R5,0.5887,0.5389,0.049799999999999955
GPR84,0.2771,0.2274,0.04970000000000002
JAZF1,0.2043,0.1546,0.04970000000000002
WDR17,-0.0782,-0.1279,0.04970000000000001
MAGEA8,0.0373,-0.0124,0.0497
AZU1,0.0144,-0.0353,0.049699999999999994
BOP1,0.5892,0.5395,0.049699999999999966
PNPLA7,0.1755,0.1259,0.04959999999999998
ZNF768,0.6698,0.6202,0.04959999999999998
KCNN4,0.6692,0.6196,0.04959999999999998
HPSE2,0.1213,0.0718,0.0495
C6orf141,0.1191,0.0696,0.0495
RHEX,0.5076,0.4582,0.049400000000000055
TUBB1,0.1126,0.0632,0.0494
MRPL21,0.2596,0.2102,0.0494
GLS2,0.5892,0.5398,0.0494
FAM151B,0.4571,0.4078,0.04930000000000001
TENM3,0.6332,0.5839,0.04930000000000001
LRRC8B,0.4493,0.4,0.049299999999999955
BORCS6,0.4342,0.3849,0.049299999999999955
SIGLEC12,0.8679,0.8187,0.04920000000000002
CDCA2,0.4691,0.4199,0.04920000000000002
PEX2,0.1407,0.0915,0.049199999999999994
SMTNL2,0.4332,0.384,0.049199999999999966
MRPL18,0.1951,0.146,0.049100000000000005
PMM1,0.3887,0.3396,0.04909999999999998
PI4K2B,0.455,0.406,0.04899999999999999
H2BE1,-0.2953,-0.3442,0.0489
UBE2J2,0.3657,0.3169,0.04880000000000001
AUH,0.341,0.2923,0.04870000000000002
TBL1Y,0.134,0.0853,0.04870000000000001
CSNK2B,0.2389,0.1902,0.04869999999999999
CHCHD5,0.2825,0.2338,0.048699999999999966
ORC3,0.4276,0.3789,0.048699999999999966
RFX7,0.4236,0.3749,0.048699999999999966
GNG10,0.26,0.2114,0.048600000000000004
KIF5A,0.0088,-0.0398,0.048600000000000004
DHRSX,0.3917,0.3432,0.04849999999999999
ZNF496,0.6649,0.6165,0.0484
ARSB,0.5615,0.5131,0.0484
ITPR1,0.513,0.4646,0.0484
C7orf25,0.3572,0.3089,0.04830000000000001
AMDHD2,0.4389,0.3906,0.04830000000000001
CHFR,0.4597,0.4114,0.04830000000000001
BUD13,0.6599,0.6116,0.04830000000000001
SFMBT2,0.3765,0.3282,0.04830000000000001
MSRB1,0.2934,0.2451,0.04829999999999998
TCP1,0.5141,0.4659,0.04820000000000002
LUM,0.3992,0.351,0.04820000000000002
MZT1,0.2979,0.2497,0.04819999999999999
NGDN,0.4271,0.3789,0.048199999999999965
MYBPC1,0.3793,0.3312,0.04810000000000003
TTC8,0.151,0.1029,0.04809999999999999
TMEM102,0.3876,0.3395,0.048099999999999976
ZC4H2,0.4679,0.4198,0.048099999999999976
ENC1,0.7177,0.6697,0.04800000000000004
DLX6,0.6926,0.6447,0.04789999999999994
OPA3,0.3322,0.2844,0.04780000000000001
CDON,0.4363,0.3885,0.04780000000000001
ELF4,-0.0365,-0.0843,0.0478
ZBED8,0.5469,0.4992,0.047700000000000076
OSTM1,0.3236,0.2759,0.04770000000000002
TRAK1,0.3081,0.2604,0.047699999999999965
CEP295,0.2436,0.196,0.0476
PLEKHJ1,-0.0319,-0.0795,0.0476
UNC119,0.4256,0.378,0.047599999999999976
COL13A1,0.1006,0.0531,0.047499999999999994
LTO1,0.4079,0.3604,0.04749999999999999
OGDH,0.3906,0.3431,0.04749999999999999
RASGRP4,0.4859,0.4385,0.0474
CHGA,0.2707,0.2234,0.04730000000000001
SCAMP5,0.4736,0.4263,0.04730000000000001
ADAMDEC1,0.3819,0.3346,0.04730000000000001
EIF1AD,0.4045,0.3572,0.04730000000000001
ZNF696,0.5223,0.4751,0.047199999999999964
MRPL35,0.4892,0.4421,0.04710000000000003
POLR2K,0.3088,0.2617,0.04710000000000003
YWHAH,0.6346,0.5875,0.04710000000000003
MRPL2,0.4053,0.3582,0.047099999999999975
NEK11,0.7762,0.7292,0.04700000000000004
XAB2,0.4655,0.4185,0.04700000000000004
ZFAT,0.2123,0.1653,0.046999999999999986
FAM122B,0.2743,0.2275,0.04679999999999998
HEPHL1,0.3594,0.3127,0.04670000000000002
WASF2,-0.0202,-0.0669,0.046700000000000005
DDX54,0.4185,0.3718,0.046699999999999964
KLK13,0.7118,0.6651,0.046699999999999964
CDC16,0.4541,0.4075,0.04660000000000003
IGLV3-16,0.0777,0.0311,0.0466
LGALS4,0.4133,0.3668,0.046499999999999986
PDE4A,0.3488,0.3023,0.046499999999999986
PABPN1,0.2216,0.1751,0.046499999999999986
SULT1B1,-0.2026,-0.249,0.0464
BBOX1,0.5715,0.5251,0.0464
MSRA,0.5683,0.522,0.04630000000000001
CPSF1,0.263,0.2167,0.04630000000000001
PICALM,0.6146,0.5683,0.04630000000000001
SHPRH,0.6191,0.5728,0.04630000000000001
RNF213,0.6346,0.5884,0.04620000000000002
EVI5,0.5602,0.5141,0.04610000000000003
CYP4V2,0.229,0.1829,0.0461
MED30,0.4869,0.4408,0.046099999999999974
PLA2G5,0.4117,0.3657,0.045999999999999985
IP6K2,0.0313,-0.0146,0.0459
PLEKHB2,0.3628,0.3169,0.045899999999999996
RNF141,0.5216,0.4757,0.04589999999999994
C12orf57,0.532,0.4862,0.04580000000000001
SOBP,0.2456,0.1998,0.04580000000000001
MTMR4,-0.007,-0.0528,0.0458
FKBP5,0.5099,0.4642,0.04570000000000002
EPHX3,0.35,0.3043,0.04569999999999996
RCAN1,0.5627,0.517,0.04569999999999996
CCNC,0.2094,0.1638,0.0456
ERMARD,-0.1625,-0.2081,0.0456
HNRNPU,-0.0632,-0.1088,0.04559999999999999
KANSL2,0.3213,0.2757,0.045599999999999974
DLC1,0.6407,0.5952,0.045500000000000096
KLF6,0.272,0.2265,0.04550000000000001
LIN52,0.2482,0.2027,0.04550000000000001
HIVEP2,0.3716,0.3261,0.045499999999999985
MAD2L1BP,0.4426,0.3971,0.045499999999999985
CCDC51,0.2526,0.2071,0.045499999999999985
PTBP2,0.7078,0.6623,0.045499999999999985
INO80,0.3271,0.2816,0.045499999999999985
SLC31A1,0.2695,0.2241,0.045400000000000024
MTMR6,0.5926,0.5472,0.045399999999999996
CYSRT1,0.4415,0.3961,0.045399999999999996
EPHA7,0.7923,0.747,0.04530000000000001
ABHD17C,0.5151,0.4699,0.04520000000000002
FNIP1,0.2449,0.1997,0.04520000000000002
IREB2,0.4428,0.3976,0.04520000000000002
MRPL14,0.3121,0.2669,0.04519999999999996
ARL5A,0.1295,0.0844,0.0451
CCT6B,0.1422,0.0971,0.04509999999999999
FBXL3,0.4331,0.388,0.04509999999999997
PRPF6,0.5212,0.4761,0.04509999999999997
KIAA0040,0.6377,0.5927,0.04500000000000004
WDR46,0.4322,0.3872,0.044999999999999984
LRRN4CL,0.0342,-0.0107,0.0449
FOXM1,0.4302,0.3854,0.044800000000000006
TOX4,0.1151,0.0703,0.04479999999999999
KDELR3,0.6494,0.6046,0.04479999999999995
CD163,0.5874,0.5427,0.04470000000000007
IGHV3-21,0.4786,0.4339,0.04470000000000002
TMEM267,0.325,0.2804,0.04460000000000003
AMPD1,0.4552,0.4106,0.04459999999999997
SERF2,0.5505,0.5059,0.04459999999999997
VARS1,0.3789,0.3344,0.04450000000000004
BBS7,0.2777,0.2332,0.04450000000000001
LAGE3,0.2083,0.1638,0.04450000000000001
TGFA,0.6612,0.6167,0.044499999999999984
INAFM2,0.6517,0.6072,0.044499999999999984
SART1,0.4148,0.3704,0.044399999999999995
LIMS1,0.4211,0.3767,0.044399999999999995
CHD4,0.3851,0.3408,0.044300000000000006
TMEM219,0.3944,0.3501,0.04429999999999995
HCAR2,0.5427,0.4984,0.04429999999999995
SNX18,0.5879,0.5437,0.04420000000000002
GEM,0.662,0.6178,0.04420000000000002
NOCT,0.5279,0.4837,0.04420000000000002
TUBE1,0.4045,0.3603,0.04420000000000002
