gene,spearman_r,p_value,n_samples
ANXA9,0.6508,1.3161887019013548e-13,102
SENP6,0.6508,1.322343276992348e-13,102
CCDC102B,0.6508,6.716401146361144e-12,88
YARS2,0.6508,1.3134815011048607e-13,102
GLMN,0.6508,1.3114871758694147e-13,102
GINS4,0.6507,1.3302184662022883e-13,102
KCTD18,0.6507,1.3309422347129286e-13,102
TXNDC16,0.6506,5.492081441666074e-13,97
SPATA18,0.6506,1.3448547115098922e-13,102
GNL3L,0.6506,1.3545004704067421e-13,102
SVIL,0.6505,1.359529787037276e-13,102
URB2,0.6504,1.373611536176197e-13,102
CD99L2,0.6503,1.4032366572298922e-13,102
PRKAB1,0.6502,1.4184855960956613e-13,102
NDUFAF2,0.6501,1.428197154986791e-13,102
OTUB1,0.65,1.4530946641998752e-13,102
PBXIP1,0.65,1.4499129505413837e-13,102
TPP2,0.6499,1.4696499562717307e-13,102
COASY,0.6498,1.4730630863109911e-13,102
CYP51A1,0.6497,1.491132971794357e-13,102
KDM2B,0.6497,1.4890957305894484e-13,102
NAGK,0.6497,1.4900553129206184e-13,102
HDHD3,0.6497,1.4903914868218007e-13,102
NUP93,0.6496,1.506169557647269e-13,102
PTEN,0.6496,1.5190226032533753e-13,102
RUFY3,0.6496,1.51450719816204e-13,102
OGFRL1,0.6496,1.5090820745610676e-13,102
INA,0.6494,3.1269078247629625e-11,83
HIC1,0.6493,1.5615877817356025e-13,102
KCNK1,0.649,5.320804533192353e-10,73
TAB2,0.649,1.6283753827891677e-13,102
RNASE1,0.649,1.616298017075419e-13,102
RAD18,0.6489,1.0714777740232486e-11,87
IQSEC2,0.6489,1.6422016746228949e-13,102
AGO2,0.6487,1.6741325465157962e-13,102
NRIP1,0.6486,2.2143952226481914e-09,68
TMF1,0.6486,1.6939895449339868e-13,102
MOB3A,0.6486,1.6896483608574088e-13,102
CWF19L1,0.6485,1.720056407891592e-13,102
SLC36A4,0.6485,0.04254012768448949,10
ITPKC,0.6485,1.712946217687402e-13,102
KCNQ1,0.6485,1.097847276724681e-06,46
GGNBP2,0.6484,1.723608193385595e-13,102
SMYD2,0.6483,1.7571288925429121e-13,102
TMEM19,0.6482,1.7638030764726399e-13,102
IGF1,0.648,8.78766326583546e-12,88
SERPINB6,0.648,1.8228578229944528e-13,102
DHX37,0.648,1.8170665925017515e-13,102
WWOX,0.648,1.821528658141501e-13,102
GSPT1,0.6479,1.8355175742681262e-13,102
SCYL2,0.6479,1.8313552716419388e-13,102
AGFG1,0.6479,1.839641596529604e-13,102
TARS2,0.6479,1.8353530541611464e-13,102
STX19,0.6477,1.4658187776271775e-05,37
CDC37L1,0.6477,1.8827392138719102e-13,102
CCDC85C,0.6477,1.8736244683901749e-13,102
MGA,0.6477,1.880319223676389e-13,102
PISD,0.6476,1.8956654084321684e-13,102
CST6,0.6476,2.286718694401907e-12,93
LIME1,0.6476,7.570907918335657e-13,97
NUDT19,0.6476,1.8951695286461167e-13,102
CROCC2,0.6476,1.8966698171516178e-13,102
TMEM185B,0.6476,5.523330274132416e-09,65
BCCIP,0.6475,1.9156125465151038e-13,102
PTGES2,0.6475,1.9197197990914462e-13,102
MRM3,0.6474,1.9327051163343002e-13,102
GPR39,0.6474,6.057141700962832e-10,73
GINS3,0.6471,2.012808873339571e-13,102
TRIM32,0.647,2.0387215038008866e-13,102
CDC42BPA,0.647,2.0369252928945009e-13,102
HUWE1,0.647,2.038490113685583e-13,102
EMD,0.6468,2.0769134406756086e-13,102
HNRNPUL1,0.6468,2.0661598226297032e-13,102
TEK,0.6468,2.085411605960586e-13,102
WWP2,0.6466,2.1333864617650305e-13,102
ASPHD2,0.6466,1.1205365049145599e-09,71
DHX38,0.6465,2.158095604556218e-13,102
RBM28,0.6465,2.1603459543959985e-13,102
ALYREF,0.6465,2.15816656173487e-13,102
RPS6KA4,0.6464,2.1775620421035427e-13,102
CDV3,0.6464,2.1831948196563727e-13,102
SEC62,0.6464,2.176946240275867e-13,102
WDFY2,0.6463,2.2060483845331478e-13,102
IGHV6-1,0.6462,2.2232280383684272e-13,102
MMP28,0.6461,2.2403387437090523e-13,102
TTC19,0.646,2.2700375671434838e-13,102
SRGN,0.646,2.2772350975034196e-13,102
SCGB1A1,0.6459,2.29860817117008e-13,102
MYO19,0.6458,2.3207893151640577e-13,102
SLC25A10,0.6457,3.67841429315181e-12,92
DPH6,0.6456,2.366949489765722e-13,102
LZTS1,0.6456,2.381382466781414e-13,102
NUDT12,0.6455,2.411625651431174e-13,102
SBF2,0.6453,2.458025985749334e-13,102
JPH2,0.6452,2.477145627954226e-13,102
ANKRD54,0.6451,2.508210373423614e-13,102
KCTD16,0.6451,6.069694821402199e-08,57
PDCD5,0.645,2.5499928589898427e-13,102
MAVS,0.6449,2.5843749781791777e-13,102
CD177,0.6447,2.64273684145235e-13,102
IQGAP1,0.6447,2.627164138693535e-13,102
DLX6,0.6447,1.1812162422728338e-08,63
CCDC9B,0.6446,2.645706444574241e-13,102
LPL,0.6445,2.6741170302238895e-13,102
INPP5A,0.6445,2.6825381227275744e-13,102
YWHAE,0.6445,2.681124023887837e-13,102
IGLV10-54,0.6445,1.9289056302836975e-10,78
KIF20B,0.6444,2.727399390573496e-13,102
ANKRD6,0.6444,4.4197789765572523e-10,75
IL3RA,0.6443,2.4443358299985778e-12,94
GTPBP1,0.6443,2.7495146025807103e-13,102
EPRS1,0.6442,2.794597012471896e-13,102
MPHOSPH10,0.6442,2.788896955816592e-13,102
GLIPR1,0.6441,2.82120203654081e-13,102
KNTC1,0.644,2.8297199537666284e-13,102
SFTPC,0.644,2.838687218869933e-13,102
SCFD1,0.6438,2.8940334722353755e-13,102
PDXP,0.6438,2.903380531460805e-13,102
CAMKMT,0.6438,1.1341912997258524e-12,97
PPP1R2,0.6437,2.951969086325672e-13,102
PRKCA,0.6436,2.9622878383119226e-13,102
USP4,0.6436,2.982576683558598e-13,102
CARHSP1,0.6436,2.9824035341288667e-13,102
MCAT,0.6436,2.95855895363058e-13,102
LSS,0.6435,2.994297879265881e-13,102
