gene,tumor_r,normal_r,delta_r
ACTG2,0.5913,0.5608,0.030500000000000083
IGKV3D-20,0.4223,0.3918,0.030500000000000027
HMGN5,0.4158,0.3853,0.030500000000000027
NAA16,0.4253,0.3948,0.030500000000000027
XPO1,0.1934,0.1629,0.0305
OSBPL8,0.4376,0.4071,0.03049999999999997
HOPX,0.6823,0.6518,0.03049999999999997
COA7,0.5788,0.5483,0.03049999999999997
WDR44,0.5372,0.5067,0.03049999999999997
C2orf69,0.3806,0.3501,0.03049999999999997
BROX,0.5149,0.4845,0.030400000000000038
CD53,0.4823,0.4519,0.030399999999999983
HMGB3,0.7609,0.7305,0.030399999999999983
ZNF521,0.8415,0.8111,0.030399999999999983
KRT18,0.601,0.5706,0.030399999999999983
BAZ1B,0.3479,0.3175,0.030399999999999983
PTX3,0.4007,0.3703,0.030399999999999983
CASC1,0.1401,0.1098,0.030300000000000007
C9,-0.0029,-0.0332,0.0303
GRAMD1B,0.3866,0.3563,0.030299999999999994
LAMP1,0.6319,0.6016,0.030299999999999994
IGHV3-73,0.4339,0.4036,0.030299999999999994
RPL13A,0.3189,0.2886,0.030299999999999994
USP12,0.2734,0.2431,0.030299999999999966
CHCHD7,0.1433,0.1131,0.030200000000000005
PRKRA,0.3206,0.2904,0.030200000000000005
KTN1,0.5844,0.5542,0.030200000000000005
RPL7L1,0.0742,0.044,0.030200000000000005
EXOC7,0.1707,0.1405,0.030199999999999977
STARD13,0.5063,0.4761,0.03019999999999995
STK17B,0.6994,0.6693,0.030100000000000016
RAB7A,0.6366,0.6065,0.030100000000000016
ZMYND11,0.3901,0.36,0.030100000000000016
HSD3B7,0.7735,0.7434,0.030100000000000016
MRPL50,0.1005,0.0704,0.030100000000000002
NOS1,0.2723,0.2422,0.030099999999999988
TOP3A,0.1296,0.0995,0.030099999999999988
DSTYK,0.2079,0.1778,0.030099999999999988
MYRIP,0.5438,0.5137,0.030099999999999905
SMLR1,0.7345,0.7045,0.030000000000000027
AMPD2,0.5614,0.5314,0.030000000000000027
SENP6,-0.1134,-0.1434,0.03
DTWD1,-0.0014,-0.0314,0.03
AGR2,0.4063,0.3763,0.02999999999999997
EED,0.2997,0.2698,0.029900000000000038
HNRNPA1,0.1872,0.1573,0.02990000000000001
NDUFS8,0.234,0.2041,0.02990000000000001
PI3,0.0623,0.0324,0.029900000000000003
HSCB,0.288,0.2581,0.029899999999999982
PRF1,0.4942,0.4643,0.029899999999999982
OSBPL10,0.7854,0.7556,0.029799999999999938
CCDC174,0.2446,0.2149,0.029700000000000004
BTF3L4,0.3932,0.3635,0.029700000000000004
CLPS,-0.396,-0.4257,0.029700000000000004
TYW3,0.2541,0.2244,0.029700000000000004
HSPH1,0.697,0.6673,0.02969999999999995
HSPB7,0.4514,0.4218,0.029600000000000015
BCL2L11,0.2,0.1704,0.029600000000000015
NPRL3,-0.0509,-0.0805,0.0296
IRF8,0.2759,0.2463,0.029599999999999987
ADAL,0.5619,0.5323,0.02959999999999996
LDHB,0.5386,0.509,0.02959999999999996
MBOAT2,0.5404,0.5108,0.02959999999999996
GIPC3,0.8251,0.7955,0.02959999999999996
SNX1,0.4605,0.431,0.029500000000000026
DENND4C,0.5288,0.4993,0.029500000000000026
AGPAT5,0.3551,0.3256,0.029500000000000026
TEX10,0.2999,0.2704,0.029500000000000026
TCEAL1,0.3506,0.3211,0.029500000000000026
RAC3,0.4848,0.4553,0.029500000000000026
HMG20B,-0.0867,-0.1162,0.0295
CDKN2AIPNL,-0.0295,-0.059,0.0295
PLIN1,0.3882,0.3587,0.02949999999999997
SULF1,0.8637,0.8342,0.02949999999999997
CDIP1,0.4809,0.4514,0.02949999999999997
EPHB4,0.5004,0.4709,0.02949999999999997
PMPCA,0.4115,0.382,0.02949999999999997
NUP205,0.1471,0.1177,0.02940000000000001
SERPINB5,-0.0748,-0.1042,0.029399999999999996
TMX3,0.3941,0.3647,0.02939999999999998
PEX5,0.7846,0.7552,0.02939999999999998
KRBA1,0.7743,0.7449,0.02939999999999998
MYO1D,0.7911,0.7617,0.02939999999999998
MAPK7,0.2533,0.224,0.02930000000000002
KDM5C,0.5297,0.5004,0.029299999999999993
KL,0.327,0.2977,0.029299999999999993
ADH1C,0.3599,0.3306,0.029299999999999993
XPNPEP3,0.3981,0.3688,0.029299999999999993
UACA,0.6341,0.6048,0.029299999999999993
ACP5,0.7779,0.7486,0.029299999999999993
CEBPZOS,0.3868,0.3575,0.029299999999999993
NKAP,0.2444,0.2152,0.029200000000000004
XAB2,0.3413,0.3121,0.029200000000000004
HTATIP2,0.7925,0.7633,0.029200000000000004
VSIR,0.6059,0.5767,0.029200000000000004
DCAF12L1,0.7495,0.7203,0.029200000000000004
PNPLA8,0.2296,0.2004,0.029200000000000004
DBT,0.3638,0.3346,0.029200000000000004
NXT2,0.0917,0.0626,0.0291
WDR91,0.4394,0.4104,0.029000000000000026
TPRG1L,0.4647,0.4357,0.029000000000000026
RCBTB2,0.5573,0.5283,0.029000000000000026
HIC1,0.7512,0.7222,0.029000000000000026
TTC30A,0.3446,0.3156,0.029000000000000026
SLC12A3,-0.0202,-0.0492,0.029
AP5M1,0.2572,0.2282,0.028999999999999998
THBS4,0.1357,0.1067,0.028999999999999984
NAA15,0.4661,0.4372,0.028900000000000037
RMDN3,0.6942,0.6653,0.028900000000000037
LRSAM1,0.5939,0.565,0.028900000000000037
MZT1,0.0671,0.0382,0.02890000000000001
OXNAD1,0.1021,0.0732,0.028899999999999995
SLC30A2,0.3853,0.3564,0.02889999999999998
SUMF2,0.6573,0.6285,0.028800000000000048
ABHD12,0.5429,0.5141,0.028800000000000048
SH3BP2,0.3815,0.3527,0.028799999999999992
COX7A1,0.7412,0.7124,0.028799999999999937
LARP4,0.6375,0.6087,0.028799999999999937
RCOR1,0.5525,0.5237,0.028799999999999937
GNPDA1,0.6743,0.6456,0.02870000000000006
OGFRL1,0.5731,0.5444,0.02870000000000006
KMT5A,-0.1725,-0.2012,0.028700000000000003
CFH,0.3402,0.3115,0.028700000000000003
ICAM3,0.3769,0.3482,0.028700000000000003
CCT6A,0.2822,0.2535,0.028700000000000003
ARNT2,0.1752,0.1465,0.028700000000000003
NUDT19,0.4681,0.4394,0.028700000000000003
MRPS21,0.1928,0.1641,0.028700000000000003
MOCOS,0.4643,0.4356,0.028700000000000003
MTF1,0.0851,0.0564,0.028699999999999996
ZBTB38,0.1326,0.1039,0.02869999999999999
RRAS2,0.6162,0.5875,0.028699999999999948
LMOD1,0.8727,0.8441,0.02860000000000007
ANKMY2,0.6741,0.6455,0.02860000000000007
SF3B5,-0.1362,-0.1648,0.028600000000000014
UFD1,0.3805,0.3519,0.028600000000000014
RPL8,0.3497,0.3211,0.028600000000000014
KIAA1109,0.2294,0.2008,0.028599999999999987
GPNMB,0.8422,0.8136,0.02859999999999996
CLIC5,0.6664,0.6378,0.02859999999999996
MYO19,0.5196,0.491,0.02859999999999996
OAT,0.4563,0.4277,0.02859999999999996
EPHX1,0.6961,0.6676,0.02850000000000008
GGA2,0.802,0.7735,0.02850000000000008
UBAP1,0.4192,0.3907,0.028500000000000025
NINJ1,0.3755,0.347,0.028500000000000025
OSTC,0.105,0.0765,0.028499999999999998
SMG8,0.0943,0.0658,0.028499999999999998
GAL3ST4,0.5638,0.5353,0.02849999999999997
TGFBI,0.7272,0.6987,0.02849999999999997
TTC1,0.7137,0.6852,0.02849999999999997
GGA3,0.3591,0.3306,0.02849999999999997
INSR,0.7823,0.7538,0.02849999999999997
TWSG1,0.6871,0.6587,0.028400000000000092
TTC8,0.329,0.3006,0.028400000000000036
MCL1,0.2383,0.2099,0.02840000000000001
RPL7A,0.0543,0.0259,0.0284
HSD11B1,0.7711,0.7427,0.02839999999999998
NTHL1,0.538,0.5096,0.02839999999999998
NEDD4,0.7072,0.6789,0.028300000000000103
PGAP1,0.2574,0.2291,0.02830000000000002
TRRAP,-0.0484,-0.0767,0.028300000000000006
PGK1,0.6527,0.6244,0.028299999999999992
GNE,0.6324,0.6041,0.028299999999999992
GPX7,0.7346,0.7063,0.028299999999999992
ESRRA,0.316,0.2877,0.028299999999999992
AP2A2,0.1803,0.152,0.028299999999999992
RHBDF2,0.5563,0.528,0.028299999999999992
JDP2,0.3958,0.3676,0.028200000000000003
ZNF598,0.3424,0.3142,0.028200000000000003
DGKZ,0.6209,0.5927,0.028200000000000003
PAXBP1,0.3075,0.2793,0.028200000000000003
IGSF3,0.5894,0.5612,0.028200000000000003
SHROOM3,0.6308,0.6026,0.028200000000000003
ARHGAP15,0.6538,0.6256,0.028200000000000003
CDH5,0.7675,0.7394,0.028100000000000014
DCLK2,0.7038,0.6757,0.028100000000000014
VCAN,0.751,0.7229,0.028100000000000014
SYNGR2,0.6185,0.5904,0.028100000000000014
FCHO2,0.6037,0.5756,0.028100000000000014
SIN3A,0.3463,0.3182,0.028100000000000014
CPSF3,0.0965,0.0684,0.0281
C4orf33,0.2845,0.2564,0.02809999999999996
TPSAB1,0.4783,0.4503,0.028000000000000025
FGA,0.7569,0.7289,0.028000000000000025
CLDN12,0.2063,0.1783,0.028000000000000025
S100A9,0.4822,0.4542,0.028000000000000025
ELL,0.2446,0.2166,0.028000000000000025
NEMP1,0.0492,0.0212,0.028
MTHFS,0.4552,0.4272,0.02799999999999997
ARMC8,0.3842,0.3562,0.02799999999999997
SYS1,0.4905,0.4625,0.02799999999999997
TFF1,0.2402,0.2123,0.027900000000000008
AC004706.3,-0.0756,-0.1035,0.027899999999999994
B3GNTL1,0.306,0.2781,0.02789999999999998
VIPAS39,0.4027,0.3748,0.02789999999999998
PLCG1,0.6575,0.6296,0.027899999999999925
CXADR,0.7109,0.683,0.027899999999999925
NR1D1,0.4039,0.3761,0.02779999999999999
FGD5,0.9004,0.8726,0.027799999999999936
UGT1A9,0.7443,0.7165,0.027799999999999936
PAICS,0.7154,0.6877,0.027700000000000058
TSR1,0.5198,0.4921,0.027700000000000058
HINT3,0.4953,0.4676,0.027700000000000002
CPB2,-0.0919,-0.1196,0.027700000000000002
TNPO1,0.2955,0.2678,0.027700000000000002
DDAH2,0.6446,0.6169,0.027699999999999947
FAM120A,0.6453,0.6176,0.027699999999999947
NME7,0.547,0.5194,0.02760000000000007
MAX,0.3462,0.3186,0.027600000000000013
VPS26A,0.4287,0.4011,0.027600000000000013
NCKAP5L,0.3595,0.3319,0.027600000000000013
MAGEA4,-0.0238,-0.0514,0.0276
HEG1,0.5699,0.5423,0.027599999999999958
ENOSF1,0.5477,0.5201,0.027599999999999958
APOL3,0.7867,0.7591,0.027599999999999958
TCIRG1,0.5574,0.5298,0.027599999999999958
PTPRC,0.8099,0.7823,0.027599999999999958
ERO1A,0.8162,0.7887,0.02750000000000008
TYROBP,0.7457,0.7182,0.02750000000000008
SRPX2,0.5812,0.5537,0.02750000000000008
LAMTOR1,0.3446,0.3171,0.027500000000000024
GTPBP8,0.0876,0.0601,0.027499999999999997
STAT5B,0.6799,0.6524,0.02749999999999997
GPX4,0.8355,0.808,0.02749999999999997
ZHX3,0.4478,0.4203,0.02749999999999997
KIAA1191,0.5668,0.5393,0.02749999999999997
SPAG1,0.7049,0.6774,0.02749999999999997
ANTXR1,0.7677,0.7403,0.02740000000000009
TBC1D8,0.468,0.4406,0.027400000000000035
SYDE1,0.4857,0.4583,0.027400000000000035
DHX29,0.6494,0.622,0.02739999999999998
UBE2V2,0.3105,0.2831,0.02739999999999998
IGLV2-14,0.2911,0.2638,0.027300000000000046
CRHBP,0.3405,0.3132,0.027300000000000046
PALM,0.1395,0.1122,0.02730000000000002
NRIP1,0.1223,0.095,0.027300000000000005
HEXD,0.4541,0.4268,0.02729999999999999
PLXNB1,0.3709,0.3436,0.02729999999999999
CD74,0.8441,0.8168,0.02729999999999999
MPPE1,0.29,0.2628,0.027200000000000002
MAP3K5,0.6703,0.6431,0.027200000000000002
CDC42EP1,0.4557,0.4285,0.027200000000000002
AP2S1,0.097,0.0698,0.027200000000000002
KIF13B,0.6741,0.647,0.027100000000000013
FAM91A1,0.4945,0.4674,0.027100000000000013
SETD9,0.3034,0.2763,0.027100000000000013
ZFC3H1,-0.0116,-0.0387,0.0271
ELF1,0.346,0.3189,0.027099999999999957
TSPAN8,0.414,0.3869,0.027099999999999957
EML2,0.4409,0.4139,0.027000000000000024
PDK1,0.6559,0.6289,0.027000000000000024
NDUFB6,0.265,0.238,0.027000000000000024
ZNF358,0.4091,0.3821,0.027000000000000024
RAB18,0.445,0.418,0.027000000000000024
HSDL1,0.3389,0.3119,0.02699999999999997
HIP1,0.816,0.789,0.026999999999999913
LRP10,0.2877,0.2608,0.026900000000000035
MBTD1,-0.05,-0.0769,0.026899999999999993
C9orf40,0.3167,0.2898,0.02689999999999998
NFATC2,0.6253,0.5984,0.026899999999999924
LDHA,0.6998,0.6729,0.026899999999999924
MPHOSPH8,0.0079,-0.0189,0.0268
DIS3L,-0.041,-0.0678,0.026799999999999997
FAM126A,0.4735,0.4467,0.02679999999999999
LSM14A,0.1921,0.1653,0.02679999999999999
GPRIN1,0.1331,0.1063,0.02679999999999999
PPAT,0.7413,0.7145,0.026799999999999935
ADRA2A,0.5346,0.5078,0.026799999999999935
FBXO17,0.5339,0.5072,0.026700000000000057
CLDN3,0.7287,0.702,0.026700000000000057
MAGIX,-0.0481,-0.0748,0.02670000000000001
CTPS1,0.3542,0.3275,0.0267
PATZ1,0.2712,0.2445,0.0267
EMX1,0.4122,0.3855,0.0267
PHRF1,0.2712,0.2445,0.0267
RBP5,0.8529,0.8262,0.026699999999999946
RIPK2,0.7174,0.6908,0.026600000000000068
EIF3A,0.4792,0.4526,0.026600000000000013
AP3D1,0.3677,0.3411,0.026600000000000013
IFT88,0.4404,0.4138,0.026600000000000013
GEMIN4,0.0316,0.005,0.026600000000000002
ITGB1BP1,0.059,0.0324,0.0266
PPIL3,0.6007,0.5741,0.026599999999999957
PDZD8,0.531,0.5045,0.02650000000000008
OAS3,0.6822,0.6557,0.02650000000000008
ATP5PD,0.3694,0.3429,0.026500000000000024
SDHAF4,0.397,0.3705,0.026500000000000024
TCERG1,0.1385,0.112,0.02650000000000001
COPB1,0.1038,0.0773,0.02650000000000001
ZNF592,0.2405,0.214,0.026499999999999996
TOMM7,-0.122,-0.1485,0.026499999999999996
DBNDD1,0.5999,0.5734,0.026499999999999968
FNBP1L,0.7079,0.6814,0.026499999999999968
PALD1,0.702,0.6755,0.026499999999999968
SGCD,0.725,0.6985,0.026499999999999968
OGFR,0.4747,0.4483,0.026400000000000035
FAM219A,0.2056,0.1792,0.026400000000000007
CAMK2D,0.2447,0.2183,0.026400000000000007
CNOT9,0.0973,0.0709,0.026399999999999993
EIF4EBP1,0.7638,0.7374,0.02639999999999998
DHX58,0.6736,0.6472,0.02639999999999998
SPON1,0.6762,0.6498,0.02639999999999998
MED15,0.2156,0.1893,0.026300000000000018
SIM1,0.2044,0.1781,0.02629999999999999
GLO1,0.5952,0.5689,0.02629999999999999
PTPRD,0.3811,0.3548,0.02629999999999999
IFT22,0.325,0.2987,0.02629999999999999
NFASC,0.5053,0.479,0.02629999999999999
ANXA3,0.8024,0.7761,0.02629999999999999
PARP14,0.7617,0.7354,0.02629999999999999
VEGFC,0.5644,0.5382,0.0262
SRXN1,0.4698,0.4436,0.0262
PFDN4,0.3923,0.3661,0.0262
MYLK,0.686,0.6598,0.0262
HPS1,-0.0605,-0.0867,0.0262
HNRNPDL,0.355,0.3288,0.0262
NDUFA3,0.3015,0.2754,0.026100000000000012
JMJD1C,0.2438,0.2177,0.026099999999999984
LY6E,0.7383,0.7122,0.0260999999999999
RWDD4,0.5591,0.5331,0.026000000000000023
OSBP,0.6732,0.6472,0.026000000000000023
DPH6,0.3718,0.3458,0.026000000000000023
NMT1,0.7359,0.7099,0.026000000000000023
SFRP1,0.3537,0.3277,0.026000000000000023
GALK2,0.7249,0.6989,0.026000000000000023
C1orf131,-0.0771,-0.1031,0.025999999999999995
C2orf49,0.2991,0.2731,0.025999999999999968
RING1,0.284,0.258,0.025999999999999968
PLA2R1,0.4009,0.375,0.02589999999999998
POP7,-0.0107,-0.0365,0.025799999999999997
STOML2,0.4956,0.4698,0.02579999999999999
RCN1,0.6428,0.6171,0.025700000000000056
ACLY,0.6074,0.5817,0.025700000000000056
MYO1F,0.8587,0.833,0.025700000000000056
UHRF1BP1L,0.6935,0.6678,0.025700000000000056
SOX12,0.4951,0.4694,0.0257
MTX3,0.407,0.3813,0.0257
GET3,0.3898,0.3641,0.0257
CSNK1G3,0.039,0.0133,0.0257
RAB6B,0.8158,0.7901,0.025699999999999945
GAS6,0.7297,0.7041,0.025600000000000067
PPIP5K2,0.7428,0.7172,0.025600000000000067
SIK3,0.2154,0.1898,0.02560000000000001
HOXB4,0.4803,0.4547,0.02560000000000001
YEATS4,0.2096,0.184,0.02560000000000001
DNAJB1,0.4221,0.3965,0.025599999999999956
RHAG,0.5725,0.5469,0.025599999999999956
EIF4E,0.3705,0.345,0.025500000000000023
ITGAV,0.3648,0.3393,0.025500000000000023
SHROOM1,0.2422,0.2167,0.025499999999999995
GTF3A,0.3314,0.3059,0.025499999999999967
GRPEL2,0.3816,0.3561,0.025499999999999967
MKRN2,0.4846,0.4591,0.025499999999999967
PKP2,0.5847,0.5592,0.025499999999999967
LNPK,0.6747,0.6492,0.025499999999999967
TSPAN18,0.6015,0.5761,0.02540000000000009
CBX6,0.4666,0.4412,0.025400000000000034
GEMIN8,0.1685,0.1431,0.025400000000000006
SRC,0.6466,0.6212,0.025399999999999978
TMEM230,0.2022,0.1768,0.025399999999999978
ZFAND3,0.3657,0.3404,0.025300000000000045
ELMOD3,0.1297,0.1044,0.025300000000000003
PLEKHA6,0.7064,0.6811,0.02529999999999999
GSTZ1,0.6142,0.5889,0.02529999999999999
COQ8B,0.3701,0.3448,0.02529999999999999
AGTRAP,0.5757,0.5504,0.02529999999999999
RNF126,0.0955,0.0703,0.0252
OBI1,-0.3162,-0.3414,0.0252
TAPBP,0.5395,0.5143,0.0252
HYKK,0.314,0.2888,0.0252
DTNA,0.8399,0.8148,0.02510000000000001
PI16,0.3407,0.3156,0.02510000000000001
SCO2,0.4223,0.3972,0.02510000000000001
SCLT1,-0.1289,-0.154,0.02510000000000001
PRKAR2A,0.5533,0.5282,0.02510000000000001
FGGY,0.5801,0.555,0.0250999999999999
NIBAN1,0.8201,0.7951,0.025000000000000022
CIAO2A,0.4509,0.4259,0.025000000000000022
VPS4A,0.5681,0.5431,0.025000000000000022
TRAPPC12,0.146,0.121,0.024999999999999994
TIFA,0.4668,0.4418,0.024999999999999967
SDC4,0.6215,0.5966,0.024900000000000033
PPT1,0.3159,0.291,0.024900000000000033
DDB1,0.254,0.2291,0.024900000000000005
RPS18,0.1169,0.092,0.024900000000000005
NUBP2,0.5316,0.5067,0.024899999999999922
COPG2,0.7786,0.7537,0.024899999999999922
ZGPAT,0.2876,0.2628,0.024800000000000044
MYH11,0.923,0.8982,0.024800000000000044
SIRT5,0.6582,0.6334,0.024800000000000044
HSF1,0.2028,0.178,0.024800000000000016
TNRC6C,0.4179,0.3931,0.02479999999999999
INPP4B,0.7018,0.677,0.024799999999999933
MMP14,0.6836,0.6588,0.024799999999999933
ITPR2,0.6343,0.6095,0.024799999999999933
MTHFR,0.4485,0.4238,0.0247
RASSF5,0.7624,0.7377,0.024699999999999944
COBLL1,0.6537,0.629,0.024699999999999944
HKDC1,0.8374,0.8128,0.024600000000000066
RAB3A,0.1433,0.1187,0.02460000000000001
CTC1,-0.1293,-0.1539,0.02460000000000001
RPN2,0.3766,0.352,0.02460000000000001
HNRNPL,0.0306,0.006,0.024599999999999997
NOC2L,0.1167,0.0921,0.024599999999999997
PI4K2B,0.1876,0.163,0.024599999999999983
THUMPD1,0.4592,0.4347,0.024500000000000022
RFXAP,0.1572,0.1327,0.024499999999999994
FNBP1,0.7795,0.755,0.024499999999999966
METAP2,0.3087,0.2842,0.024499999999999966
CHCHD10,0.578,0.5535,0.024499999999999966
PCDH1,0.7348,0.7103,0.024499999999999966
FUCA1,0.7347,0.7102,0.024499999999999966
TMEM132E,0.4352,0.4107,0.024499999999999966
PLEK,0.7876,0.7631,0.024499999999999966
ERP29,0.5742,0.5498,0.02440000000000009
ROMO1,0.3592,0.3348,0.024400000000000033
SLC20A1,-0.1634,-0.1878,0.024400000000000005
FAM172A,0.6373,0.6129,0.024399999999999977
CRIP2,0.7536,0.7293,0.0243000000000001
SFMBT1,-0.1639,-0.1882,0.024300000000000016
LMCD1,0.7044,0.6801,0.02429999999999999
ORC2,0.2698,0.2455,0.02429999999999999
SHANK3,0.7013,0.677,0.02429999999999999
SLC25A16,0.6179,0.5936,0.02429999999999999
DSTN,0.5392,0.5149,0.02429999999999999
TMEM192,0.5982,0.5739,0.02429999999999999
H2AX,-0.1209,-0.1451,0.024200000000000013
COPS4,0.2992,0.275,0.0242
MCAT,0.2952,0.271,0.0242
SMURF2,0.344,0.3198,0.0242
COL18A1,0.466,0.4418,0.0242
FAM120C,0.6513,0.6271,0.0242
UBR3,0.313,0.2889,0.02410000000000001
APAF1,0.6568,0.6327,0.02410000000000001
RINL,-0.3261,-0.3502,0.02410000000000001
NT5C3B,0.6623,0.6382,0.02410000000000001
IRF2,0.2953,0.2712,0.02410000000000001
TXNDC5,0.6188,0.5947,0.02410000000000001
EOGT,0.5284,0.5043,0.02410000000000001
TOMM34,0.6445,0.6204,0.02410000000000001
RIC1,0.3561,0.332,0.02410000000000001
NPR1,0.4363,0.4123,0.02400000000000002
MCMBP,0.2778,0.2538,0.023999999999999966
RAB3C,0.755,0.7311,0.023900000000000032
PAFAH2,0.5614,0.5375,0.023900000000000032
VPS13B,0.191,0.1671,0.023900000000000005
AUTS2,0.3543,0.3304,0.023899999999999977
RABL3,0.3828,0.3589,0.023899999999999977
PPP1R14B,0.5437,0.5198,0.02389999999999992
ENOPH1,0.5937,0.5699,0.023800000000000043
RBPMS,0.7823,0.7585,0.023800000000000043
LRRC59,0.4418,0.418,0.023800000000000043
ZNF532,0.1131,0.0893,0.0238
PPP4C,-0.0713,-0.0951,0.0238
PARK7,0.3705,0.3467,0.023799999999999988
CNKSR3,0.5182,0.4944,0.023799999999999988
DDX10,0.1624,0.1386,0.023799999999999988
PIP4K2A,0.6173,0.5935,0.023799999999999932
KRT78,-0.0189,-0.0426,0.0237
CCNT2,0.3622,0.3385,0.0237
IQCJ-SCHIP1,0.2883,0.2646,0.0237
TBC1D17,0.2364,0.2127,0.0237
ELOB,0.29,0.2663,0.0237
DNAJC16,0.1916,0.1679,0.0237
ROGDI,0.572,0.5483,0.023699999999999943
RAB10,0.4546,0.431,0.02360000000000001
ARMC10,0.3931,0.3695,0.02360000000000001
PCMTD2,0.5221,0.4985,0.02360000000000001
SUB1,0.1983,0.1747,0.02360000000000001
MAP2K7,0.3286,0.305,0.02360000000000001
DMXL1,0.6724,0.6488,0.023599999999999954
GEMIN5,0.826,0.8024,0.023599999999999954
ITGA1,0.7211,0.6975,0.023599999999999954
MYO15B,0.6746,0.651,0.023599999999999954
SYNE3,0.6868,0.6632,0.023599999999999954
PARM1,0.6079,0.5843,0.023599999999999954
NR2C2,0.3152,0.2916,0.023599999999999954
TCN2,0.5277,0.5041,0.023599999999999954
TUBG2,0.6287,0.6052,0.023500000000000076
GLB1L2,0.441,0.4175,0.02350000000000002
CRTC2,0.2369,0.2134,0.023499999999999993
HPS4,0.631,0.6075,0.023499999999999965
PDGFRB,0.7509,0.7274,0.023499999999999965
MID1IP1,0.3509,0.3274,0.023499999999999965
ZBTB40,0.2464,0.223,0.023400000000000004
TMEM260,0.2003,0.1769,0.023400000000000004
NEURL4,0.0937,0.0703,0.023400000000000004
QDPR,0.5354,0.512,0.023399999999999976
KCTD21,0.2919,0.2685,0.023399999999999976
WDFY2,0.4626,0.4393,0.023299999999999987
INPP5D,0.7221,0.6988,0.023299999999999987
TBC1D23,0.5717,0.5484,0.023299999999999987
TRIP4,0.2219,0.1987,0.0232
CPNE3,0.5926,0.5694,0.0232
DYNC2LI1,0.4224,0.3992,0.0232
GLIPR2,0.7098,0.6866,0.0232
RRM2B,0.7735,0.7503,0.0232
KIF5C,0.8453,0.8221,0.0232
HMBOX1,0.4008,0.3776,0.0232
FBXO4,0.566,0.5428,0.0232
SP2,0.0823,0.0591,0.0232
SDE2,0.2294,0.2062,0.0232
ANO6,0.6467,0.6235,0.0232
SH2D4A,0.7591,0.7359,0.0232
RSPRY1,0.3226,0.2994,0.0232
CDC42EP3,0.4328,0.4096,0.0232
OPA3,0.2511,0.2279,0.0232
GDPGP1,0.3019,0.2787,0.0232
HGSNAT,0.5107,0.4876,0.023100000000000065
ACAD8,0.4499,0.4268,0.02310000000000001
CSPG4,0.8576,0.8345,0.02310000000000001
PCBD2,0.6349,0.6118,0.02310000000000001
RRP1,0.2972,0.2741,0.02310000000000001
CNOT1,0.2412,0.2181,0.02310000000000001
SCAND1,0.2594,0.2363,0.02310000000000001
VANGL2,0.4819,0.4588,0.02310000000000001
RAD23B,0.398,0.375,0.02300000000000002
TRMT11,0.3673,0.3443,0.02300000000000002
USP10,0.7932,0.7702,0.02300000000000002
FCHSD1,0.6924,0.6694,0.02300000000000002
UBA52,0.2164,0.1934,0.02300000000000002
FBXL20,0.1581,0.1351,0.022999999999999993
SLC5A3,0.4331,0.4101,0.022999999999999965
DBNL,0.4835,0.4605,0.022999999999999965
MTHFD1,0.7849,0.762,0.02290000000000003
CCDC25,0.7238,0.7009,0.02290000000000003
TNRC18,0.169,0.1461,0.022900000000000004
STAC2,0.1177,0.0948,0.022900000000000004
KLHL20,0.1167,0.0938,0.022900000000000004
C4A,0.4633,0.4404,0.022899999999999976
ELMOD2,0.4541,0.4312,0.022899999999999976
ZEB1,0.6724,0.6496,0.022800000000000042
MFAP4,0.7487,0.7259,0.022800000000000042
SMAD2,0.4645,0.4417,0.022800000000000042
MFAP5,0.3667,0.3439,0.022800000000000042
PLCD1,0.6382,0.6154,0.022800000000000042
N6AMT1,0.3803,0.3575,0.022800000000000042
NIPSNAP2,0.644,0.6212,0.022800000000000042
ZNF865,-0.5344,-0.5572,0.022800000000000042
SELENOT,0.4516,0.4288,0.022799999999999987
USP16,0.3513,0.3285,0.022799999999999987
NDUFA11,0.1903,0.1675,0.022799999999999987
AKAP11,0.3347,0.3119,0.022799999999999987
FAM118A,0.205,0.1822,0.022799999999999987
CCDC88C,0.5596,0.5368,0.02279999999999993
FCGBP,0.703,0.6802,0.02279999999999993
MSI2,0.6971,0.6744,0.022700000000000053
TIMM8B,0.3347,0.312,0.022699999999999998
TMEM179B,0.2211,0.1984,0.022699999999999998
PIGU,0.2913,0.2686,0.022699999999999998
MRPL32,0.1986,0.1759,0.022699999999999998
MMP2,0.7513,0.7286,0.022699999999999942
MAP2K6,0.6757,0.653,0.022699999999999942
SARS2,0.2421,0.2195,0.02260000000000001
ZNF516,0.2626,0.24,0.02260000000000001
ARHGEF7,0.572,0.5494,0.022599999999999953
STAB1,0.4822,0.4597,0.02250000000000002
RPP14,0.1128,0.0903,0.022499999999999992
IGKV1D-13,0.5166,0.4941,0.022499999999999964
PKIA,0.6795,0.657,0.022499999999999964
KIAA1211L,0.4986,0.4761,0.022499999999999964
IRF6,0.8343,0.8119,0.022400000000000087
PLA2G4C,0.68,0.6576,0.022400000000000087
TSPAN31,0.4902,0.4678,0.02240000000000003
DMAC2L,0.2231,0.2007,0.022400000000000003
TLE5,0.2074,0.185,0.022400000000000003
SLC9A1,0.2227,0.2003,0.022400000000000003
TIMM10,0.2313,0.2089,0.022400000000000003
ABTB2,0.5851,0.5627,0.022399999999999975
NIPSNAP1,0.5959,0.5735,0.022399999999999975
PIGBOS1,0.1068,0.0845,0.0223
