gene,spearman_r,p_value,n_samples
SMG5,0.2448,0.004362354029414157,134
PGAP2,0.2448,0.44326193645018325,12
CDCA7,0.2448,0.44326193645018325,12
MTPN,0.2447,0.0035741492051531106,140
DUSP14,0.2446,0.11851390699496625,42
KDM1A,0.2446,0.003589421337724203,140
SDHB,0.2445,0.003598939997386086,140
SIN3A,0.2444,0.0036193385426551614,140
PRPF4B,0.2444,0.0036147279572351755,140
DLD,0.2444,0.0036185227179946432,140
MTMR14,0.2443,0.005260093461061113,129
SEPHS2,0.2443,0.003621909258096082,140
XIRP1,0.2442,0.0036476378126890545,140
LGMN,0.2442,0.0036461306341168255,140
GRSF1,0.244,0.003672566759598538,140
ZNF436,0.244,0.02813115169684112,81
SETMAR,0.2439,0.0036835945837822865,140
STX17,0.2439,0.003684681510016831,140
SCRN1,0.2439,0.003690906998966366,140
PEX6,0.2438,0.0045320464529259264,134
TSFM,0.2437,0.003719741568837015,140
FGGY,0.2436,0.0037318551162043886,140
TSNAX,0.2436,0.003723817642736298,140
DNMT3A,0.2435,0.007357110128021017,120
NUMBL,0.2435,0.003739214019221054,140
PEX12,0.2434,0.014693317720020553,100
UBOX5,0.2433,0.11144218917075065,44
ARL2BP,0.2433,0.003779401467859501,140
USP6NL,0.2433,0.0037730708197758795,140
SAC3D1,0.2432,0.13044010017427876,40
NUDT14,0.2431,0.004645540891122007,134
DGKZ,0.2431,0.003799816389962311,140
PLA2G15,0.243,0.0038101342531123386,140
CLCN3,0.243,0.18782697631362263,31
EIF4G3,0.243,0.0038141044401114634,140
ANKRD40,0.2429,0.06372755657174843,59
POSTN,0.2429,0.003830530946160671,140
C9orf72,0.2429,0.025124133230556497,85
TRIM26,0.2429,0.003826765422441007,140
PSMA6,0.2429,0.00383173675387074,140
POGZ,0.2428,0.0038443561562612333,140
ACYP1,0.2427,0.0038639364228179045,140
TRIM37,0.2427,0.07997050043636522,53
NBDY,0.2427,0.003866662563316052,140
REEP5,0.2426,0.003877238875887582,140
NAA80,0.2426,0.0801193870863445,53
ILVBL,0.2426,0.003880159942378929,140
SLC25A21,0.2425,0.026248021013982496,84
EIF1B,0.2424,0.013179648787276859,104
TAF11,0.2423,0.036205714571417434,75
GLB1L,0.2422,0.08368767645260675,52
KHNYN,0.2422,0.003932331283423268,140
NHEJ1,0.242,0.003965504934750781,140
ATRAID,0.2417,0.016503266315485703,98
ZNF827,0.2416,0.03307386692178729,78
MKRN1,0.2416,0.004033000102235215,140
GCAT,0.2416,0.004916007539838591,134
ARL6IP5,0.2416,0.004031277503250619,140
DAGLA,0.2416,0.045546976929047626,69
SNPH,0.2415,0.14414063762351786,38
ILF3,0.2415,0.004044294362364769,140
XRCC6,0.2415,0.004043101128501403,140
IGLV1-40,0.2415,0.006884834248726684,124
TRANK1,0.2413,0.006941948552312598,124
FOXK2,0.2413,0.004071853846841758,140
AMOT,0.2413,0.06105842214543277,61
RPL10,0.2413,0.004073624566369457,140
CCDC91,0.2412,0.004091699271019603,140
MARCHF7,0.2412,0.06333714140688183,60
SERF2,0.2412,0.0040863987459136275,140
MTTP,0.2411,0.004110303658607975,140
FBXO17,0.2411,0.2797303069403844,22
SFMBT1,0.241,0.12410390584302927,42
KRAS,0.2409,0.004133918576744008,140
PSMD1,0.2409,0.0041398885373720214,140
MAP2K4,0.2407,0.004176278848410822,140
MRPS7,0.2406,0.004194934467456984,140
SLC9A8,0.2406,0.05552199307117571,64
NMNAT1,0.2405,0.004211354767229901,140
FCER2,0.2405,0.3364896473643954,18
DDX59,0.2405,0.004211174361612882,140
SENP5,0.2405,0.07158419519776883,57
BET1L,0.2404,0.004214863334850099,140
CFL2,0.2403,0.0042419357480513635,140
ANKS6,0.2403,0.015492655136350016,101
FBXO7,0.2403,0.004235810309748086,140
GOLGB1,0.2402,0.004250002906892694,140
MRPS9,0.2402,0.004258604307639813,140
POLR3GL,0.2401,0.23746277000766877,26
C16orf58,0.2401,0.004278081033770655,140
FAM110C,0.2401,0.14649343989454375,38
UAP1L1,0.2401,0.004264941896387304,140
GLO1,0.24,0.004282521030474159,140
CBX8,0.24,0.0042845909069017295,140
FLOT1,0.24,0.004294835976244893,140
TMLHE,0.24,0.0042880367864083216,140
FBXW5,0.2398,0.01123134919934051,111
EXOC1,0.2398,0.004314052036152829,140
GNG5,0.2397,0.004343944902852863,140
CFP,0.2397,0.00433382493020312,140
VAPB,0.2396,0.004355245121445458,140
B4GALT7,0.2396,0.034607699933229215,78
PDIA6,0.2396,0.004350307772423118,140
FBXW4,0.2396,0.045785163946874666,70
KDM5B,0.2395,0.006261198396080523,129
ZFC3H1,0.2395,0.009013176100709593,118
RBPMS2,0.2395,0.1658136021747097,35
ATXN3,0.2395,0.004368027857313765,140
KLF13,0.2394,0.012580772285602561,108
IGHV1-18,0.2394,0.00627580406729393,129
CKS2,0.2393,0.3903793119202356,15
DHRS4,0.2393,0.004397895212396565,140
MADD,0.2393,0.004414127736075278,140
APEH,0.2392,0.004417442220369303,140
ITPRIP,0.2392,0.007962934101292977,122
S100G,0.2392,0.026532541898874534,86
PABPC1L,0.2392,0.004416583165989273,140
NEMP1,0.2391,0.12718237300353738,42
C20orf194,0.239,0.14280469746009722,39
PLAC8,0.239,0.22980658323832417,27
SCFD2,0.239,0.004455902937975689,140
ABHD5,0.2389,0.03283790635059844,80
KLF3,0.2389,0.01561865535818142,102
ARIH2,0.2389,0.0044710076961226915,140
PCBD2,0.2388,0.005450996095702622,134
COASY,0.2388,0.004488555383219921,140
IGKV3-20,0.2387,0.004515101969889833,140
URB1,0.2385,0.004539226876367744,140
LYSMD2,0.2385,0.004538220019510557,140
COPB2,0.2384,0.004560758441793369,140
NUP133,0.2384,0.00455400320462569,140
BOLA1,0.2384,0.018081446523931493,98
DUT,0.2383,0.0045795929828981825,140
NOC3L,0.2382,0.0045939363373214736,140
SUCLG1,0.2381,0.004613049223716646,140
CHCHD4,0.238,0.004627921159154881,140
SNX27,0.238,0.004630137890339877,140
SELPLG,0.2379,0.05837667420126098,64
ATL2,0.2378,0.004665106352861938,140
CLRN3,0.2378,0.45680085263992326,12
TXNDC17,0.2377,0.004690179100954511,140
ACTA1,0.2377,0.004688753713603919,140
ARRDC1,0.2376,0.004708718286548534,140
NELFB,0.2376,0.004700497466668869,140
VRK2,0.2376,0.004697391440998402,140
MESD,0.2376,0.004711011973728935,140
MLEC,0.2375,0.004724124030089606,140
ALKBH5,0.2375,0.004724743508224096,140
ENOPH1,0.2375,0.004717749052036529,140
COG1,0.2374,0.00474001966082038,140
AFTPH,0.2374,0.004734916498145197,140
IGHV3-64,0.2373,0.023508623422601523,91
P3H2,0.2371,0.012211890137435875,111
MAPK7,0.237,0.004807413855234932,140
USP34,0.237,0.005824216941672798,134
ALG14,0.2369,0.01823037404515179,99
CCDC69,0.2369,0.09768395890416225,50
PUS7L,0.2369,0.008895453065927643,121
LAMB1,0.2369,0.004821310992767072,140
PLIN3,0.2366,0.004893583087589412,140
CHMP3,0.2366,0.005042608473584204,139
HABP4,0.2365,0.004906542413748103,140
EFTUD2,0.2365,0.004909997319016522,140
MRGBP,0.2365,0.005747304799597072,135
STK25,0.2364,0.004916045518239018,140
RAD54B,0.2364,0.5108853175152003,10
ARMC7,0.2364,0.4840911622253965,11
PHKG2,0.2363,0.004948227343559666,140
MIB1,0.2363,0.004947110674342298,140
GPAT3,0.2363,0.056083949459882695,66
ARL13B,0.2362,0.316106622526167,20
BARD1,0.2362,0.1534360969201732,38
SPTLC3,0.2361,0.3162939707830972,20
UTP25,0.2361,0.005830458929376075,135
MAP4K3,0.2361,0.006022866083343943,134
DPEP2,0.236,0.245737332360048,26
ETAA1,0.2359,0.08595781255280398,54
SCRN2,0.2359,0.005025964149313087,140
ATP6V1H,0.2358,0.00504172709110436,140
CCNY,0.2358,0.01232364047779533,112
LRRC8D,0.2355,0.04191737531252021,75
RIDA,0.2355,0.005102935648745932,140
BRD1,0.2354,0.010284776339692676,118
EPM2AIP1,0.2351,0.005171986259449173,140
B4GALNT3,0.2351,0.33263189836380036,19
B3GNT8,0.2351,0.3050302888415488,21
FOXJ2,0.235,0.0060684471522256195,135
GIMAP6,0.235,0.02942188231904314,86
RNF135,0.235,0.008896761904451328,123
ISYNA1,0.2349,0.00520804856147505,140
MYD88,0.2349,0.005213249977038187,140
CADM4,0.2349,0.01691612023725431,103
ANKRD10,0.2347,0.012744271148449154,112
R3HDM2,0.2345,0.04587642088425983,73
PRRC2C,0.2345,0.005297179452502499,140
SORBS3,0.2344,0.00531344322649419,140
PNPLA4,0.2343,0.03525790286418446,81
PDE12,0.2343,0.005336916995582583,140
C8orf37,0.2343,0.023006270988677226,94
ZZEF1,0.2342,0.0053565155682653715,140
CFHR1,0.2341,0.005374996452714619,140
SARS1,0.2341,0.005368005528626498,140
SLC15A3,0.234,0.1828138477307419,34
