gene,tumor_r,normal_r,delta_r
BRD8,0.2486,0.1928,0.05579999999999999
NCAPD3,0.593,0.5372,0.05579999999999996
GDI2,0.3096,0.2538,0.05579999999999996
MARS1,0.3205,0.2648,0.05570000000000003
IBTK,0.3042,0.2485,0.05570000000000003
LTBP2,0.4582,0.4025,0.05569999999999997
MDM1,0.3007,0.2451,0.05560000000000001
HP,0.0913,0.0357,0.055600000000000004
TMEM214,0.3457,0.2901,0.05559999999999998
BTBD10,0.3818,0.3262,0.05559999999999998
MTA1,0.6046,0.549,0.05559999999999998
AHNAK,0.3818,0.3262,0.05559999999999998
LMOD2,0.7159,0.6604,0.055499999999999994
ISYNA1,0.8,0.7446,0.055400000000000005
SYNM,0.5917,0.5363,0.055400000000000005
TP63,0.7147,0.6593,0.055400000000000005
GDPGP1,0.2083,0.1529,0.055400000000000005
FUCA2,0.2166,0.1612,0.05539999999999998
GRHL2,0.7142,0.6588,0.055399999999999894
CEACAM8,0.1337,0.0784,0.055300000000000016
CPEB4,0.7372,0.6819,0.055300000000000016
TRIM7,0.6293,0.574,0.055300000000000016
MSR1,0.6283,0.573,0.055300000000000016
RPA3,-0.131,-0.1863,0.05529999999999999
RNH1,0.7423,0.687,0.055299999999999905
MRPS28,0.1806,0.1254,0.0552
CCDC14,0.3815,0.3264,0.05509999999999998
TFE3,0.3561,0.3011,0.05500000000000005
LRRFIP1,0.6248,0.5698,0.05500000000000005
IKBKE,0.4324,0.3774,0.05499999999999999
APPL1,0.5354,0.4804,0.05499999999999999
GEMIN6,0.3649,0.3099,0.05499999999999999
GTF2H1,0.4137,0.3587,0.05499999999999999
POLR1C,0.4901,0.4351,0.05499999999999999
EI24,0.5055,0.4505,0.05499999999999994
PLAC9,0.656,0.6011,0.05490000000000006
FNDC3B,0.7879,0.733,0.05490000000000006
ELF2,0.1812,0.1263,0.054900000000000004
MRPL42,0.2772,0.2223,0.054900000000000004
PRPF38A,0.2019,0.147,0.054900000000000004
RUSC2,-0.0262,-0.0811,0.054900000000000004
CP,-0.0059,-0.0608,0.0549
PLIN1,0.435,0.3802,0.054800000000000015
PAFAH1B1,0.6373,0.5825,0.05479999999999996
IGF1,0.5512,0.4965,0.054700000000000026
EIF2AK1,-0.3831,-0.4378,0.054700000000000026
DPP8,0.4413,0.3866,0.054700000000000026
C6,0.0435,-0.0112,0.0547
RWDD1,0.2334,0.1787,0.0547
HACD1,0.565,0.5103,0.05469999999999997
CFAP298,0.3288,0.2741,0.05469999999999997
DDX20,0.4094,0.3547,0.05469999999999997
GALT,0.7982,0.7435,0.05469999999999997
AP2A2,0.0347,-0.0199,0.0546
USP1,0.3422,0.2876,0.05459999999999998
GP6,-0.0387,-0.0932,0.05450000000000001
RAB43,0.3166,0.2621,0.05449999999999999
RANBP3,0.2445,0.19,0.05449999999999999
ZNF318,0.6936,0.6391,0.05449999999999999
ERI3,0.2226,0.1682,0.054400000000000004
SORD,0.7405,0.6861,0.054400000000000004
WASHC3,0.3364,0.282,0.054400000000000004
CNTRL,0.4057,0.3514,0.054300000000000015
CYHR1,0.3932,0.3389,0.054300000000000015
NUP62,0.3482,0.2939,0.054300000000000015
SYNJ2BP,0.2473,0.193,0.05429999999999999
ANXA1,0.874,0.8198,0.054200000000000026
PHKG2,0.0926,0.0384,0.054200000000000005
NDUFB1,0.0718,0.0176,0.0542
CASC3,0.2731,0.2189,0.0542
AKR1B15,0.4151,0.361,0.05410000000000004
CPD,0.7189,0.6648,0.05410000000000004
CSE1L,0.7026,0.6485,0.05410000000000004
GOSR1,0.4063,0.3522,0.05409999999999998
ZDHHC13,0.589,0.5349,0.054099999999999926
DEPTOR,0.8092,0.7552,0.05400000000000005
AIF1,0.8021,0.7481,0.05400000000000005
RPUSD4,0.3047,0.2507,0.05400000000000005
ASPN,0.6273,0.5733,0.05399999999999994
EIF2B4,-0.1299,-0.1838,0.0539
TGOLN2,0.2153,0.1614,0.0539
METTL1,0.4471,0.3932,0.0539
FOXC1,0.3895,0.3357,0.053800000000000014
NSUN5,0.623,0.5692,0.05379999999999996
MSH6,0.8158,0.762,0.05379999999999996
RSRC1,0.4294,0.3757,0.053700000000000025
CD84,0.5198,0.4661,0.053700000000000025
SAP30BP,0.0342,-0.0195,0.0537
AFMID,-0.0074,-0.0611,0.0537
C5orf24,0.2427,0.189,0.0537
GNB4,0.303,0.2493,0.0537
ANAPC10,0.1309,0.0772,0.053699999999999984
FGD5,0.5294,0.4757,0.05369999999999997
STRAP,0.6192,0.5655,0.05369999999999997
PAPSS1,0.4257,0.3721,0.053600000000000037
LSM2,-0.0138,-0.0674,0.0536
TSC2,-0.0645,-0.1181,0.053599999999999995
ARMCX1,0.4926,0.439,0.05359999999999998
NRBP1,0.3947,0.3411,0.05359999999999998
SPON1,0.7403,0.6868,0.05349999999999999
SYAP1,0.3998,0.3463,0.05349999999999999
CAPN3,0.4635,0.4101,0.0534
TOM1,0.5762,0.5228,0.0534
RBSN,0.242,0.1886,0.0534
ARPC5,0.142,0.0886,0.05339999999999999
ADNP,0.4569,0.4035,0.05339999999999995
PZP,0.045,-0.0082,0.0532
CLEC3B,0.4386,0.3854,0.05319999999999997
SEPTIN6,0.7094,0.6563,0.053100000000000036
LGALS4,0.0084,-0.0447,0.053099999999999994
SAMD4B,0.5017,0.4487,0.05300000000000005
CHERP,0.4277,0.3747,0.05300000000000005
NCBP2AS2,0.5099,0.4569,0.05300000000000005
GLO1,0.4788,0.4258,0.05299999999999999
CRBN,0.3978,0.3449,0.0529
MRPS10,0.0238,-0.0291,0.0529
POLR3E,0.3395,0.2867,0.052800000000000014
TMEM135,0.1215,0.0687,0.0528
MAPKAPK3,0.5708,0.518,0.05279999999999996
OSBPL8,0.4291,0.3764,0.05269999999999997
MAGED2,0.6075,0.5549,0.05260000000000009
PI4KB,0.2482,0.1956,0.05260000000000001
POLD2,0.4295,0.3769,0.05259999999999998
KBTBD7,0.4699,0.4173,0.05259999999999998
CTSS,0.6997,0.6471,0.05259999999999998
TBXAS1,0.7683,0.7157,0.05259999999999998
GOLIM4,0.6911,0.6386,0.0525000000000001
NAGLU,0.3143,0.2618,0.05250000000000005
LMAN2,0.2305,0.178,0.05250000000000002
RAB3IP,0.5271,0.4746,0.05249999999999999
FRZB,0.4133,0.3608,0.05249999999999999
MYOC,0.3197,0.2672,0.05249999999999999
STAG1,0.388,0.3356,0.0524
VPS53,0.3587,0.3063,0.0524
CASP1,0.7275,0.6751,0.0524
MKI67,0.8269,0.7745,0.0524
TM9SF4,0.4556,0.4033,0.05230000000000001
LGSN,0.0364,-0.0159,0.0523
COPZ1,-0.0758,-0.1281,0.052299999999999985
FARSA,0.1921,0.1398,0.052299999999999985
GPATCH8,0.2995,0.2473,0.052199999999999996
RNF166,0.3149,0.2628,0.052100000000000035
GSPT1,0.7024,0.6503,0.052100000000000035
DNAJB4,0.6025,0.5504,0.052100000000000035
RDH10,0.8134,0.7613,0.052100000000000035
ATP5F1D,0.1122,0.0601,0.052099999999999994
PGM5,0.8168,0.7647,0.052099999999999924
GTF3C4,0.6903,0.6383,0.052000000000000046
PRMT9,0.3689,0.3169,0.05199999999999999
RAB3B,0.7666,0.7146,0.051999999999999935
DLG5,0.5677,0.5157,0.051999999999999935
SEC14L4,0.1014,0.0495,0.0519
UBE3B,0.4805,0.4286,0.0519
TSTD2,0.4115,0.3596,0.0519
CHST7,0.1596,0.1077,0.05189999999999999
DAZAP2,0.1347,0.0828,0.05189999999999999
EHF,0.7715,0.7196,0.051899999999999946
SIGLEC7,0.7164,0.6646,0.05180000000000007
BRCC3,-0.0973,-0.1491,0.05180000000000001
PXK,0.525,0.4732,0.05180000000000001
MED21,0.1298,0.078,0.0518
GPAT4,0.5967,0.5449,0.05179999999999996
SNRPD1,0.0792,0.0275,0.05170000000000001
GPN3,0.0309,-0.0208,0.051699999999999996
MPC2,0.2973,0.2456,0.051699999999999996
RBMS3,0.5253,0.4736,0.05169999999999997
SAMD9L,0.8411,0.7894,0.05169999999999997
SEMA6B,0.6692,0.6176,0.05159999999999998
NSFL1C,0.7024,0.6508,0.05159999999999998
CRYZL1,0.3157,0.2641,0.05159999999999998
SMC4,0.7487,0.6971,0.05159999999999998
UBE4B,0.6511,0.5995,0.05159999999999998
HYAL2,0.3312,0.2797,0.05149999999999999
SNAP23,0.5785,0.527,0.05149999999999999
CMIP,0.6592,0.6077,0.05149999999999999
FCN3,0.2036,0.1521,0.05149999999999999
SHMT2,0.6405,0.589,0.05149999999999999
ATP2A1,0.6154,0.5639,0.05149999999999999
PRPS2,0.5238,0.4724,0.05140000000000006
HBD,0.1166,0.0652,0.0514
CCDC117,0.5071,0.4557,0.0514
JMJD6,0.3285,0.2771,0.0514
SYNPO2L,0.5844,0.533,0.0514
FTSJ3,0.4848,0.4335,0.05130000000000001
TPCN1,0.3577,0.3064,0.05130000000000001
PHLDA2,0.7775,0.7262,0.05130000000000001
DPM3,0.4879,0.4366,0.05130000000000001
RANBP6,0.454,0.4027,0.05130000000000001
UBA3,0.1247,0.0734,0.0513
POLR2A,0.088,0.0367,0.05129999999999999
KRT76,0.178,0.1267,0.051299999999999985
CD200,0.6157,0.5645,0.05120000000000002
BBS4,0.3019,0.2507,0.05120000000000002
TP53INP2,0.1076,0.0564,0.0512
RAF1,0.4613,0.4101,0.05119999999999997
DHX40,0.4569,0.4058,0.05109999999999998
NUFIP2,0.4704,0.4193,0.05109999999999998
PLXND1,0.3316,0.2806,0.05099999999999999
EEF1G,0.3444,0.2934,0.05099999999999999
ALPL,0.7305,0.6796,0.050900000000000056
WDR7,0.4318,0.3809,0.0509
MEF2A,0.4278,0.3769,0.0509
NRM,0.2908,0.2399,0.0509
AASDHPPT,0.7345,0.6837,0.05080000000000007
NIT2,0.4366,0.3858,0.05080000000000001
THUMPD1,0.0699,0.0191,0.050800000000000005
ATP6AP1,0.5224,0.4716,0.050799999999999956
CYTH4,0.6423,0.5915,0.050799999999999956
APBB1IP,0.8586,0.8079,0.05070000000000008
SYTL2,0.4423,0.3916,0.05070000000000002
REX1BD,0.4615,0.4108,0.05070000000000002
PCED1B,0.0151,-0.0356,0.0507
PSMD7,0.1966,0.1459,0.050699999999999995
ELMO2,0.2308,0.1802,0.050600000000000006
WFS1,0.6312,0.5806,0.05059999999999998
AP2B1,0.1746,0.1241,0.0505
BCL9L,0.3434,0.2929,0.05049999999999999
EIF4ENIF1,0.5833,0.5328,0.05049999999999999
CD44,0.7507,0.7002,0.05049999999999999
NCSTN,0.5569,0.5065,0.0504
VAMP3,0.5926,0.5422,0.0504
ARHGAP4,0.8238,0.7734,0.0504
DENND5A,0.0053,-0.0451,0.0504
KLHDC7A,-0.5151,-0.5654,0.05030000000000001
PMFBP1,-0.1386,-0.1889,0.05030000000000001
C14orf119,0.7788,0.7285,0.05030000000000001
CASC4,0.5403,0.49,0.05030000000000001
CTTNBP2NL,0.8404,0.7901,0.05030000000000001
MIA3,0.6142,0.564,0.05020000000000002
BIN2,0.7889,0.7387,0.05020000000000002
ATF6,0.0455,-0.0047,0.0502
MRPL10,0.2473,0.1971,0.050199999999999995
ARSD,0.1477,0.0975,0.050199999999999995
SERPINA3,0.1686,0.1184,0.050199999999999995
TAF1C,-0.1984,-0.2486,0.050199999999999995
CCDC174,0.304,0.2538,0.05019999999999997
ICAM3,0.7478,0.6977,0.05010000000000003
ALB,0.2208,0.1707,0.050100000000000006
CARD14,0.8118,0.7617,0.05009999999999992
TLE1,0.5522,0.5023,0.049900000000000055
ZNF638,0.4043,0.3544,0.0499
IQSEC1,0.3656,0.3157,0.0499
CBX4,0.3407,0.2908,0.0499
UBE2E2,0.6312,0.5813,0.049899999999999944
VAV1,0.7968,0.7469,0.049899999999999944
HLA-E,0.6761,0.6263,0.049800000000000066
MTERF3,0.4057,0.3559,0.04980000000000001
SNRPF,0.2404,0.1906,0.04980000000000001
TMEM259,0.4365,0.3867,0.04980000000000001
SUPT4H1,-0.1047,-0.1545,0.0498
RACK1,0.2838,0.234,0.04979999999999998
TTC33,0.3933,0.3435,0.049799999999999955
SH3D19,0.4776,0.4279,0.04970000000000002
RTCB,0.1768,0.1271,0.04970000000000002
RPL10A,0.3495,0.2998,0.049699999999999966
GRHL1,0.8131,0.7636,0.0495000000000001
EIF2AK4,0.6443,0.5948,0.04949999999999999
HNRNPF,0.5375,0.4881,0.0494
MLKL,0.7755,0.7261,0.0494
ERLEC1,0.4467,0.3973,0.0494
BRD4,0.3233,0.2739,0.0494
LNX1,0.6359,0.5865,0.0494
SLC35A1,0.3908,0.3414,0.0494
DPY19L4,0.303,0.2536,0.0494
LTBP3,0.4872,0.4379,0.04930000000000001
SNTA1,0.5545,0.5052,0.04930000000000001
ARHGAP35,0.6316,0.5823,0.04930000000000001
N4BP1,0.8381,0.7888,0.04930000000000001
PPP1R35,0.521,0.4717,0.04930000000000001
ZBP1,0.7404,0.6911,0.0492999999999999
ATP6V1D,0.2187,0.1695,0.049199999999999994
CEP170,0.6502,0.6011,0.04910000000000003
TPRG1L,0.6401,0.591,0.04910000000000003
WAC,0.2772,0.2281,0.049100000000000005
LYRM2,0.2506,0.2015,0.04909999999999998
RAE1,0.5156,0.4666,0.04899999999999993
CBR3,0.7932,0.7443,0.048900000000000055
TCN2,0.3895,0.3406,0.0489
SDS,0.5513,0.5025,0.048800000000000066
TSPAN31,0.3284,0.2796,0.04880000000000001
SARNP,-0.1611,-0.2099,0.04880000000000001
RNF181,0.2703,0.2215,0.04879999999999998
DPH3,0.3455,0.2967,0.048799999999999955
KTN1,0.7535,0.7047,0.048799999999999955
TERF2,0.4057,0.357,0.04870000000000002
TESK2,0.4123,0.3636,0.04870000000000002
YTHDF2,0.4077,0.359,0.04870000000000002
PCOLCE2,0.3929,0.3442,0.04870000000000002
THOC2,0.4772,0.4285,0.04870000000000002
AKR7A2,0.0215,-0.0272,0.04869999999999999
SARDH,0.2453,0.1966,0.04869999999999999
FNIP2,0.1399,0.0912,0.04869999999999999
UVSSA,0.3766,0.3279,0.048699999999999966
DDX3Y,0.875,0.8263,0.048699999999999966
DPYSL3,0.8037,0.755,0.048699999999999966
IGHV3-73,0.5167,0.4681,0.04860000000000003
IQGAP1,0.6807,0.6322,0.04849999999999999
PYROXD1,0.6169,0.5684,0.04849999999999999
CALB1,0.6646,0.6161,0.04849999999999999
IFI6,0.8169,0.7684,0.04849999999999999
PPP1R37,0.573,0.5245,0.04849999999999999
MRPS24,0.2032,0.1548,0.0484
DNAJC7,0.6852,0.6368,0.0484
LAMTOR1,0.4014,0.353,0.0484
COPG2,0.6651,0.6168,0.04830000000000001
CLEC12A,0.338,0.2897,0.04830000000000001
IL32,0.6828,0.6345,0.04830000000000001
SLK,0.2898,0.2415,0.04830000000000001
IL16,0.7931,0.7448,0.04830000000000001
IFI27L2,0.4193,0.371,0.04830000000000001
ICE2,-0.0063,-0.0546,0.0483
SNX6,0.1024,0.0541,0.0483
PCDHGC3,0.4108,0.3626,0.04820000000000002
CTAG2,0.629,0.5808,0.04820000000000002
FHOD3,0.2584,0.2102,0.04820000000000002
NDUFV3,0.1502,0.102,0.04820000000000001
TIAM1,0.6359,0.5878,0.04810000000000003
SFT2D2,0.2523,0.2042,0.04810000000000003
AMOT,0.3658,0.3177,0.04810000000000003
BZW1,0.7602,0.7121,0.04810000000000003
FDXR,0.5734,0.5253,0.04810000000000003
PPME1,0.8124,0.7645,0.047900000000000054
PRKD3,0.3146,0.2667,0.0479
MRPS9,0.2991,0.2512,0.0479
FGFBP2,0.2673,0.2194,0.04789999999999997
OSCAR,0.5033,0.4554,0.04789999999999994
SHROOM2,0.7077,0.6598,0.04789999999999994
NAPA,0.6438,0.596,0.047800000000000065
MBTPS1,0.1849,0.1371,0.04780000000000001
COL7A1,0.1701,0.1223,0.047799999999999995
GAR1,0.0272,-0.0206,0.047799999999999995
AGT,0.2563,0.2085,0.04779999999999998
NRBP2,0.6224,0.5746,0.047799999999999954
SH3TC1,0.6194,0.5716,0.047799999999999954
C1orf122,0.6141,0.5663,0.047799999999999954
SMIM26,0.1386,0.0909,0.047700000000000006
INTS8,0.0228,-0.0249,0.0477
RSL24D1,0.2195,0.1718,0.04769999999999999
CTSF,0.4986,0.4509,0.047699999999999965
TRIM25,0.5971,0.5494,0.047699999999999965
EIF3E,0.415,0.3673,0.047699999999999965
HAPLN3,0.3223,0.2746,0.047699999999999965
PTPN12,0.702,0.6543,0.047699999999999965
TMOD4,0.6696,0.6219,0.047699999999999965
NENF,0.6704,0.6227,0.047699999999999965
CD2,0.8495,0.8019,0.04760000000000009
PAICS,0.6529,0.6053,0.04760000000000009
PPP1R3A,0.5346,0.487,0.047599999999999976
LARP4,0.2141,0.1666,0.047500000000000014
COMMD2,0.2315,0.184,0.047500000000000014
ADAM8,0.536,0.4886,0.04740000000000005
CD2AP,0.6243,0.5769,0.0474
PLA2G4D,0.6683,0.6209,0.0474
PPIL2,0.4057,0.3583,0.0474
EFEMP1,0.4375,0.3901,0.0474
MAT2A,0.3553,0.3079,0.0474
ZNF185,0.7964,0.749,0.0474
LSM14B,0.4306,0.3833,0.04730000000000001
PLA2G6,0.4047,0.3574,0.04730000000000001
LSM4,-0.0979,-0.1452,0.047299999999999995
SREK1IP1,0.1139,0.0666,0.047299999999999995
CHD8,0.6527,0.6054,0.0472999999999999
FRMD6,0.742,0.6948,0.04720000000000002
CD5,0.8077,0.7605,0.04720000000000002
CYP4F12,0.491,0.4438,0.04720000000000002
PRPF4,0.2439,0.1967,0.04719999999999999
UBE2M,0.488,0.4409,0.047099999999999975
TUBGCP4,0.3424,0.2953,0.047099999999999975
CDC42EP1,0.5094,0.4623,0.047099999999999975
PLA2G15,0.6514,0.6044,0.04699999999999993
TARS1,0.6844,0.6375,0.04690000000000005
PAPSS2,0.7921,0.7452,0.04690000000000005
IL17B,-0.066,-0.1129,0.0469
TUSC1,0.769,0.7222,0.046800000000000064
IGLV1-47,0.3452,0.2984,0.04680000000000001
CTSL,0.4518,0.405,0.04679999999999995
SEMA4D,0.6969,0.6501,0.04679999999999995
NOL11,0.5048,0.4581,0.04670000000000002
GTPBP4,0.6109,0.5642,0.046699999999999964
EIF4E2,0.3169,0.2703,0.04660000000000003
SRCAP,0.2193,0.1727,0.0466
MFAP2,0.3327,0.2861,0.046599999999999975
RELB,0.6724,0.6258,0.046599999999999975
BRAP,0.4091,0.3626,0.04650000000000004
SAMM50,-0.1379,-0.1844,0.046500000000000014
SLC5A3,0.4281,0.3816,0.046499999999999986
PGK1,0.312,0.2656,0.0464
OTULINL,0.5492,0.5028,0.0464
FLG,0.7284,0.682,0.0464
IGHV2-26,0.3165,0.2701,0.0464
PPP1R3D,0.6885,0.6421,0.0464
NCOA5,0.2413,0.1949,0.0464
TPM4,0.5655,0.5191,0.0464
WDFY3,0.2942,0.2479,0.04630000000000001
CTDSPL,0.5605,0.5142,0.04630000000000001
FAM50A,0.5889,0.5427,0.04620000000000002
MICAL3,0.6023,0.5561,0.04619999999999991
ITGB4,0.6469,0.6008,0.04610000000000003
PSMC3IP,0.3657,0.3196,0.04610000000000003
RFTN1,0.8463,0.8002,0.04610000000000003
CDC23,0.3616,0.3155,0.046099999999999974
NOL3,0.5962,0.5501,0.04609999999999992
SLC2A4,0.7194,0.6734,0.04600000000000004
ING1,0.1938,0.1478,0.04600000000000001
PPM1F,0.3897,0.3437,0.045999999999999985
SMAP2,0.6649,0.619,0.04590000000000005
PDZK1,0.0866,0.0407,0.045899999999999996
TBC1D10C,0.8148,0.7689,0.04589999999999994
TRADD,0.7975,0.7516,0.04589999999999994
HSPA12B,0.6527,0.6068,0.04589999999999994
DARS1,0.6213,0.5754,0.04589999999999994
FRY,0.5758,0.5299,0.04589999999999994
GPATCH11,0.436,0.3902,0.04580000000000001
TMEM65,0.5095,0.4637,0.04579999999999995
CHM,0.6044,0.5587,0.045700000000000074
CCNT2,0.2466,0.2009,0.04570000000000002
SDF4,0.4438,0.3981,0.04569999999999996
MFAP4,0.5978,0.5521,0.04569999999999996
ITIH4,0.3404,0.2947,0.04569999999999996
CYFIP2,0.7778,0.7322,0.045600000000000085
SELENOO,0.6129,0.5673,0.045599999999999974
ARNTL,0.376,0.3304,0.045599999999999974
IGLV2-11,0.3373,0.2918,0.045499999999999985
ITGA4,0.7293,0.6838,0.045499999999999985
FRG1,0.3518,0.3063,0.045499999999999985
SNAP29,0.6464,0.6009,0.045499999999999985
KRT79,0.701,0.6555,0.045499999999999985
PDK2,0.3469,0.3014,0.045499999999999985
EEF1D,0.5363,0.4909,0.045399999999999996
LONP2,0.259,0.2136,0.045399999999999996
RIPK2,0.5784,0.533,0.045399999999999996
RYR1,0.5934,0.548,0.045399999999999996
ALOX5,0.7348,0.6894,0.045399999999999996
SOAT1,0.6324,0.587,0.045399999999999996
PDGFRL,0.802,0.7567,0.04530000000000001
THRAP3,0.1107,0.0654,0.04530000000000001
GEN1,0.2957,0.2504,0.04530000000000001
GTF2A2,0.1688,0.1235,0.04530000000000001
SLFN11,0.7023,0.657,0.04530000000000001
DDX24,0.5407,0.4954,0.04529999999999995
IGLV3-25,0.3944,0.3491,0.04529999999999995
DGKE,0.1642,0.119,0.04520000000000002
LLGL2,0.8147,0.7695,0.04520000000000002
HIBADH,0.2139,0.1687,0.04520000000000002
FHL1,0.7509,0.7057,0.04520000000000002
CTNNA1,0.5297,0.4845,0.04519999999999996
STARD5,0.8155,0.7704,0.04510000000000003
PEBP1,0.0529,0.0078,0.0451
NCEH1,0.7781,0.7331,0.04500000000000004
KLK5,0.8932,0.8482,0.04500000000000004
STXBP6,0.7771,0.7321,0.04500000000000004
MMGT1,0.1676,0.1226,0.045
BCL2L1,0.3865,0.3415,0.044999999999999984
CRLF1,0.4805,0.4355,0.044999999999999984
CCDC47,0.5001,0.4551,0.044999999999999984
CNKSR3,0.6882,0.6433,0.04490000000000005
TNK2,0.0829,0.038,0.0449
AMBRA1,0.373,0.3281,0.044899999999999995
CMSS1,0.6134,0.5685,0.04489999999999994
SRC,0.5984,0.5536,0.04480000000000006
SRRM1,0.2064,0.1616,0.044800000000000006
RAB5A,0.2963,0.2515,0.044800000000000006
C2CD3,0.0879,0.0431,0.044800000000000006
WDR43,0.6002,0.5554,0.04479999999999995
FAM168B,0.6023,0.5575,0.04479999999999995
VAV2,0.7649,0.7202,0.04470000000000007
RPS4Y1,0.6732,0.6285,0.04470000000000007
PRKG1,0.649,0.6043,0.04470000000000007
DCTN4,0.1541,0.1094,0.04469999999999999
CACNA1S,0.6985,0.6538,0.04469999999999996
FNBP1,0.7139,0.6692,0.04469999999999996
LEMD3,0.4097,0.3651,0.04460000000000003
CHI3L2,0.766,0.7214,0.04459999999999997
AHSA1,0.721,0.6764,0.04459999999999997
KSR2,0.0712,0.0267,0.0445
EGLN1,0.7668,0.7223,0.044499999999999984
UMAD1,0.2158,0.1713,0.044499999999999984
APIP,0.5602,0.5157,0.044499999999999984
MTSS2,0.2101,0.1657,0.04440000000000002
NAA38,0.1428,0.0984,0.04440000000000001
HLA-DQB1,0.6755,0.6311,0.044399999999999995
KRT72,0.0803,0.0359,0.044399999999999995
DCBLD2,0.4321,0.3878,0.044300000000000006
SLC9A3R1,0.8393,0.795,0.044300000000000006
KMT2C,0.3675,0.3232,0.044300000000000006
TBCEL,0.5113,0.467,0.04429999999999995
SEPTIN2,0.0014,-0.0428,0.044199999999999996
PSMB7,0.357,0.3128,0.04419999999999996
DDX21,0.6204,0.5762,0.044199999999999906
DESI1,0.6806,0.6365,0.04410000000000003
CRTAC1,0.4459,0.4018,0.04410000000000003
ZC3HAV1,0.7661,0.722,0.04410000000000003
NBEAL2,0.552,0.5079,0.04410000000000003
UNC119B,0.3334,0.2893,0.04409999999999997
TMBIM1,0.749,0.705,0.04400000000000004
IDE,0.7842,0.7402,0.04400000000000004
CHRDL1,0.4413,0.3973,0.04400000000000004
GALNS,0.5727,0.5287,0.04400000000000004
USP54,0.4154,0.3714,0.043999999999999984
GRK5,0.2968,0.2528,0.043999999999999984
SEPHS2,0.3097,0.2657,0.043999999999999984
UBXN2A,0.2314,0.1874,0.043999999999999984
TXNL1,0.7048,0.6608,0.04399999999999993
LRSAM1,0.7861,0.7422,0.04390000000000005
ACVR2A,0.4132,0.3693,0.043899999999999995
FAM219A,0.3794,0.3355,0.043899999999999995
PECAM1,0.7276,0.6838,0.04380000000000006
MRC1,0.7851,0.7413,0.04380000000000006
FAM53B,0.2015,0.1577,0.043800000000000006
TUBB4B,0.3069,0.2631,0.043800000000000006
ANAPC1,0.3966,0.3528,0.043800000000000006
PRKCD,0.4656,0.4218,0.043800000000000006
SYNE1,0.7794,0.7356,0.04379999999999995
SMARCAL1,0.4605,0.4168,0.04370000000000002
OSBPL6,0.7698,0.7262,0.04360000000000008
PTMA,0.453,0.4094,0.04360000000000003
NFKBIA,-0.1022,-0.1458,0.043600000000000014
PKN1,0.5513,0.5077,0.04359999999999997
GINS2,0.5133,0.4697,0.04359999999999997
CASP7,0.6596,0.616,0.04359999999999997
GZMK,0.7314,0.6879,0.043500000000000094
IGLV7-46,0.2897,0.2462,0.04350000000000001
CRYZ,0.5894,0.5459,0.04349999999999998
PARP14,0.8773,0.8338,0.04349999999999998
IL3RA,0.8491,0.8056,0.04349999999999998
SIPA1,0.6275,0.584,0.04349999999999998
ACTL6A,0.4937,0.4503,0.04340000000000005
L2HGDH,0.5667,0.5233,0.043399999999999994
MAN2B2,0.425,0.3816,0.043399999999999994
ZNF787,0.268,0.2247,0.043300000000000005
LDLRAP1,0.796,0.7527,0.043300000000000005
PEF1,0.4738,0.4305,0.043300000000000005
UBA1,0.3402,0.297,0.043200000000000016
AKAP7,0.1756,0.1324,0.043200000000000016
STMN1,0.7149,0.6717,0.043200000000000016
AP3S1,0.5747,0.5316,0.04310000000000003
SERPINI1,0.628,0.5849,0.04310000000000003
CCDC22,0.0464,0.0033,0.0431
MGAT5,0.5851,0.542,0.043099999999999916
TRIM29,0.8679,0.8249,0.04300000000000004
PIGA,0.4095,0.3665,0.04299999999999998
WDR45B,0.3917,0.3487,0.04299999999999998
ST14,0.82,0.777,0.04299999999999993
ANKRD2,0.7866,0.7436,0.04299999999999993
SLC12A7,0.7823,0.7394,0.04290000000000005
RBBP6,0.1646,0.1217,0.042899999999999994
HSPB11,0.4898,0.4469,0.042899999999999994
KHDRBS3,0.7486,0.7058,0.04280000000000006
ATP5F1B,0.0577,0.0149,0.042800000000000005
RPS20,0.145,0.1022,0.04279999999999999
GPX7,0.7998,0.757,0.04279999999999995
PSMG3,0.2913,0.2486,0.042700000000000016
PPIE,0.4507,0.408,0.042700000000000016
PRDM2,0.074,0.0313,0.042699999999999995
ANXA8L1,0.8638,0.8211,0.04269999999999996
PRUNE2,0.7644,0.7217,0.04269999999999996
SLC10A6,0.0319,-0.0107,0.0426
MALT1,0.1127,0.0701,0.0426
SLC22A5,0.1542,0.1116,0.0426
PFKL,0.3554,0.3128,0.04259999999999997
MINDY2,0.2895,0.2469,0.04259999999999997
NHEJ1,0.5959,0.5533,0.04259999999999997
FOXP4,0.3389,0.2963,0.04259999999999997
ZRANB3,0.1698,0.1273,0.04250000000000001
GALM,0.708,0.6655,0.04249999999999998
TEPSIN,0.2322,0.1897,0.04249999999999998
HMGN1,0.4524,0.41,0.04240000000000005
LLGL1,0.6378,0.5954,0.04239999999999999
CRYBG3,0.7903,0.7479,0.04239999999999999
PCCB,-0.0982,-0.1405,0.04230000000000002
TGM2,0.7252,0.6829,0.042300000000000004
IRF8,0.4491,0.4068,0.042300000000000004
PCSK5,0.1339,0.0916,0.04229999999999999
INTS10,0.2826,0.2404,0.042200000000000015
API5,0.3837,0.3415,0.04219999999999996
SPEG,0.348,0.3058,0.04219999999999996
