gene,spearman_r,p_value,n_samples
PCDHGC3,0.0699,0.8290236405313092,12
SYNRG,0.0688,0.8233398751292708,13
PMPCB,0.0681,0.8094385080505536,15
C2CD2,0.0681,0.8169838797817922,14
UTP6,0.0679,0.8101088187105132,15
COPZ1,0.0679,0.8101088187105132,15
CHMP6,0.0679,0.8101088187105132,15
SBF1,0.0679,0.8101088187105132,15
SELENOO,0.0679,0.8101088187105132,15
TAB2,0.0679,0.8101088187105132,15
MYO9A,0.0667,0.8548130882487427,10
CSTF2T,0.0661,0.8148624486201581,15
REEP4,0.0659,0.830542385756094,13
NCOA1,0.0645,0.8193112704551836,15
PRPF40A,0.0643,0.8199479653196377,15
SDHD,0.0643,0.8199479653196377,15
NDUFAF1,0.0643,0.8197894227047212,15
ZNF592,0.0643,0.8199479653196377,15
PPP1R14B,0.0643,0.8199479653196377,15
MNAT1,0.0643,0.8199479653196377,15
PPIP5K2,0.0643,0.8199479653196377,15
CXCL16,0.0636,0.8525390725425217,11
TMEM260,0.0633,0.837295929789188,13
CDK2AP1,0.0629,0.8459309212287789,12
TINF2,0.0629,0.8459309212287789,12
P3H1,0.0629,0.8459309212287789,12
TRAPPC11,0.0626,0.8247226593599326,15
EIF3I,0.0626,0.8245679189991374,15
STK4,0.0626,0.8245679189991374,15
CFHR2,0.0619,0.8266479231312032,15
MYL1,0.0619,0.8266479231312032,15
MED1,0.0608,0.8296619908680618,15
TECPR1,0.0608,0.8296619908680618,15
CGN,0.0607,0.8298120954425187,15
NDUFC2,0.0607,0.8298120954425187,15
SGF29,0.0607,0.8298120954425187,15
CTNNA1,0.0607,0.8298120954425187,15
PIGQ,0.0607,0.8298120954425187,15
STK19,0.0607,0.8298120954425187,15
INTS2,0.0607,0.8298120954425187,15
RABEPK,0.0605,0.844290679129877,13
CTSF,0.0604,0.8445023706449681,13
LRCH3,0.0604,0.8445023706449681,13
MFAP1,0.059,0.8344610002861973,15
RNASE3,0.059,0.8345086022349871,15
PRG2,0.0577,0.8382667134256636,15
TMEM43,0.0572,0.8394162853019237,15
PNISR,0.0571,0.8396998687415759,15
ATP6V1F,0.0571,0.8396998687415759,15
CBL,0.0571,0.8396998687415759,15
RUVBL2,0.0571,0.8396998687415759,15
MARCHF6,0.0559,0.8628980736949713,12
TASP1,0.0554,0.8445148695747667,15
RPS6KA4,0.0554,0.8445148695747667,15
MMP8,0.0549,0.8585042942308734,13
ASDURF,0.0549,0.8585042942308734,13
MBL2,0.0546,0.8661995710911955,12
FEZ2,0.0545,0.8810361811618526,10
BRMS1,0.0545,0.8810361811618526,10
AMOTL1,0.0545,0.8810361811618526,10
CTU2,0.0545,0.8734465775233149,11
AP5S1,0.0538,0.8490756334729882,15
MRPL53,0.0536,0.8496099367776072,15
IFT57,0.0536,0.8496099367776072,15
RAB11FIP1,0.0536,0.8496099367776072,15
MRPL41,0.0536,0.8496099367776072,15
MRPS12,0.0536,0.8496099367776072,15
SERF2,0.0536,0.8496099367776072,15
NDUFA4,0.0518,0.8544441652796256,15
ICAM3,0.0518,0.8544441652796256,15
VANGL2,0.0518,0.8544441652796256,15
SMG8,0.0518,0.8544441652796256,15
PRTN3,0.0511,0.8565978932264331,15
SETMAR,0.0501,0.8836652681267614,11
ADCY3,0.0501,0.8592917563862981,15
STX5,0.05,0.859540943467457,15
PPP2R3A,0.05,0.859540943467457,15
GPATCH8,0.05,0.859540943467457,15
NFYB,0.05,0.859540943467457,15
MRPL50,0.05,0.859540943467457,15
SLC35D1,0.049,0.8799185788786748,12
RNF144A,0.049,0.8797094411808867,12
ZNRD2,0.0483,0.8643937728170601,15
APOF,0.0483,0.8642903061123073,15
BRD1,0.0468,0.8794129823285038,13
INPP5A,0.0466,0.8690266287278582,15
CCDC90B,0.0465,0.8693757655741949,15
POLR3B,0.0465,0.8693757655741949,15
SPTAN1,0.0465,0.8693757655741949,15
TCOF1,0.0465,0.8693757655741949,15
AIFM2,0.0464,0.8694915255450948,15
PIAS1,0.0464,0.8694915255450948,15
SLU7,0.0464,0.8694915255450948,15
TRNAU1AP,0.0464,0.8694915255450948,15
NBDY,0.0464,0.8694915255450948,15
FGD2,0.0464,0.8694915255450948,15
SERPINB7,0.0462,0.875502537632114,14
NIPA1,0.0462,0.875502537632114,14
CYTH2,0.0447,0.8743623219190316,15
KIAA0100,0.0447,0.8743623219190316,15
CFHR3,0.0443,0.8755350448203166,15
STARD5,0.044,0.8866190227890784,13
F11,0.043,0.8944290510020322,12
FCN3,0.0429,0.8794603130258999,15
DCK,0.0429,0.8794603130258999,15
LYSMD3,0.0429,0.8794603130258999,15
RPL24,0.0429,0.8794603130258999,15
EPB41,0.0429,0.8793532695538793,15
G3BP2,0.0429,0.8794603130258999,15
MRPL47,0.0429,0.8793532695538793,15
FRG1,0.0429,0.8794603130258999,15
TMSB4X,0.0429,0.8794603130258999,15
THOC6,0.0429,0.8794603130258999,15
SEPTIN2,0.0429,0.8794603130258999,15
PSMC5,0.0429,0.8793532695538793,15
RPS6,0.0429,0.8794603130258999,15
PSMB2,0.0429,0.8794603130258999,15
AP3B1,0.0429,0.8794603130258999,15
NCKAP1,0.0429,0.8794603130258999,15
CSPP1,0.0426,0.9070828390046616,10
JADE3,0.0424,0.9073638178128159,10
GYPC,0.0424,0.9073638178128159,10
GYPA,0.0423,0.8811351654920156,15
KERA,0.042,0.8969858708195542,12
DSCC1,0.042,0.8969858708195542,12
FBLN2,0.042,0.8969858708195542,12
GABPB2,0.042,0.8969858708195542,12
TIMM22,0.0411,0.8843484358033111,15
H1-3,0.0411,0.8843484358033111,15
RETREG3,0.0411,0.8843484358033111,15
SYF2,0.0393,0.8894459296739486,15
NDUFS4,0.0393,0.8894459296739486,15
DEGS1,0.0393,0.8893476476289427,15
WDR12,0.0393,0.8894459296739486,15
MT-ND6,0.0393,0.8894459296739486,15
IQGAP3,0.0393,0.8894459296739486,15
EXOSC10,0.0364,0.9154683168905347,11
KLF3,0.0364,0.9154683168905347,11
SLC30A9,0.0357,0.8994469934720875,15
CARS1,0.0357,0.8993575141294191,15
BAX,0.0357,0.8994469934720875,15
PPP1R8,0.0357,0.8994469934720875,15
B4GAT1,0.0357,0.8994469934720875,15
CENPB,0.0357,0.8994469934720875,15
LRRC45,0.035,0.9140933424107599,12
IGKV1D-8,0.0349,0.9097717636686966,13
TRAPPC12,0.034,0.9043678210462518,15
NOL9,0.034,0.9043678210462518,15
A1BG,0.0332,0.9065046725963137,15
FAM168A,0.033,0.9148564744875124,13
NUP43,0.0323,0.9091382619615933,15
SMC5,0.0322,0.909381478053083,15
LIN7C,0.0321,0.9094621170945906,15
TTC33,0.0321,0.9094621170945906,15
ATF2,0.0321,0.9094621170945906,15
RAVER1,0.0321,0.9094621170945906,15
DCTN1,0.0321,0.9094621170945906,15
SELP,0.0321,0.9094621170945906,15
USP19,0.0321,0.9094621170945906,15
NDUFA9,0.0321,0.9094621170945906,15
EMC10,0.0321,0.9094621170945906,15
CNPY2,0.0321,0.9094621170945906,15
CIAO1,0.0321,0.9094621170945906,15
