gene,spearman_r,p_value,n_samples
DNAJC17,0.4849,0.0008505191980841693,44
PRUNE2,0.4848,0.0008538771003161699,44
KCMF1,0.4848,0.0008534632494341823,44
MAU2,0.4847,0.0008552236088507277,44
NECAP1,0.4845,0.0008603681475502556,44
TESK1,0.4845,0.0020551001143299277,38
EIF2S1,0.4845,0.0008611484639859278,44
LRRC40,0.4845,0.0008612017109419202,44
EHD2,0.4844,0.0008632880031596602,44
PAGE5,0.4844,0.0017813955122345814,39
CAVIN2,0.4843,0.0008659590788764493,44
PXN,0.4843,0.006687179946541407,30
WDR26,0.4843,0.00086417747637417,44
INPP5E,0.4843,0.0077560742721111695,29
ELK3,0.4842,0.0043035229009436345,33
METRNL,0.4841,0.000870740229025951,44
AVEN,0.4841,0.0008706852191166355,44
JMY,0.484,0.0008715820258850765,44
ASAP3,0.4839,0.0008745886936371474,44
LIMD1,0.4839,0.0008738555891241745,44
MON2,0.4837,0.0008807990012629057,44
PIGH,0.4836,0.0008829245919510575,44
TAX1BP1,0.4836,0.0008829820287298791,44
IGHV3-11,0.4835,0.0011788665871990006,42
MLLT3,0.4834,0.0028211471996728186,36
TNKS,0.4833,0.002112259615948429,38
GNG11,0.4832,0.0008931079404649365,44
GLI3,0.4832,0.002119282929585596,38
GATAD1,0.4832,0.0008927377664338301,44
PANK3,0.4829,0.000899750374462331,44
CAMK2N1,0.4828,0.04962158964225814,17
IGHV3-48,0.4827,0.0009055664584262975,44
SNAPC4,0.4826,0.001048003068568577,43
STK17A,0.4826,0.0009084255513791151,44
SNX2,0.4826,0.0009087988297689064,44
TMEM199,0.4825,0.0009097333526327583,44
CEPT1,0.4824,0.0009119791569724831,44
HERPUD2,0.4824,0.0009114790551623705,44
ULBP3,0.4823,0.00934866223541806,28
IGHV4-31,0.4823,0.0009150415735864434,44
MAN1B1,0.4823,0.0009164850944413606,44
NEK1,0.4822,0.0009170522074043021,44
FMOD,0.4821,0.0009196246389181046,44
UBA3,0.4821,0.000920828599964109,44
CUEDC2,0.4821,0.0009207642522810872,44
RAP2A,0.4819,0.0009256207436474508,44
PCMT1,0.4818,0.000927967191128461,44
MIER1,0.4817,0.0009312081962429141,44
LZTR1,0.4816,0.0009329876915280181,44
APEX2,0.4816,0.005260831043332365,32
BSDC1,0.4816,0.0009330552016768614,44
MED31,0.4816,0.0009343238090155862,44
GLYR1,0.4815,0.0009362442184230496,44
PNPLA6,0.4815,0.0009371374273390345,44
PRPF8,0.4814,0.0009395111003015884,44
PEX1,0.4814,0.0009380312075370052,44
ART3,0.4814,0.0503927604120585,17
MAN1A2,0.4813,0.0009414417795420842,44
PPP4R2,0.4812,0.0009445858234144396,44
STBD1,0.4812,0.000943686808150493,44
GNA13,0.4811,0.0009474278640309721,44
DENND5B,0.4811,0.002974009148393176,36
ADAMTS5,0.481,0.0025793907978119085,37
ARMC1,0.481,0.0009502067405421027,44
MFN2,0.4809,0.0009520870008379731,44
LGSN,0.4808,0.014984009366080188,25
PLXNB3,0.4807,0.027405061629708332,21
GABPA,0.4806,0.0009606259954037909,44
USP8,0.4805,0.0009621415739801492,44
TMEM248,0.4805,0.011182432764828434,27
SLURP1,0.4805,0.1138352021842285,12
ADIPOR1,0.4803,0.002274253387893972,38
ASTE1,0.4802,0.0009701534069346157,44
RPP38,0.4801,0.0009740638953117069,44
COX7B,0.4801,0.0017183477533258718,40
HLA-C,0.4799,0.0009796875868827034,44
C19orf54,0.4797,0.0017371547500384045,40
BCL10,0.4796,0.0009861169542311908,44
GLG1,0.4796,0.0009875153744687475,44
MBD4,0.4795,0.0009900080900374405,44
KBTBD7,0.4795,0.006339869155108914,31
POLL,0.4793,0.0009968101314468108,44
HMBS,0.4793,0.0009968101314468108,44
ZUP1,0.4792,0.027944448062011983,21
AGPS,0.4791,0.001001291915593119,44
NEK9,0.4791,0.001002317671232876,44
YEATS2,0.479,0.001003652785631644,44
VPS72,0.479,0.001003652785631644,44
TLCD3A,0.479,0.004801375574648811,33
RAVER1,0.4789,0.0010080791381551254,44
SMCR8,0.4789,0.0010081624986366298,44
PF4,0.4788,0.0010083450157345895,44
NCDN,0.4788,0.0010105362546243913,44
GKN2,0.4788,0.0013388938593548786,42
CASC4,0.4787,0.0010131673742828243,44
ARL5B,0.4787,0.0010130830660880147,44
SCAND1,0.4786,0.015522658778026163,25
CENPC,0.4786,0.001014681722048048,44
KATNA1,0.4785,0.001019066467395788,44
MRPS23,0.4783,0.0010250813560710864,44
NDST2,0.4783,0.060926863900486114,16
PRELP,0.4782,0.0010274872434914116,44
MED18,0.478,0.0010321829594665969,44
ST6GALNAC2,0.4779,0.028433024289660953,21
DPP8,0.4779,0.0010362355942874402,44
MICU1,0.4777,0.001040879422632909,44
PSMD4,0.4777,0.001377485695169572,42
RHOG,0.4776,0.0010438042294693564,44
USO1,0.4774,0.0010489686228948188,44
CDPF1,0.4774,0.0010489686228948188,44
DMAC2,0.4773,0.0010520970452086243,44
ZKSCAN3,0.477,0.04531591054458125,18
UFL1,0.4769,0.0010654036797854071,44
ZNF574,0.4769,0.0010640115471190524,44
RAD51C,0.4768,0.0021496016145582087,39
TSPAN33,0.4767,0.013818947150185721,26
MOGS,0.4767,0.0010706644245846069,44
RELCH,0.4767,0.0014141558362567685,42
MRPL1,0.4765,0.0010747528438833523,44
UBL3,0.4764,0.001426470223548961,42
OGDH,0.4763,0.0010826584603354065,44
ZBTB14,0.4763,0.0010833676236531322,44
NELFB,0.4762,0.0010858850317578387,44
RO60,0.4761,0.0010875989932076155,44
CWC15,0.4761,0.0010880028811516465,44
ZNF827,0.4761,0.0019030239799676804,40
KLHL22,0.476,0.0010907314994371249,44
STX10,0.476,0.0010912373851564238,44
MECOM,0.4759,0.07298442086553296,15
LAMP3,0.4759,0.0010948856829251213,44
CD22,0.4759,0.00906510080931302,29
PEX12,0.4758,0.0010960033206801453,44
ING3,0.4756,0.0011020147269373344,44
SLC5A8,0.4755,0.118175957013032,12
MTX2,0.4755,0.0011050785927953345,44
LACTB,0.4754,0.0011100033343867629,44
VIRMA,0.4753,0.0011125706808774443,44
B3GNT7,0.4751,0.002574722459059575,38
PIKFYVE,0.4748,0.0011273878574568916,44
DDX23,0.4747,0.0011324037838442809,44
RPL5,0.4746,0.0011334473051073587,44
PORCN,0.4746,0.001494941496944322,42
GMPPA,0.4746,0.001134379953342216,44
CNTRL,0.4744,0.0011388997295151387,44
PPP1R9B,0.4744,0.001139423697140247,44
ZNF501,0.4744,0.00931282524516108,29
RPS27,0.4742,0.0011455407322008076,44
IGFBP1,0.4742,0.16619192808155497,10
LZIC,0.4742,0.0011455407322008076,44
ZMIZ1,0.4741,0.0011493443775226733,44
BCL3,0.474,0.0011538035140143286,44
EXOSC3,0.4739,0.0011555087515753048,44
SERINC3,0.4739,0.0011568020671399524,44
ACTR6,0.4737,0.0011627680213679382,44
JMJD7,0.4737,0.0011633007922563642,44
