gene,spearman_r,p_value,n_samples
LIG3,0.4771,0.02875023667552391,21
EDF1,0.4769,0.028809561680662153,21
KLHL11,0.4769,0.028809561680662153,21
CUL1,0.4769,0.028809561680662153,21
TMEM245,0.4768,0.028868925376995296,21
TANGO2,0.4768,0.028868925376995296,21
OXNAD1,0.4768,0.028868925376995296,21
SMCR8,0.4768,0.028868925376995296,21
GBP7,0.4767,0.03358407951093335,20
PDP1,0.4766,0.02892832768335774,21
COMMD5,0.4766,0.02892832768335774,21
NANS,0.4766,0.02892832768335774,21
USP53,0.4766,0.02892832768335774,21
RMC1,0.4764,0.02899945822453614,21
RUNDC1,0.4764,0.02899945822453614,21
NUCKS1,0.4763,0.02905910753041335,21
GLMP,0.4763,0.02905910753041335,21
TMEM134,0.4762,0.045722777749407875,18
C18orf32,0.4761,0.029118795396918227,21
RAVER1,0.4761,0.029118795396918227,21
OSCP1,0.4759,0.02919044699919094,21
BAZ1B,0.4759,0.02919044699919094,21
CDK5RAP2,0.4756,0.029310357257039545,21
IGF2R,0.4756,0.029310357257039545,21
B4GALT4,0.4755,0.029370370068688544,21
FREM2,0.4755,0.118175957013032,12
USP48,0.4753,0.02944275667936516,21
SNUPN,0.4753,0.02943042122641138,21
VPS26B,0.4753,0.02943042122641138,21
CHAF1A,0.4752,0.034227251145071226,20
TRNAU1AP,0.4751,0.0295030185381522,21
TXNRD3,0.4751,0.0295030185381522,21
NTN1,0.475,0.07357086204591355,15
PPP1R16A,0.475,0.04639014479880611,18
TMEM126A,0.4748,0.029623657298739794,21
OLFM1,0.4748,0.039973368425484615,19
NHSL1,0.4748,0.029623657298739794,21
SIX5,0.4746,0.054261611411438454,17
DDX59,0.4745,0.029770019538452014,21
ARF1,0.4743,0.04019387863738374,19
SLC15A3,0.4743,0.029817999997985567,21
DPH6,0.4743,0.029817999997985567,21
DCXR,0.4742,0.02987866500467581,21
SSR1,0.4742,0.02987866500467581,21
GJA1,0.4742,0.02987866500467581,21
PTPRJ,0.474,0.029939368084679438,21
DIMT1,0.474,0.029939368084679438,21
ROCK1,0.474,0.029952538507690227,21
LAMA2,0.474,0.029939368084679438,21
MRPL38,0.474,0.029939368084679438,21
LCN2,0.474,0.029939368084679438,21
PRXL2A,0.474,0.029939368084679438,21
MEST,0.4737,0.03487999137949654,20
ABCF1,0.4737,0.030074408868742384,21
