gene,spearman_r,p_value,n_samples
PPFIA2,0.7441,4.694181262961509e-05,23
ST3GAL1,0.7441,3.288391211138703e-11,57
MSN,0.744,1.463325868619809e-11,59
PDLIM1,0.744,1.4595953593428105e-11,59
DOCK10,0.7437,1.505428758837877e-11,59
SLC38A2,0.7437,1.502775078441089e-11,59
CDK5RAP2,0.7436,1.511943118696848e-11,59
ASPA,0.7435,1.528911203751909e-11,59
DCTPP1,0.7434,1.5487819652674656e-11,59
DPEP1,0.7433,4.75758950759152e-07,34
EHF,0.7432,5.40840858744432e-11,56
KIF1A,0.7429,5.110559019517991e-09,45
DENND2B,0.7428,1.6307048983851682e-11,59
FGD2,0.7427,1.6571102076970242e-11,59
TFG,0.7426,1.666932288266877e-11,59
IFIT2,0.7425,1.6886312083428897e-11,59
TBC1D30,0.7424,5.300084804290424e-09,45
ARHGAP32,0.7421,1.7540954738402962e-11,59
ECT2,0.7421,1.7504691539399997e-11,59
PTGES,0.7419,1.7873661650228985e-11,59
ITGA9,0.7418,1.8016328584556945e-11,59
ZG16B,0.7418,0.0037013137357526297,13
PDIA2,0.7418,0.0037013137357526297,13
GSR,0.7417,1.8225446321095878e-11,59
MCM5,0.7416,1.842535759034691e-11,59
SGPP2,0.7415,1.4194685476593121e-10,54
PPP1R3G,0.7414,1.8700868417989412e-11,59
PPP1R13L,0.7414,1.8616357853643025e-11,59
CERT1,0.7413,1.891350242353102e-11,59
CCNA2,0.7411,6.840257624123857e-08,39
CLGN,0.741,1.4824255917763642e-10,54
PRKCQ,0.741,4.370893278888328e-11,57
MCM4,0.7409,1.969353505793811e-11,59
INAVA,0.7409,2.3818348634292243e-07,36
GPAT4,0.7408,1.9792790218436165e-11,59
SPTLC2,0.7408,1.972794100417513e-11,59
ECM1,0.7404,2.058377216168667e-11,59
DBN1,0.7402,2.0887630809730957e-11,59
KCNJ15,0.7402,2.3821121732185274e-10,53
IRS1,0.7402,2.1031364020066296e-11,59
MAMDC2,0.74,2.1374066598919936e-11,59
PLA2G12B,0.74,3.1947736094097593e-11,58
INPP5J,0.7399,1.966151900828141e-06,31
NXN,0.7399,2.1616215168295703e-11,59
PAGE2,0.7399,2.3663073190092096e-05,25
SORL1,0.7398,2.1771297561909828e-11,59
EPB41,0.7398,0.00029393708883702007,19
BST2,0.7394,2.2549633431233824e-11,59
ITSN2,0.7394,2.2646918418196118e-11,59
SH2D4A,0.7392,2.2972006641371384e-11,59
RCN1,0.7392,2.291842811367779e-11,59
FERMT1,0.7392,2.3105708406096834e-11,59
PARG,0.7389,2.3673403501384262e-11,59
PCYT1A,0.7389,2.36974619293879e-11,59
GPR39,0.7388,9.062000813079596e-10,50
ADIRF,0.7388,2.3939271032719694e-11,59
IGFBP3,0.7388,2.390494824213315e-11,59
NUDT1,0.7387,2.4022340210445768e-11,59
CENPV,0.7386,2.432668578163659e-11,59
IKBKB,0.7386,2.44285585518337e-11,59
NUDCD1,0.7385,2.4498737012151924e-11,59
ABR,0.7385,2.468658551458555e-11,59
ZSCAN18,0.7383,2.499576599826045e-11,59
SLC44A3,0.7383,2.4002422593698943e-08,42
GATM,0.7383,2.5031641147109187e-11,59
HCLS1,0.7381,2.5612178924565985e-11,59
FXYD1,0.738,6.321921860885021e-07,34
IGF1R,0.7375,2.6931601003623773e-11,59
PARM1,0.7375,1.341852060512197e-10,55
RALGAPA2,0.7374,2.734095019358358e-11,59
MTMR3,0.7372,2.7672636427863818e-11,59
AP1G1,0.7371,2.7992353071060582e-11,59
SLC37A1,0.7371,4.656253167214679e-10,52
CYP4B1,0.737,2.8400922855306753e-11,59
GPD1,0.737,2.8400922855306753e-11,59
AUTS2,0.7369,2.850283742642633e-11,59
PODN,0.7369,2.8625718085389178e-11,59
MCRIP2,0.7368,6.420490276067464e-11,57
UBA7,0.7367,2.905130469723907e-11,59
MOSPD1,0.7366,4.0277203150816115e-08,41
GDF10,0.7365,1.4676880588649458e-10,55
CLDN3,0.7365,2.9567427740333294e-11,59
PTK6,0.7364,2.981804507110989e-11,59
PRRG4,0.7364,0.009759535959916904,11
SLITRK6,0.7364,0.009759535959916904,11
ZHX1,0.7364,3.00235175924204e-11,59
ST14,0.7363,3.0312577583099626e-11,59
PARD6B,0.7363,3.018709525916064e-11,59
SFN,0.7363,3.0256122202487065e-11,59
SLC14A2,0.7363,0.0026764473596131958,14
NAPG,0.7363,3.009664074094055e-11,59
SLC5A1,0.7363,0.0026764473596131958,14
ASF1B,0.7362,5.5098058528587705e-09,46
CBR1,0.7362,3.047312807560729e-11,59
DAP,0.7362,3.050814532407132e-11,59
SLC27A1,0.7362,3.036013415966038e-11,59
TCEAL2,0.7358,5.6769377353722565e-09,46
APBA1,0.7358,3.1729574411756127e-11,59
MYBL2,0.7357,0.001769868642144271,15
KHDRBS3,0.7357,3.1856343364316064e-11,59
HNMT,0.7357,3.184739669659528e-11,59
CARD6,0.7357,3.1942758164121413e-11,59
NOMO3,0.7354,3.247729837329878e-07,36
GRAMD2A,0.7354,3.912694935545645e-09,47
PLCH1,0.7353,3.299728954325296e-11,59
MTCL1,0.7352,3.334682212182398e-11,59
PWP2,0.7351,2.8395333587139684e-05,25
GPCPD1,0.7351,3.3776284893885994e-11,59
PHETA1,0.7349,1.8337625573185012e-09,49
FADS1,0.7347,3.513688508893133e-11,59
IFI44,0.7347,3.5057675260444196e-11,59
ARHGDIB,0.7346,3.532685756521375e-11,59
SMPD3,0.7345,3.57864315781502e-11,59
NRK,0.7344,2.560340625209168e-06,31
GRK3,0.7343,3.6431412170080455e-11,59
CHIT1,0.7343,3.6497342154753964e-11,59
PIGR,0.7343,3.6203794403140386e-11,59
DNMT3A,0.7343,3.624181713785674e-11,59
GALNT2,0.7342,3.6783125706388884e-11,59
TRAP1,0.7341,3.6997923856753054e-11,59
FKBP11,0.734,3.7264593816963734e-11,59
PROSER2,0.734,3.744513893425173e-11,59
CKAP2,0.734,1.9619023291713282e-09,49
CMBL,0.7339,3.7758508437629996e-11,59
OCRL,0.7339,3.771754111513055e-11,59
IRF4,0.7338,3.799937018502798e-11,59
CAPRIN1,0.7338,3.818996972619923e-11,59
TKT,0.7338,3.819369830661986e-11,59
PRC1,0.7337,3.848546321342033e-11,59
IKZF1,0.7334,3.949999470150175e-11,59
SCN7A,0.7333,3.9666283407101756e-11,59
CDCA8,0.7333,0.0003534246381327734,19
LPCAT1,0.7332,4.013315236869716e-11,59
NOL3,0.7332,4.016184179341971e-11,59
BMP1,0.733,4.085978672833786e-11,59
FNBP1,0.7329,4.137709123260338e-11,59
TFF1,0.7328,0.0002376391615610998,20
RPS6KA3,0.7326,4.2585081583694043e-11,59
F2R,0.7325,0.00015959227909270518,21
GNA14,0.7323,6.444874653637645e-11,58
CCDC88C,0.7321,4.4261158186554975e-11,59
MYC,0.7321,0.0019129636009785618,15
UBAP2,0.732,4.494793098851301e-11,59
TGFB2,0.7319,4.544449316948418e-11,59
COMT,0.7319,4.5235358140880735e-11,59
TMPRSS11E,0.7318,1.7893245931353645e-07,38
CXorf38,0.7318,4.5684023906203063e-11,59
TMEM63C,0.7317,0.0005580324697729894,18
STING1,0.7316,4.6585322296813586e-11,59
