gene,spearman_r,p_value,n_samples
C16orf91,0.1638,0.30628891098256655,41
PNPLA4,0.1638,0.24599307691374186,52
TMED10,0.1638,0.24600543604294936,52
RAP1GAP,0.1636,0.6306852146425356,11
KSR1,0.1636,0.6514773427962428,10
GPA33,0.1636,0.6306852146425356,11
WEE1,0.1635,0.4248163395827696,26
RSU1,0.1635,0.2469110641193588,52
MRPL11,0.1634,0.24698267422430192,52
TUBGCP3,0.1633,0.24729692267812922,52
SPRY1,0.1632,0.34896169700931445,35
DDX47,0.1632,0.24758849408722197,52
NDUFA10,0.1629,0.24847733238906433,52
N4BP1,0.1628,0.2488237972321155,52
NUP54,0.1628,0.24880331099401715,52
TBC1D10A,0.1627,0.24913692850122482,52
POP4,0.1627,0.24923210325165493,52
EFCAB7,0.1626,0.24941230921936966,52
GDI2,0.1624,0.2501383546423376,52
PLOD1,0.1624,0.24996792776583526,52
RAB35,0.1621,0.25083174498376226,52
COMMD10,0.1621,0.25090352860649073,52
EPC2,0.1619,0.44981923594048806,24
SDR39U1,0.1619,0.2513893105690007,52
CCL18,0.1618,0.2519373302523275,52
VPS41,0.1617,0.2521435298665209,52
JMJD1C,0.1617,0.2521089886184954,52
CXCL12,0.1616,0.2523282895160983,52
DMAC2L,0.1615,0.2528159654595834,52
RBBP5,0.1614,0.25295737031258303,52
C4BPB,0.1611,0.2538099460753437,52
SUB1,0.1611,0.2537728033960648,52
ZNF467,0.161,0.4855791442852288,21
SPHK2,0.161,0.2692482400181239,49
BCOR,0.1609,0.566845610566277,15
DCAF7,0.1609,0.25453844425892225,52
SSBP4,0.1609,0.25435933920893816,52
GTF2B,0.1608,0.254932128262014,52
GEMIN8,0.1605,0.26546363994735556,50
OSBPL5,0.1605,0.32260451648393657,40
MAP6,0.1602,0.2565313706898721,52
AP2S1,0.1601,0.25676236741912034,52
HECTD3,0.1601,0.25693207491623804,52
NFKBIB,0.1599,0.257436347267592,52
KPNA3,0.1599,0.2573591154710879,52
DRG2,0.1598,0.2577815283637283,52
NCCRP1,0.1596,0.6025824632276241,13
ZBTB1,0.1596,0.2583179009471404,52
FGD4,0.1596,0.25825069557130065,52
DGCR8,0.1595,0.25864335197567495,52
TTC8,0.1595,0.25878760853946314,52
CCT3,0.1594,0.25900481194743485,52
PPIG,0.1594,0.2589429793526731,52
ZNF414,0.1592,0.35384385761051207,36
MMP7,0.1591,0.25979587031269863,52
NOP14,0.159,0.26030540614583275,52
SCFD2,0.1589,0.2604497985710151,52
TSR2,0.1589,0.26056923570391355,52
CSNK1G3,0.1589,0.3275245337767762,40
ZNF106,0.1588,0.39361930376847276,31
ADCK5,0.1587,0.3412825022775418,38
MAML3,0.1585,0.2766620691353078,49
NDUFA5,0.1583,0.26221214632263756,52
USP36,0.1583,0.37111688962882233,34
TNFRSF17,0.1582,0.4709944186226034,23
EMC10,0.1581,0.26290844154508725,52
BBS4,0.158,0.29989945202647317,45
RBBP7,0.1579,0.26348278835114336,52
GOLGB1,0.1578,0.3805180937730359,33
RBM14,0.1577,0.26431981131350746,52
TAGAP,0.1576,0.6246756664067578,12
HIVEP2,0.1576,0.6246756664067578,12
NAT10,0.1575,0.26491346739382193,52
SHARPIN,0.1575,0.2648132584502908,52
SIKE1,0.1573,0.26549046914706187,52
WHAMM,0.1573,0.5756071006571086,15
YBX1,0.1572,0.26568393237191246,52
RPL22L1,0.157,0.45370557128700106,25
POLD4,0.157,0.4340520398243178,27
SMG6,0.1568,0.2669386800714617,52
DMAP1,0.1566,0.2676814642239059,52
CDC27,0.1566,0.2675469530743141,52
MICU3,0.1564,0.41786098360900764,29
RPL19,0.1563,0.26837363027593814,52
MRPL51,0.1563,0.26848529335675175,52
AKR1B10,0.1562,0.26892401620290846,52
MARCHF6,0.1562,0.5938237149642159,14
HABP2,0.1561,0.2692305159874211,52
ACTR3B,0.1561,0.2790998848204495,50
DIPK1A,0.156,0.5942347005808511,14
PPP5C,0.1559,0.26963518490539745,52
SLC25A51,0.1559,0.3181237616871523,43
BRPF1,0.1559,0.30658713335115256,45
ATP9B,0.1557,0.2703722736354736,52
ERLEC1,0.1556,0.2707819045347912,52
RPS23,0.1556,0.2706487706143778,52
PSMD6,0.1555,0.2709565253396165,52
SYF2,0.1553,0.2715712573652279,52
ATP6AP2,0.1552,0.271869272465083,52
KHDC4,0.155,0.27270117065470434,52
FRMD8,0.1549,0.2730112757676594,52
PELP1,0.1548,0.27307257933354806,52
IGLV3-22,0.1548,0.49159365221022583,22
RBBP4,0.1547,0.2734528994856757,52
TOP1,0.1547,0.2734545083484756,52
ANKRD49,0.1545,0.30511311173065697,46
CENPH,0.1545,0.6500339654975799,11
TCTN1,0.1542,0.36202188999622276,37
KRR1,0.1542,0.2750751787463787,52
SCRIB,0.1541,0.6153071087576119,13
SPAG5,0.1538,0.6330906812462617,12
RIPOR1,0.1537,0.2765477770264417,52
NOP9,0.1535,0.2772235333937597,52
ELOA,0.1534,0.27747333992950673,52
MARS2,0.1533,0.2779937785350021,52
ERBIN,0.1532,0.2782341660718091,52
SPCS1,0.1531,0.27839056282420616,52
DMWD,0.1531,0.387291872168424,34
MRPS22,0.1531,0.27870281956537424,52
SHBG,0.153,0.2789126698032033,52
AMOT,0.1528,0.28447349637995356,51
EIF4EBP2,0.1528,0.2795177277966572,52
ACVR1,0.1526,0.32273181070437595,44
PAK4,0.1523,0.281122409494968,52
PSMB4,0.1523,0.28121598642539536,52
CEP128,0.1523,0.329683682754429,43
DR1,0.1522,0.2814890989490927,52
TAF15,0.1521,0.2817831794775595,52
MGA,0.152,0.3246850045938828,44
IQCJ-SCHIP1,0.152,0.3245615377034956,44
B3GALT6,0.1519,0.5888535335291115,15
PIGU,0.1518,0.2825642186409072,52
HNRNPF,0.1517,0.2830378114169948,52
FLOT2,0.1516,0.2833225438679571,52
PSMA7,0.1516,0.28327898441529864,52
CPSF7,0.1515,0.28355340633876164,52
WDR46,0.1514,0.28398831231681576,52
ANKRD50,0.1514,0.36436217130974885,38
SLC25A29,0.1513,0.393069881776888,34
LSM12,0.1513,0.2843152875683764,52
ERLIN1,0.1511,0.2850138122122318,52
MYBBP1A,0.1511,0.28509706216948333,52
EFR3A,0.1508,0.28582017371609175,52
CRISP3,0.1506,0.28670103853665263,52
FARSA,0.1505,0.28682885091258314,52
TMEM258,0.1505,0.427428661106779,30
CCNT1,0.1505,0.2869359361252216,52
IRF3,0.1504,0.2873438161749573,52
SLU7,0.1503,0.28739281661951455,52
OXNAD1,0.1503,0.2875937834648716,52
KCTD5,0.1502,0.29769529654119,50
RBFOX2,0.1501,0.31394260096337506,47
PEX26,0.1499,0.28884577114085397,52
BCL10,0.1498,0.2892279403543471,52
NCAPH2,0.1498,0.39054878157302125,35
PRR14,0.1498,0.28908891777084117,52
