gene,spearman_r,p_value,n_samples
RELCH,0.2255,0.24851523932804442,28
PTRH1,0.2254,0.23110339019796186,30
IGHV1-46,0.2254,0.23110339019796186,30
ADGRL3,0.2253,0.31341237574203623,22
ZBTB43,0.225,0.24962949857607322,28
LAPTM4A,0.225,0.2406868439127514,29
CCDC59,0.2247,0.25990010494307125,27
DPY30,0.2247,0.23252451447188963,30
HSBP1,0.2245,0.2328927804281121,30
CTNNA1,0.2244,0.23326157767901284,30
GEN1,0.2242,0.5334005612725947,10
MCEMP1,0.2242,0.3159085603715583,22
FASTKD1,0.2238,0.2617493581536903,27
COX4I1,0.2237,0.23479915447658647,30
SPHK2,0.2237,0.24339624457197523,29
GNG11,0.2236,0.2349594907836469,30
FAM98B,0.2236,0.23485260961462218,30
VPS29,0.2234,0.2352773750877743,30
CWC27,0.2233,0.2356492293820761,30
RAP1B,0.2232,0.2357027430056928,30
MBD3,0.223,0.23612871385177933,30
TMEM87A,0.2228,0.23671594468665458,30
PEX13,0.2228,0.23671594468665458,30
CEP95,0.2228,0.28444501093366464,25
MRGPRF,0.2226,0.34562063374685464,20
GM2A,0.2225,0.23719677103169004,30
RPS8,0.2223,0.23778538058699109,30
TOMM22,0.2223,0.23773181981864336,30
ANAPC7,0.2223,0.23778538058699109,30
ATP5F1B,0.2223,0.23773181981864336,30
PHAX,0.2223,0.23773181981864336,30
ACTN2,0.2222,0.23783893153129362,30
PNPLA2,0.2222,0.26525215945804975,27
TTR,0.222,0.2383934576633888,30
TRMT44,0.2219,0.3919032097501492,17
SH3BP5L,0.2219,0.23858954386576367,30
HSPA12B,0.2218,0.23880395639710447,30
UBQLN1,0.2217,0.25685819245515795,28
RPL22L1,0.2216,0.2665263476196091,27
HMBS,0.2215,0.23944968915263057,30
COL18A1,0.2214,0.23971796384046748,30
C17orf49,0.2214,0.3482292394026425,20
DYNC1I2,0.2212,0.24020274023447735,30
BORCS6,0.2212,0.24009542353452046,30
MRPL9,0.2212,0.240149086848439,30
MAN2B1,0.2212,0.240149086848439,30
SMARCAL1,0.2211,0.240312259503937,30
TSSC4,0.221,0.2404734233712823,30
AMACR,0.221,0.24052712474806393,30
ERCC3,0.221,0.24058081617233215,30
C11orf16,0.2208,0.4113134937932368,16
STARD3NL,0.2208,0.24106686176366635,30
ST8SIA4,0.2206,0.41166643049796364,16
TGIF1,0.2206,0.41166643049796364,16
KHDC4,0.2206,0.241499833061313,30
ZDHHC9,0.2205,0.30053401609346414,24
C8B,0.2205,0.2417146827222518,30
ATR,0.2204,0.24177208629283325,30
COX7C,0.2203,0.24209464759544122,30
RCL1,0.2203,0.242148372769125,30
SAFB2,0.22,0.2428023947748537,30
ZC3H7A,0.2199,0.2429145590701984,30
IL3RA,0.2198,0.2805640835575299,26
CSNK2A2,0.2197,0.24350688928707465,30
SPCS1,0.2197,0.24345309148719643,30
SLC25A30,0.2197,0.291419106205266,25
GEMIN4,0.2196,0.2436144546754959,30
VRK2,0.2196,0.2436144546754959,30
SPPL2A,0.2193,0.25299436311376283,29
CREBBP,0.2192,0.24459511028378828,30
ALG1,0.2192,0.24448747617064184,30
PFDN2,0.2192,0.24448747617064184,30
ATG14,0.2189,0.24508641881601942,30
TBC1D9B,0.2189,0.24508641881601942,30
ACTRT1,0.2189,0.2930840999967146,25
REX1BD,0.2188,0.5435509174040242,10
SERPINF2,0.2185,0.24607099803269272,30
ARMCX5,0.2183,0.28407784176298945,26
COPZ1,0.2183,0.24656426899091693,30
MARK2,0.2181,0.2470042987861267,30
DCAF10,0.2181,0.24684255079811365,30
GANAB,0.2179,0.24744494025560984,30
SLC30A9,0.2179,0.24733706530932636,30
LAMTOR3,0.2176,0.2479940807866883,30
CACFD1,0.2175,0.3709695753913776,19
PRPF4B,0.2174,0.24838203503099027,30
RO60,0.2174,0.24843599971587282,30
ENTPD3,0.2174,0.3311374194883425,22
PHF14,0.217,0.24937568348836575,30
UBE2N,0.217,0.24948366614956116,30
NEK7,0.2168,0.24992750321858087,30
GYPA,0.2166,0.2502638677167887,30
ARMT1,0.2166,0.2503719542842263,30
C1GALT1C1,0.2165,0.25058800322770547,30
RAD50,0.2165,0.25053400650953606,30
ATP5F1A,0.2163,0.2509791493856254,30
CNOT1,0.2159,0.2519253531831662,30
NLRC3,0.2158,0.4054457757961416,17
MTCH2,0.2158,0.25203346929634013,30
SPP2,0.2156,0.2525091911051268,30
BIRC6,0.2156,0.2524409052292767,30
CCNC,0.2154,0.2529282140331669,30
NCBP2,0.2154,0.2529282140331669,30
MED6,0.2154,0.25287411042777347,30
PUF60,0.2154,0.2529282140331669,30
MAN1C1,0.2153,0.28080782820133643,27
RPS9,0.2152,0.25353883418961787,30
WASHC2A,0.2152,0.25348473674273725,30
SDHA,0.2147,0.2544915647560847,30
GTPBP10,0.2143,0.2554468531551201,30
GPAA1,0.2139,0.25640470174405927,30
SEC61G,0.2137,0.2944161902105492,26
TIRAP,0.2134,0.42746671154599514,16
TRAPPC5,0.213,0.25854514478989665,30
COX19,0.2128,0.25883769001105555,30
SUFU,0.2127,0.25910904973462084,30
ORC2,0.2126,0.25945655141295765,30
TOPORS,0.2125,0.3551304147167468,21
RPLP0,0.2125,0.2595651108962542,30
CLN6,0.2125,0.25961937459907447,30
SERPINA4,0.2125,0.2596903411041237,30
TBC1D14,0.2122,0.31957122228868073,24
TADA3,0.2122,0.2603704416269749,30
OGDH,0.2122,0.2603704416269749,30
IGHV3OR16-13,0.2122,0.3558507247183413,21
RIPOR2,0.2121,0.29830289821056566,26
SELENON,0.2121,0.27850747487045535,28
EFHC2,0.2119,0.27914268203574544,28
SERINC1,0.2119,0.26099135485003144,30
ATG12,0.2118,0.26115429372901516,30
DPYS,0.2117,0.39913104693736534,18
EPB42,0.2116,0.2617373982389882,30
HEXD,0.2116,0.26166724858579066,30
ACTR3,0.2114,0.26212653396482327,30
PIGX,0.2111,0.28098647691481105,28
NDUFA8,0.2111,0.2627494602289409,30
IDH3A,0.211,0.26310134572398947,30
LAPTM5,0.211,0.29077554181818577,27
RFC3,0.211,0.26310134572398947,30
VHL,0.2108,0.2913396252352673,27
MRPS18A,0.2108,0.2635081264133128,30
DDX28,0.2107,0.26367128241343735,30
HIVEP2,0.2105,0.26418751483572084,30
STOM,0.2103,0.2647044055278764,30
MTFR1L,0.2103,0.2645955983766767,30
MYO1C,0.2101,0.26511312416639904,30
ADH1A,0.2098,0.26574016203085954,30
KCNJ5,0.2098,0.512840943181826,12
CCDC137,0.2097,0.31448937571450153,25
SIGLEC10,0.2095,0.34930814509966057,22
YIF1A,0.2094,0.26672410875893116,30
TIMM17A,0.2093,0.2668874072027019,30
DENND1C,0.2092,0.2672987356983463,30
TRIM28,0.2092,0.26724428087306856,30
JOSD1,0.2092,0.3265086286864593,24
ENGASE,0.2089,0.26787403234149837,30
GJA5,0.2089,0.30570438696104,26
NACC1,0.2085,0.2687542523967032,30
UBTD1,0.2085,0.3396033118127292,23
SLC29A3,0.2085,0.31712619764422295,25
KEAP1,0.2085,0.26880875059198156,30
HIRA,0.2083,0.2694405428067873,30
MTF2,0.2081,0.3407748605405991,23
NOMO2,0.2077,0.3796266401488635,20
CHCHD3,0.2076,0.27095846552767133,30
TMEM126A,0.2076,0.2710129827607223,30
TMCO4,0.2076,0.27106748890013,30
PSMG2,0.2076,0.27095846552767133,30
MRPL14,0.2074,0.2714839202036506,30
IGHV6-1,0.2074,0.27153844735780525,30
PDP2,0.2074,0.4088537259590215,18
RIBC2,0.2071,0.4588428049634703,15
ANKRD13C,0.2067,0.5666951380068742,10
RRNAD1,0.2067,0.5666951380068742,10
STXBP2,0.2065,0.27348316712067133,30
AKT1S1,0.2065,0.2735923315364283,30
AP1S2,0.2063,0.2740118998903431,30
IGLV7-43,0.2062,0.27423022087180743,30
PF4V1,0.2062,0.3336277985478055,24
PARK7,0.2061,0.2745958985707399,30
SP2,0.206,0.27470507722138343,30
AP3S2,0.2059,0.4442846410521442,16
LLGL1,0.2058,0.275235156383241,30
PRR15L,0.2058,0.27528973779277127,30
RPL3,0.2056,0.2756566808366583,30
UBAC1,0.2054,0.2762972929965238,30
NR2F6,0.2052,0.27672010207466363,30
RNF181,0.2051,0.2768293505323423,30
SEPHS1,0.205,0.27714349196613164,30
PPP2R1B,0.2048,0.2777315047946493,30
EIF1AD,0.2047,0.27789544426085844,30
ATAT1,0.2047,0.27789544426085844,30
EXOSC3,0.2047,0.2777861626119898,30
DNAH12,0.2046,0.4472751519912379,16
GPN1,0.2045,0.2784294805279741,30
FRMD8,0.2045,0.278320182712878,30
CREB3L2,0.2044,0.4833462230422238,14
OXA1L,0.2043,0.2788548627492373,30
H1-4,0.2041,0.27939020275447346,30
CMIP,0.204,0.2795541796207105,30
MPEG1,0.2039,0.3076496153043131,27
KIDINS220,0.2037,0.2802440065587582,30
RETREG3,0.2037,0.2802440065587582,30
